date,energy,basic_products,other,finance,construction,manufacturing,consumer
2000-02-02,0.012732668568715813,0.017786591956502118,0.010474476320053196,0.0211985563743955,NA,-0.00899190270458232,0.016335155798276876
2000-02-03,0.04147229791286452,0.038834951478182056,0.002466584164470047,0.045539648209118315,NA,0.02754369597420653,0.04219471662504478
2000-02-04,0.013559757751342655,0.007663548517074625,0.01069185613347588,0.020209765170560126,NA,0.020152617182135575,0.029220604532660687
2000-02-07,0.004592193951625677,0.048043037642934605,0.02206189684237614,-0.0025525586371862273,NA,0.004235457572150346,0.010661969998031907
2000-02-08,0.019402461923732472,0.008849557563115784,0.00178637962607373,0.01727958326555695,NA,0.004659093284883485,0.03907635169728757
2000-02-09,-0.01985000980246939,-0.038596504611613014,-0.030207915383268426,-0.01616320568393134,NA,-0.01846506439809612,-0.017150105166324446
2000-02-10,-0.00859275051969473,-0.07153281432357128,-0.013178463517847277,0.002351304062655362,NA,-0.012187758117642779,0.01726190056777335
2000-02-11,-0.043941144862058676,-0.07527519165082674,-0.01634549023599825,-0.006827886269085151,NA,-0.020292535929999637,-0.019171602792635956
2000-02-14,-0.018318686098278497,-0.01594048908791701,-0.024855446761495117,-0.03185903052434589,NA,-0.037519803096041554,-0.017691635499445062
2000-02-15,0.010474396369901847,0.10129595073071851,-0.016719713827952065,0.010658181956851052,NA,-0.014397558127094076,0.0013044178383465172
2000-02-16,0.048469530889002785,-0.033143800461929884,0.014247132872081607,0.027796994975176445,NA,0.026333972791045514,0.006032069958164587
2000-02-17,-0.001131974300553611,-0.03671394699348063,-0.010617628516179884,-0.011262375156068106,NA,0.02955930702197102,-0.002069444991716924
2000-02-18,-0.016322100227518392,0.021267599192214437,-0.009117074777261123,-0.03507293475875758,NA,-0.026262690095863284,-0.02080785246178115
2000-02-21,0.009672028143117089,0.006391780872563313,2.8463960409513367e-4,0.011299831954024333,NA,0.014534098403865265,-3.2188908827394707e-5
2000-02-22,-0.007604736131220438,0.0038926167168480403,0,-0.008946335677539266,NA,-0.0034433678378225467,-0.02185106728898942
2000-02-23,0.003318984576400222,0.030612244929423493,-0.008687169869913292,0.007186752395563206,NA,-0.02769356349259418,0.020047627153646448
2000-02-24,0.008328811464979808,0.002178229911651952,0.004983242834188268,0.014394834120071604,NA,0.009865112654957339,9.393627652270006e-4
2000-02-25,0.00655814265484771,-0.01165777803626411,1.0306175400702807e-4,-0.018893551663687867,NA,-0.031633263720494395,0.00369218683470949
2000-02-28,-0.01402091790376789,-0.0223910220236333,-0.011315088065695604,-0.012884349654667008,NA,0.010119416715913888,-0.014067184972214925
2000-02-29,-0.0019122941990209249,-0.038854835701110146,-0.007525554352373682,-0.011608750121145765,NA,0.003761006016832683,0.008616020693643266
2000-03-01,0.017771374768516233,-0.004255335414287464,-0.00731617768397987,0.034747179746485196,NA,0.017151283584347057,0.013812538489325952
2000-03-02,-0.024679345586787946,-0.017307640386195144,-0.015539138324043375,0.014814039365657807,NA,-0.02277587709538383,0.01976147800098052
2000-03-03,0.04020735964316317,0.008914977836472548,0.029280191810471468,0.011546610508668212,NA,0.06725188303705722,0.012591503461215467
2000-03-08,0.012523512091385254,-0.030172445677756343,-0.0025235905089433814,-0.010507615565063742,NA,-0.03552440619920213,-0.00748994866096986
2000-03-09,0.06089428237098285,-0.011111111102450555,-0.002500215189103209,0.001897100111189422,NA,0.0014215208105086761,7.1110807056257e-4
2000-03-10,-0.034602483323063774,-0.002247156704601183,-0.011765865876083541,-0.010385233081725665,NA,-0.019386198470828068,-0.013751472965884854
2000-03-13,-0.03222978454563961,-0.03603608637214506,-0.029514373808762453,-0.03308554648868776,NA,-0.007226268919338357,-0.04556656396924651
2000-03-14,-0.028760707223002564,-0.004672915078115514,-0.027862272377035667,0.003110775183119861,NA,-0.001615905666620774,-0.028892492856086128
2000-03-15,0.021851209453778175,0.036385049469503716,-0.015189064735258127,-0.01947317433762177,NA,-7.094493067923295e-4,-4.11555078324065e-4
2000-03-16,0.009830402664733872,0.01925251287356855,0.02433972301929225,0.02738831277490472,NA,0.002530105217378254,0.020565935065352366
2000-03-17,-0.010826456013754513,-0.013333299399242327,-0.009555800774957641,-0.020419297985095283,NA,-0.013598912997191917,-0.0013642687676115462
