,year,month,day,yield_week_pc
729,2015,1,23,0.0252778772264719
730,2015,1,30,0.025405563414096832
731,2015,2,6,0.02605699747800827
732,2015,2,13,0.025854721665382385
733,2015,2,20,0.025055138394236565
734,2015,2,27,0.024837687611579895
735,2015,3,6,0.028541523963212967
736,2015,3,13,0.029321109876036644
737,2015,3,20,0.028370659798383713
738,2015,3,27,0.028169700875878334
739,2015,4,2,0.02749493531882763
740,2015,4,10,0.026486335322260857
741,2015,4,17,0.026438670232892036
742,2015,4,24,0.026325905695557594
743,2015,4,30,0.026103511452674866
744,2015,5,8,0.0226511862128973
745,2015,5,15,0.022721221670508385
746,2015,5,22,0.0232672318816185
747,2015,5,29,0.023793470114469528
748,2015,6,5,0.02265385165810585
749,2015,6,12,0.022611020132899284
750,2015,6,19,0.022558124735951424
751,2015,6,26,0.02241198532283306
752,2015,7,3,0.02342178113758564
753,2015,7,10,0.02414100244641304
754,2015,7,17,0.02387942560017109
755,2015,7,24,0.024689931422472
756,2015,7,31,0.02507551945745945
757,2015,8,7,0.0249309204518795
758,2015,8,14,0.025677161291241646
759,2015,8,21,0.02651364728808403
760,2015,8,28,0.026882492005825043
761,2015,9,4,0.026664001867175102
762,2015,9,11,0.02675584703683853
763,2015,9,18,0.026187386363744736
764,2015,9,25,0.027156302705407143
765,2015,10,2,0.027761509642004967
