year,month,day,ivolbr
2016,8,22,22.0824
2016,8,24,22.14055
2016,8,25,22.61366
2016,8,26,23.6435
2016,8,30,
2016,9,1,23.18079
2016,9,2,19.24656
2016,9,5,22.00749
2016,9,6,21.19107
2016,9,8,19.57817
2016,9,9,21.27967
2016,9,13,27.54512
2016,9,14,19.1386
2016,9,15,26.42924
2016,9,16,25.6792
2016,9,19,25.92688
2016,9,20,22.41083
2016,9,21,23.54487
2016,9,22,21.46117
2016,9,23,20.73796
2016,9,26,21.52535
2016,9,27,19.93556
2016,9,28,20.90071
2016,9,29,23.83322
2016,9,30,24.40395
2016,10,3,22.9194
2016,10,4,22.55572
2016,10,5,22.93006
2016,10,6,25.41529
2016,10,7,20.90971
2016,10,10,23.14066
2016,10,11,21.67978
2016,10,13,21.55925
2016,10,14,20.74716
2016,10,17,21.67467
2016,10,18,21.05179
2016,10,19,21.52562
2016,10,20,20.39561
2016,10,21,19.50197
2016,10,24,20.93783
2016,10,25,20.14165
2016,10,26,18.31024
2016,10,27,15.67944
2016,10,28,20.88375
2016,10,31,19.8551
2016,11,1,22.56011
2016,11,3,23.81131
2016,11,4,25.54932
2016,11,7,20.96244
2016,11,8,24.54519
2016,11,10,22.63102
2016,11,11,23.4568
2016,11,16,26.91784
2016,11,17,25.59043
2016,11,21,24.36015
2016,11,22,25.95056
2016,11,23,20.5314
2016,11,24,24.207
2016,11,28,22.97451
2016,11,29,21.037
2016,11,30,26.03071
2016,12,1,23.67437
2016,12,2,28.8891
2016,12,5,31.42863
2016,12,6,19.85875
2016,12,7,24.40662
2016,12,8,25.0828
2016,12,9,24.18533
2016,12,12,27.11932
2016,12,13,25.84686
2016,12,14,25.94763
2016,12,15,22.56782
2016,12,16,21.88472
2016,12,19,24.35596
2016,12,20,22.77122
2016,12,21,23.17951
2016,12,22,23.33092
2016,12,23,21.87259
2016,12,26,
2016,12,27,18.91825
2016,12,28,23.81349
2016,12,29,23.98367
2017,1,2,20.23647
2017,1,3,22.21114
2017,1,4,23.27709
2017,1,5,22.7792
2017,1,9,20.84892
2017,1,10,
2017,1,11,21.68304
2017,1,12,22.44201
2017,1,13,18.37236
2017,1,16,22.07319
2017,1,17,21.35335
2017,1,18,20.95548
2017,1,19,22.57049
2017,1,20,23.66986
2017,1,23,20.12515
2017,1,24,21.09725
2017,1,27,22.42009
2017,1,30,22.04931
2017,1,31,15.11245
2017,2,1,18.73265
2017,2,2,21.51428
2017,2,3,21.88362
2017,2,6,19.74171
2017,2,7,18.48368
2017,2,8,21.18966
2017,2,9,21.42657
2017,2,10,20.69687
2017,2,13,19.62781
2017,2,14,20.53688
2017,2,15,21.18942
2017,2,16,19.73575
2017,2,17,21.29937
2017,2,20,23.57558
2017,2,21,20.3347
2017,2,22,20.3103
2017,2,23,24.3279
2017,2,24,23.6657
2017,3,2,20.95034
2017,3,3,21.29204
2017,3,6,23.13069
2017,3,7,20.11881
2017,3,8,22.32717
2017,3,9,17.64803
2017,3,10,21.49318
2017,3,14,17.02905
2017,3,15,16.66951
2017,3,16,20.26827
2017,3,17,19.99022
2017,3,20,20.48353
2017,3,21,19.25123
2017,3,22,22.85107
2017,3,23,22.67862
2017,3,24,17.7684
2017,3,27,
2017,3,28,18.95085
2017,3,30,20.49693
2017,3,31,18.93455
2017,4,3,20.01677
2017,4,4,20.54392
2017,4,5,20.48634
2017,4,6,22.1398
2017,4,7,21.93057
2017,4,10,22.68414
2017,4,11,22.47682
2017,4,13,23.77834
2017,4,17,25.2044
2017,4,18,20.61136
2017,4,19,23.56609
2017,4,20,23.44152
2017,4,25,22.54206
2017,4,26,21.47865
2017,4,27,20.5584
2017,4,28,19.50185
2017,5,2,19.95017
2017,5,3,20.44129
2017,5,4,19.98738
2017,5,5,17.42703
2017,5,8,15.91215
2017,5,11,20.85489
2017,5,12,21.66149
2017,5,15,20.93019
2017,5,16,20.40806
2017,5,17,20.82212
2017,5,18,
2017,5,19,32.19167
2017,5,22,29.58256
2017,5,23,27.57617
2017,5,24,23.83322
2017,5,25,24.61099
2017,5,26,23.33414
2017,5,29,24.34167
2017,5,30,22.09696
2017,5,31,26.87395
2017,6,1,22.25161
2017,6,2,22.39277
2017,6,5,24.54719
2017,6,6,23.03764
2017,6,7,23.07438
2017,6,8,27.14108
2017,6,9,24.39483
2017,6,12,23.86898
2017,6,13,23.11613
2017,6,14,22.17305
2017,6,16,21.45413
2017,6,19,21.17864
2017,6,20,20.30317
2017,6,21,22.69831
2017,6,22,22.80774
2017,6,23,20.26796
2017,6,26,20.73881
2017,6,27,24.87944
2017,6,28,
2017,6,29,20.9851
2017,6,30,20.90847
2017,7,3,19.80961
2017,7,4,23.0807
2017,7,5,19.29858
2017,7,6,20.40469
2017,7,7,20.86639
2017,7,10,19.71357
2017,7,11,20.07164
2017,7,12,19.33006
2017,7,13,17.58414
2017,7,14,14.91118
2017,7,17,18.04795
2017,7,18,15.6469
2017,7,19,16.62648
2017,7,20,16.86873
2017,7,21,
2017,7,24,17.49243
2017,7,25,19.25644
2017,7,26,17.34074
2017,7,27,16.8196
2017,7,28,17.77746
2017,7,31,18.60757
2017,8,1,18.24833
2017,8,2,16.41383
2017,8,3,18.8056
2017,8,4,18.07597
2017,8,7,18.24241
2017,8,8,17.74351
2017,8,9,17.00876
2017,8,10,20.25641
2017,8,11,18.44133
2017,8,14,17.88923
2017,8,15,19.718
2017,8,16,18.77998
2017,8,17,19.30059
2017,8,18,18.72736
2017,8,21,17.1541
2017,8,22,18.87703
2017,8,23,17.24361
2017,8,24,20.87997
2017,8,25,16.60547
2017,8,28,18.187
2017,8,30,15.49945
2017,8,31,17.97407
2017,9,1,18.50002
2017,9,4,
2017,9,5,18.32661
2017,9,6,18.99299
2017,9,8,18.53379
2017,9,11,18.73244
2017,9,12,19.47716
2017,9,13,21.59508
2017,9,14,19.58209
2017,9,15,19.6003
2017,9,18,19.76707
2017,9,19,
2017,9,20,18.11136
2017,9,21,20.42903
2017,9,22,22.36866
2017,9,25,19.65508
2017,9,26,19.39834
2017,9,27,21.62228
2017,9,28,29.2358
2017,9,29,19.93557
2017,10,2,21.3364
2017,10,3,20.5845
2017,10,4,17.59618
2017,10,5,19.82105
2017,10,6,20.33419
2017,10,9,20.34559
2017,10,10,21.23888
2017,10,11,20.40138
2017,10,13,18.6548
2017,10,16,19.48936
2017,10,17,18.26604
2017,10,18,20.24457
2017,10,19,18.94802
2017,10,20,19.08751
2017,10,23,18.52762
2017,10,24,18.08812
2017,10,27,20.38603
2017,10,30,22.53939
2017,11,1,21.55153
2017,11,6,16.69608
2017,11,7,20.95842
2017,11,9,19.52216
2017,11,10,20.34
2017,11,14,21.18573
2017,11,16,18.36292
2017,11,21,23.54036
2017,11,22,22.27831
2017,11,23,21.78023
2017,11,24,25.17642
2017,11,27,24.13909
2017,11,29,20.9944
2017,11,30,23.00169
2017,12,1,23.17111
2017,12,4,22.95048
2017,12,5,27.59292
2017,12,7,22.87424
2017,12,8,26.03158
2017,12,11,24.2092
2017,12,12,22.65429
2017,12,13,23.77955
2017,12,14,17.93503
2017,12,18,19.22563
2017,12,19,20.4826
2017,12,20,
2017,12,21,18.91128
2017,12,26,18.98136
2017,12,28,
2018,1,3,18.90693
2018,1,4,18.12815
2018,1,5,18.27697
2018,1,8,19.24383
2018,1,9,20.6841
2018,1,10,19.33384
2018,1,11,21.08062
2018,1,12,
2018,1,15,23.65427
2018,1,16,23.64017
2018,1,17,21.7409
2018,1,18,20.62762
2018,1,19,22.78674
2018,1,23,19.94796
2018,1,24,18.76009
2018,1,26,19.29994
2018,1,29,18.16471
2018,1,30,18.74223
2018,1,31,
2018,2,1,
2018,2,2,20.37911
2018,2,5,16.98908
2018,2,6,
2018,2,7,20.51827
2018,2,8,23.1462
2018,2,9,23.10322
2018,2,14,21.17537
2018,2,15,17.78648
2018,2,16,18.45987
2018,2,19,19.33082
2018,2,21,22.23381
2018,2,22,21.00874
2018,2,23,18.29628
2018,2,27,18.51653
2018,2,28,22.45836
2018,3,2,22.77689
2018,3,5,24.25928
2018,3,6,15.79619
2018,3,7,
2018,3,9,13.22404
2018,3,12,
2018,3,14,18.21798
2018,3,15,17.3609
2018,3,16,19.7947
2018,3,19,21.13909
2018,3,20,20.18769
2018,3,21,19.94481
2018,3,22,20.761
2018,3,26,21.22055
2018,3,27,22.40079
2018,3,28,21.13521
2018,3,29,21.43889
2018,4,2,21.96751
2018,4,3,23.93111
2018,4,4,24.0869
2018,4,5,20.39238
2018,4,9,23.85995
2018,4,10,22.84321
2018,4,12,18.86617
2018,4,13,18.98792
2018,4,16,21.70673
2018,4,17,
2018,4,18,16.95404
2018,4,19,17.21249
2018,4,20,
2018,4,23,
2018,4,25,19.51354
2018,4,27,19.59086
2018,4,30,
2018,5,2,18.17682
2018,5,3,19.65515
2018,5,4,
2018,5,8,
2018,5,9,14.4216
2018,5,11,18.68757
2018,5,14,13.10875
2018,5,15,18.85958
2018,5,17,19.56266
2018,5,18,22.32689
2018,5,21,20.81773
2018,5,22,24.66997
2018,5,23,21.91933
2018,5,24,19.91572
2018,5,25,23.77853
2018,5,28,24.43736
2018,5,29,22.93124
2018,5,30,22.95267
2018,6,1,17.45136
2018,6,5,20.98248
2018,6,6,22.34752
2018,6,7,28.5055
2018,6,8,33.86519
2018,6,11,23.90159
2018,6,13,
2018,6,14,22.22312
2018,6,15,23.29915
2018,6,18,31.4554
2018,6,19,22.99267
2018,6,20,
2018,6,21,23.40026
2018,6,22,22.75321
2018,6,25,27.18712
2018,6,26,14.38549
2018,6,27,22.06336
2018,6,28,21.62973
2018,6,29,
2018,7,2,
2018,7,3,23.05095
2018,7,4,24.37573
2018,7,5,24.7677
2018,7,6,
2018,7,10,
2018,7,11,
2018,7,12,20.61462
2018,7,13,23.01664
2018,7,16,
2018,7,17,20.19197
2018,7,18,21.46681
2018,7,20,22.50592
2018,7,23,
2018,7,24,19.10693
2018,7,25,20.84586
2018,7,26,21.06656
2018,7,27,24.35293
2018,7,31,20.28736
2018,8,1,26.61097
2018,8,2,22.07592
2018,8,3,23.61324
2018,8,6,20.36334
2018,8,7,
2018,8,8,27.23941
2018,8,10,29.79131
2018,8,13,
2018,8,14,29.27485
2018,8,15,26.42896
2018,8,16,26.99133
2018,8,17,28.81913
2018,8,20,
2018,8,21,31.42482
2018,8,23,29.3482
2018,8,24,34.27366
2018,8,27,
2018,8,28,
2018,8,29,32.37265
2018,8,30,31.79667
2018,8,31,30.27569
2018,9,3,36.325
2018,9,4,38.24067
2018,9,5,28.76899
2018,9,6,31.95027
2018,9,10,30.6501
2018,9,11,26.81516
2018,9,12,28.82327
2018,9,13,21.89792
2018,9,14,19.68388
2018,9,17,31.95292
2018,9,18,30.28149
2018,9,19,29.83416
2018,9,21,
2018,9,24,25.57722
2018,9,25,29.7368
2018,9,26,29.09348
2018,9,27,
2018,10,1,29.87925
2018,10,2,29.43238
2018,10,3,29.80643
2018,10,4,27.09504
2018,10,5,28.18857
2018,10,8,23.7906
2018,10,9,25.99091
2018,10,10,28.80975
2018,10,11,28.86411
2018,10,15,23.08051
2018,10,18,26.43482
2018,10,19,
2018,10,22,20.67089
2018,10,23,26.64824
2018,10,24,24.62451
2018,10,26,30.33089
2018,10,29,26.26141
2018,10,31,
2018,11,1,27.65665
2018,11,5,24.96848
2018,11,6,26.57767
2018,11,7,18.54558
2018,11,8,22.98771
2018,11,9,26.41144
2018,11,12,25.50854
2018,11,13,19.38637
2018,11,14,25.59114
2018,11,16,23.38951
2018,11,19,23.51502
2018,11,21,25.73039
2018,11,22,24.4617
2018,11,23,19.64193
2018,11,26,21.22083
2018,11,27,22.8424
2018,11,28,19.73123
2018,11,29,26.55439
2018,11,30,23.64838
2018,12,3,23.91284
2018,12,4,23.9066
2018,12,5,21.88019
2018,12,6,23.05129
2018,12,7,17.31823
2018,12,10,23.66106
2018,12,11,24.24293
2018,12,12,21.80708
2018,12,13,22.80034
2018,12,14,22.25621
2018,12,17,19.13816
2018,12,18,20.35854
2018,12,19,22.70151
2018,12,20,21.53209
2018,12,21,
2018,12,26,23.57744
2018,12,27,23.81857
2019,1,2,26.73767
2019,1,3,23.7195
2019,1,7,23.54446
2019,1,9,22.91842
2019,1,10,21.12379
2019,1,14,20.30548
2019,1,15,19.15423
2019,1,16,15.61716
2019,1,17,19.93746
2019,1,18,22.32148
2019,1,22,22.50001
2019,1,23,22.36994
2019,1,24,19.98572
2019,1,28,21.00503
2019,1,29,22.19749
2019,1,30,24.78714
2019,1,31,23.16904
2019,2,1,20.96781
2019,2,4,19.31329
2019,2,5,20.66271
2019,2,6,22.59734
2019,2,7,24.42584
2019,2,8,21.53929
2019,2,11,24.39349
2019,2,12,22.6132
2019,2,13,22.65208
2019,2,14,23.05892
2019,2,18,20.81477
2019,2,19,21.64906
2019,2,20,21.55804
2019,2,21,27.25257
2019,2,25,17.69788
2019,2,26,21.46483
2019,2,27,20.78114
2019,2,28,20.50056
2019,3,1,19.979
2019,3,6,20.5359
2019,3,7,20.87773
2019,3,11,20.37129
2019,3,12,20.00133
2019,3,13,19.59559
2019,3,14,19.28271
2019,3,15,18.63546
2019,3,20,19.1242
2019,3,21,20.32322
2019,3,22,24.25195
2019,3,25,21.51622
2019,3,26,23.4992
2019,3,27,23.28623
2019,3,28,23.77376
2019,3,29,23.7997
2019,4,1,22.01954
2019,4,2,21.58122
2019,4,3,23.15884
2019,4,4,22.15513
2019,4,5,20.5757
2019,4,8,18.69094
2019,4,9,19.93741
2019,4,10,16.39198
2019,4,11,20.91961
2019,4,12,21.87966
2019,4,15,21.2969
2019,4,16,20.02405
2019,4,18,21.07332
2019,4,22,20.47321
2019,4,23,17.78113
2019,4,24,15.86149
2019,4,25,14.87099
2019,4,26,17.15976
2019,4,29,20.36756
2019,4,30,18.39347
2019,5,2,18.9753
2019,5,3,
2019,5,6,20.52667
2019,5,7,21.60425
2019,5,8,21.04531
2019,5,9,19.73163
2019,5,10,19.49594
2019,5,13,34.68945
2019,5,14,22.55182
2019,5,15,22.31524
2019,5,16,25.21628
2019,5,20,23.46752
2019,5,21,22.12887
2019,5,23,22.71663
2019,5,24,23.47226
2019,5,27,20.38299
2019,5,28,23.04082
2019,5,29,21.87086
2019,5,30,22.44926
2019,6,3,22.98708
2019,6,4,22.42723
2019,6,5,23.87873
2019,6,6,22.71416
2019,6,7,22.90973
2019,6,10,22.84702
2019,6,11,22.35255
2019,6,12,21.98184
2019,6,13,21.86123
2019,6,14,22.64798
2019,6,17,
2019,6,19,20.04306
2019,6,21,19.8387
2019,6,25,20.74717
2019,6,26,18.3548
2019,6,28,21.39595
2019,7,1,19.71454
2019,7,3,20.28595
2019,7,4,19.75516
2019,7,5,20.02345
2019,7,8,20.15081
2019,7,10,19.13129
2019,7,11,19.57252
2019,7,12,19.78559
2019,7,16,19.53477
2019,7,17,16.57551
2019,7,18,15.87378
2019,7,19,19.97453
2019,7,22,17.68434
2019,7,23,20.5058
2019,7,24,20.88634
2019,7,25,18.30393
2019,7,26,19.72131
2019,7,29,21.03207
2019,7,30,17.21499
2019,7,31,19.64513
2019,8,1,22.76101
2019,8,2,19.77711
2019,8,5,23.08327
2019,8,6,21.81619
2019,8,7,26.76931
2019,8,8,19.86086
2019,8,9,21.51834
2019,8,12,19.44261
2019,8,13,22.10511
2019,8,14,22.62748
2019,8,15,23.15404
2019,8,20,
2019,8,21,22.02032
2019,8,23,24.48871
2019,8,26,21.85954
2019,8,27,22.29371
2019,8,28,23.10254
2019,8,29,20.69161
2019,8,30,22.04585
2019,9,3,19.04058
2019,9,4,20.57007
2019,9,5,19.63988
2019,9,6,20.48421
2019,9,10,17.1205
2019,9,11,19.0577
2019,9,12,19.20405
2019,9,13,21.45858
2019,9,16,21.494
2019,9,17,20.83792
2019,9,18,21.36656
2019,9,19,19.22116
2019,9,20,19.37925
2019,9,23,18.84227
2019,9,24,18.76046
2019,9,25,16.20797
2019,9,26,17.84532
2019,9,30,17.9321
2019,10,1,20.3942
2019,10,2,21.436
2019,10,3,18.52762
2019,10,4,17.8745
2019,10,7,19.92254
2019,10,8,21.49575
2019,10,9,19.99318
2019,10,10,19.52948
2019,10,11,16.82804
2019,10,14,19.92662
2019,10,15,18.88386
2019,10,16,19.42347
2019,10,17,19.07009
2019,10,18,16.93156
2019,10,21,18.25995
2019,10,22,18.61256
2019,10,24,16.84494
2019,10,25,18.50471
2019,10,28,18.38688
2019,10,29,18.9769
2019,10,30,18.0293
2019,10,31,19.56855
2019,11,1,18.13339
2019,11,4,20.96069
2019,11,5,18.3255
2019,11,7,18.55055
2019,11,11,21.47886
2019,11,12,23.08885
2019,11,13,17.36909
2019,11,18,19.66265
2019,11,21,18.11358
2019,11,22,17.72403
2019,11,25,16.60217
2019,11,26,17.705
2019,11,27,18.0976
2019,12,2,16.8237
2019,12,3,17.43161
2019,12,4,17.1115
2019,12,5,17.45068
2019,12,6,19.2017
2019,12,9,17.71631
2020,1,2,18.75134
2020,1,3,19.68243
2020,1,6,20.0938
2020,1,7,19.41112
2020,1,8,20.51316
2020,1,9,19.63861
2020,1,10,19.55434
2020,1,13,18.66851
2020,1,14,17.9087
2020,1,15,18.89986
2020,1,17,17.67764
2020,1,20,15.89699
2020,1,21,17.6002
2020,1,22,17.96893
2020,1,23,16.29411
2020,1,24,18.38252
2020,1,27,15.74293
2020,1,28,19.10779
2020,1,29,15.95047
2020,1,30,20.70012
2020,1,31,20.76974
2020,2,3,18.59995
2020,2,4,16.11664
2020,2,5,18.84992
2020,2,6,20.46129
2020,2,7,22.60901
2020,2,10,22.66912
2020,2,11,16.9468
2020,2,12,19.28955
2020,2,13,19.33004
2020,2,14,20.99729
2020,2,17,18.77787
2020,2,18,21.26611
2020,2,19,18.03604
2020,2,20,18.94333
2020,2,26,25.09641
2020,2,27,29.50609
2020,2,28,34.58778
2020,3,2,25.88261
2020,3,3,27.25891
2020,3,5,31.3448
2020,3,6,41.53878
2020,3,10,40.89886
2020,3,11,66.63103
2020,3,12,52.06765
2020,3,13,71.23759
2020,3,17,85.13941
2020,3,18,113.5223
2020,3,19,108.5918
2020,3,20,
2020,3,23,118.5188
2020,3,24,69.12771
2020,3,25,54.25598
2020,3,26,51.02956
2020,3,27,83.86263
2020,3,30,52.23608
2020,3,31,79.60199
2020,4,1,74.00674
2020,4,2,62.03746
2020,4,3,60.7472
2020,4,6,75.402
2020,4,7,58.37932
2020,4,8,69.935
2020,4,9,41.93684
2020,4,13,39.64812
2020,4,14,44.08398
2020,4,15,37.69529
2020,4,16,49.52024
2020,4,17,52.59992
2020,4,20,48.546
2020,4,22,44.09884
2020,4,24,61.50984
2020,4,27,44.74348
2020,4,28,43.95777
2020,4,29,44.69958
2020,4,30,47.64146
2020,5,5,44.75912
2020,5,6,46.01664
2020,5,7,40.61918
2020,5,8,46.05624
2020,5,11,48.42074
2020,5,12,45.96458
2020,5,13,49.6698
2020,5,14,45.90947
2020,5,15,38.33004
2020,5,18,43.9977
2020,5,19,34.08223
2020,5,21,38.39653
2020,5,22,40.31864
2020,5,25,35.1231
2020,5,26,37.14781
2020,5,27,36.50246
2020,6,1,31.29648
2020,6,2,8.152031
2020,6,3,5.30226
2020,6,4,29.88289
2020,6,8,29.78498
2020,6,9,4.782086
2020,6,10,32.3909
2020,6,12,7.524928
2020,6,15,36.9649
2020,6,16,30.92236
2020,6,17,6.552116
2020,6,18,
2020,6,19,6.680773
2020,6,22,34.59727
2020,6,24,32.94344
2020,6,25,35.60825
2020,6,29,27.63301
2020,6,30,39.30509
2020,7,1,
2020,7,2,32.41682
2020,7,3,35.04256
2020,7,6,34.22639
2020,7,7,37.10411
2020,7,8,32.40501
2020,7,9,31.85716
2020,7,10,32.60257
2020,7,13,32.50518
2020,7,14,30.99079
2020,7,15,28.50119
2020,7,16,29.87985
2020,7,17,31.93857
2020,7,20,29.07117
2020,7,22,27.96511
2020,7,23,33.01891
2020,7,24,31.61125
2020,7,27,27.84371
2020,7,28,28.8076
2020,7,29,21.92613
2020,7,30,31.23631
2020,7,31,32.84697
2020,8,3,25.80629
2020,8,4,29.71065
2020,8,5,25.94132
2020,8,6,28.75801
2020,8,7,27.86719
2020,8,10,25.71056
2020,8,11,27.66514
2020,8,13,28.883
2020,8,14,27.07142
2020,8,17,31.41092
2020,8,18,28.76414
2020,8,19,26.73245
2020,8,20,29.06583
2020,8,21,31.04984
2020,8,24,23.64372
2020,8,25,26.24372
2020,8,26,27.42467
2020,8,27,31.85843
2020,8,28,29.39308
2020,8,31,
2020,9,1,29.16747
2020,9,2,30.68746
2020,9,3,32.46373
2020,9,4,35.12918
2020,9,8,31.31185
2020,9,9,26.53705
2020,9,10,30.38341
2020,9,11,34.04169
2020,9,14,29.86367
2020,9,15,30.77182
2020,9,16,29.79771
2020,9,17,29.15637
2020,9,18,31.4729
2020,9,21,32.37428
2020,9,22,30.0115
2020,9,23,29.87863
2020,9,24,29.55868
2020,9,25,30.27942
2020,9,28,34.13348
2020,9,29,32.79478
2020,9,30,32.91374
2020,10,1,31.3643
2020,10,2,34.83382
2020,10,5,38.88379
2020,10,6,37.01758
2020,10,7,33.10485
2020,10,8,33.10469
2020,10,9,31.35587
2020,10,13,33.14383
2020,10,14,29.85431
2020,10,15,29.48419
2020,10,16,27.09513
2020,10,19,31.09837
2020,10,20,29.08799
2020,10,23,26.26488
2020,10,27,30.91469
2020,10,28,36.3349
2020,10,29,34.43616
2020,10,30,38.19613
2020,11,3,32.21126
2020,11,4,32.25816
2020,11,5,28.99962
2020,11,6,26.60443
2020,11,9,26.40266
2020,11,10,25.68077
2020,11,12,33.19651
2020,11,13,26.02438
2020,11,16,26.11977
2020,11,17,24.49432
2020,11,18,25.65569
2020,11,19,26.32072
2020,11,20,29.95672
2020,11,23,27.8618
2020,11,24,27.90559
2020,11,25,27.79053
2020,11,27,28.95449
2020,11,30,29.04145
2020,12,1,27.08696
2020,12,2,27.04448
2020,12,3,26.95119
2020,12,4,21.46353
2020,12,7,27.0797
2020,12,8,33.1959
2020,12,9,25.67884
2020,12,10,22.76496
2020,12,11,20.25227
2020,12,14,26.7666
2020,12,15,27.4209
2020,12,16,29.32552
2020,12,17,29.37808
2020,12,21,26.23611
2020,12,22,27.661
2020,12,23,25.7996
2020,12,28,30.17603
2020,12,29,26.41154
2020,12,30,26.60403
2021,1,4,31.77732
2021,1,5,25.65357
2021,1,6,26.80076
2021,1,7,24.82411
2021,1,8,27.88319
2021,1,11,29.11136
2021,1,12,28.36992
2021,1,13,31.8531
2021,1,14,27.10442
2021,1,15,31.65644
2021,1,19,27.13144
2021,1,20,29.44853
2021,1,21,32.01675
2021,1,22,31.74086
2021,1,26,29.16684
2021,1,27,28.37304
2021,1,28,35.39177
2021,1,29,22.13305
2021,2,1,27.33488
2021,2,2,25.96718
2021,2,3,22.266
2021,2,4,25.81878
2021,2,5,29.42511
2021,2,8,29.61938
2021,2,9,31.33672
2021,2,10,28.34778
2021,2,11,24.93196
2021,2,12,26.01066
2021,2,17,23.85568
2021,2,18,27.23819
2021,2,19,26.40418
2021,2,22,27.86593
2021,2,23,25.89718
2021,2,24,28.57097
2021,2,25,30.71091
2021,2,26,30.23164
2021,3,1,34.26208
2021,3,2,28.66521
2021,3,4,28.90186
2021,3,5,32.61096
2021,3,8,34.48642
2021,3,9,29.24151
2021,3,10,28.96844
2021,3,11,26.14997
2021,3,15,28.96996
2021,3,17,21.5846
2021,3,18,27.76443
2021,3,19,29.63396
2021,3,22,25.1949
2021,3,23,22.82964
2021,3,24,30.15642
2021,3,25,28.20677
2021,3,26,23.88966
2021,3,29,28.88894
2021,3,30,28.49173
2021,3,31,14.47017
2021,4,1,22.87128
2021,4,5,22.31143
2021,4,6,21.60509
2021,4,7,25.54433
2021,4,8,22.41179
2021,4,9,23.05322
2021,4,12,26.39345
2021,4,13,25.71233
2021,4,14,
2021,4,15,24.64975
2021,4,16,23.10419
2021,4,19,22.85462
2021,4,22,24.98981
2021,4,26,22.01665
2021,4,27,24.03227
2021,4,29,22.63918
2021,5,3,23.70485
2021,5,4,23.90024
2021,5,5,22.96176
2021,5,6,22.56959
2021,5,7,21.75055
2021,5,10,23.34635
2021,5,11,17.96604
2021,5,12,26.61759
2021,5,13,24.06937
2021,5,14,21.71028
2021,5,18,22.31307
2021,5,19,23.78201
2021,5,20,23.6472
2021,5,21,23.26751
2021,5,24,21.89183
2021,5,25,21.63733
2021,5,26,20.98442
2021,5,27,16.73387
2021,5,28,19.38189
2021,5,31,18.65036
2021,6,1,21.18816
2021,6,2,18.70626
2021,6,4,20.29222
2021,6,7,20.97108
2021,6,8,17.60964
2021,6,9,21.09439
2021,6,10,19.44971
2021,6,11,19.46351
2021,6,14,16.55556
2021,6,15,18.40257
2021,6,16,23.24513
2021,6,17,21.12531
2021,6,18,21.32028
2021,6,22,19.72923
2021,6,23,17.47484
2021,6,24,20.28304
2021,6,28,20.85088
2021,6,29,20.48381
2021,7,1,21.07697
2021,7,6,32.4266
2021,7,7,20.41502
2021,7,8,22.16828
2021,7,14,22.73371
2021,7,15,21.2964
2021,7,16,20.47673
2021,7,19,20.09585
2021,7,20,22.27271
2021,7,21,21.9866
2021,7,22,19.8411
2021,7,23,19.81699
2021,7,26,21.21004
2021,8,2,24.52111
2021,8,3,22.26857
2021,8,4,20.63907
2021,8,5,20.26164
2021,8,6,20.46521
2021,8,9,21.4483
2021,8,10,20.84162
2021,8,11,22.25066
2021,8,12,22.39497
2021,8,13,22.58217
2021,8,16,24.33714
2021,8,17,25.88165
2021,8,18,28.05947
2021,8,19,27.49758
2021,8,20,25.06898
2021,8,23,19.81699
2021,8,24,23.49921
2021,8,25,22.22791
2021,8,26,22.56031
2021,8,27,23.15271
2021,8,30,21.40862
2021,8,31,25.22255
2021,9,1,21.46028
2021,9,2,25.34698
2021,9,3,25.42786
2021,9,6,22.0588
2021,9,9,26.49103
2021,9,10,21.57091
2021,9,13,25.26376
2021,9,14,25.65278
2021,9,15,25.50774
2021,9,16,26.76333
2021,9,17,26.12576
2021,9,20,29.52038
2021,9,21,29.11061
2021,9,22,25.06172
2021,9,23,30.44282
2021,9,24,25.59424
2021,9,27,21.30924
2021,9,28,29.44065
2021,9,29,25.93896
2021,9,30,25.31796
2021,10,1,32.58578
2021,10,4,25.20639
2021,10,5,24.77202
2021,10,6,25.51482
2021,10,7,25.46276
2021,10,8,25.7607
2021,10,11,25.72387
2021,10,13,25.68287
2021,10,14,24.51221
2021,10,18,23.07267
2021,10,19,25.13723
2021,10,20,25.90229
2021,10,21,31.05616
2021,10,22,29.27529
2021,10,25,27.05089
2021,10,26,31.30674
2021,10,27,27.30405
2021,10,28,26.93312
2021,10,29,26.15217
2021,11,1,27.36895
2021,11,5,26.41984
2021,11,8,22.62984
2021,11,9,24.58298
2021,11,10,25.65654
2021,11,11,23.41731
2021,11,16,26.90943
2021,11,17,24.60156
2021,11,18,29.01662
2021,11,19,28.60361
2021,11,22,25.14833
2021,11,23,28.6051
2021,11,24,25.44675
2021,11,26,28.1732
2021,11,30,26.34585
2021,12,1,21.90012
2021,12,2,27.03788
2021,12,3,27.30112
2021,12,6,32.07048
2021,12,7,27.07272
2021,12,8,24.41258
2021,12,9,28.70081
2021,12,10,28.39738
2021,12,13,27.41489
2021,12,14,24.82111
2021,12,15,22.97575
2021,12,16,25.79997
2021,12,17,24.14529
2021,12,20,27.72003
2021,12,21,25.46198
2021,12,22,23.86866
2021,12,27,22.45358
2021,12,28,24.98358
2021,12,30,24.58943
2022,1,3,24.61875
2022,1,4,23.34865
2022,1,5,24.70947
2022,1,6,24.06782
2022,1,10,24.0293
2022,1,11,23.27748
2022,1,14,23.7224
2022,1,18,21.16416
2022,1,19,23.50938
2022,1,21,25.67625
