"","Date","Rm_minus_Rf","SMB","HML","WML","IML","Risk_Free"
"1",2001-01-02,0.00660063299225062,0.115836998550637,0.0601153507886261,-0.00491699156139752,0.00787837722271853,0.000578516538294771
"2",2001-01-03,0.0624274996076121,0.0383097794531033,0.00844817019030153,-0.0370932141649962,0.0180703350497229,0.00057714347804283
"3",2001-01-04,-0.000309833343441092,-0.0140667877585302,-0.0124547744498767,-0.000441283172027245,-0.0143716759184976,0.000573708756889779
"4",2001-01-05,-0.0128392353310554,0.0156393037778416,0.000459086781071559,0.0100172530916345,0.0257814401588797,0.000572677763190921
"5",2001-01-08,0.00398162807584353,-0.00459740516631591,0.0123549857528617,-0.00963693357353031,-0.000267688725479664,0.000572677763190921
"6",2001-01-09,0.0199855276643569,0.00342015305502485,0.0100692073480566,0.00023763752504494,-0.00200432479407092,0.0005699271423385
"7",2001-01-10,-0.00436797377396973,0.0161304109590718,0.00569856933021282,-0.00643063816728085,0.0243509469678278,0.000569583181243116
"8",2001-01-11,0.00469360573897393,-0.0115939056068358,0.000951500604326362,0.000196138640340114,-0.00891462336095463,0.000567862930444862
"9",2001-01-12,-0.00678320612018211,0.0107793602725542,0.010397176191934,-0.000191599702487406,0.0151097720316788,0.000567174622212674
"10",2001-01-15,0.00510991742263398,-0.00295184602593491,0.00395775814519361,-0.0113264527001082,0.00172728037792329,0.000565797649100475
"11",2001-01-16,-0.00747278570126842,0.00321781115146411,0.00375481548714407,0.0296291575894886,0.00317574402621664,0.000566486195111571
"12",2001-01-17,0.0209894176460278,0.0138123506877731,0.00535910442313408,0.00382276289014374,-0.00160540579852451,0.000565108984138085
"13",2001-01-18,0.0228937193173959,-0.0218466468912363,-0.00742034442536476,0.0183492287043038,-0.00191465668357449,0.000564420200183324
"14",2001-01-19,0.00566603796676673,0.00893711605535362,0.00408635913503939,0.021252122473958,0.0199430551792647,0.000563042275131487
"15",2001-01-22,-0.00717800786355111,0.00544910932913967,0.00724630880882186,0.00902084675045214,0.00552902812585093,0.000562008518680823
"16",2001-01-23,0.0199788953287867,0.0120512668664001,0.0172195182626508,-0.018732056548951,-0.0030326630414205,0.000560974494079547
"17",2001-01-24,-0.00423013783887216,-0.00815701799187685,0.00367579793190161,-0.0260077383540275,-0.0125907176224658,0.000559940201188214
"18",2001-01-26,0.00724125906212715,-0.00860537889949603,0.0177347752035939,-0.00785395224030243,-0.00353116036172615,0.000557180774109378
"19",2001-01-29,0.00209018152338994,-0.00437211284992315,-0.00705076431449431,-0.0214106418330807,-0.000203110178644952,0.000556490618774053
"20",2001-01-30,-0.00767754048612436,0.00897289930119909,-0.00389398723237559,0.0340781255460667,0.010528045026071,0.000555455161678653
"21",2001-01-31,0.0028755719944524,-0.0166288286888596,0.00131889348748003,0.00778192193011655,-0.0142147006640913,0.00055580034392988
"22",2001-02-01,-0.0274736006915088,0.0130154680203715,0.00115505642340418,0.0179581340734575,0.021417648559047,0.00055580034392988
"23",2001-02-02,-0.0102213057340652,0.0253746068318934,0.0214368638808044,0.00274391998607275,0.0221057614186939,0.000555455161678653
"24",2001-02-05,-0.0101777345899284,0.00612720073611194,0.00672450661005065,0.00898385802068056,0.000491634704865403,0.000556835711377879
"25",2001-02-06,0.0132210547342189,0.0157507522380012,0.00751271851376812,0.00720441097256839,0.00777601874374965,0.000557525806974102
"26",2001-02-07,-0.00802048616979798,-0.00336648616106161,0.00877971516432486,0.00327096361683476,0.00224100970865179,0.000558905639867158
"27",2001-02-08,0.0202185022903049,0.00724372853632252,0.0112013500773513,0.00100899651677999,0.0114339112556193,0.000557870809976935
"28",2001-02-09,-0.00704895602357506,0.00369710228846363,0.00746393268606493,0.00325041318226044,-0.00110416214388291,0.000556490618774053
"29",2001-02-12,-0.0119071362653052,0.00649242978054464,0.00927548297912342,0.00149363885088672,0.00610353235897249,0.000558560726418467
"30",2001-02-13,0.00691975708073652,0.0002993731934022,-0.0130509372229656,-0.0059512954273534,-0.00446416317673553,0.000557180774109378
"31",2001-02-14,0.00499947627475667,3.00738955858436e-05,0.00703434087133485,-0.00138762376891251,0.0127624918401416,0.000555455161678653
"32",2001-02-15,-0.00829480772414449,-0.000420252924187159,-0.00150750613999439,0.00269746551479069,0.00149074987887247,0.000560629759599252
"33",2001-02-16,-0.0363848538889791,0.00220840562862017,-0.00212497553473642,0.0158302213506809,0.002508855139979,0.000563042275131487
"34",2001-02-19,-0.00881037216484932,-0.00274796198981493,-0.00895125372641481,0.000944051411940416,0.00225820851258119,0.000565453331490717
"35",2001-02-20,0.000949877485801387,-0.00973167313253395,0.0198886034053952,0.00486891819696884,-0.00102201185510511,0.000566486195111571
"36",2001-02-21,-0.0153381469539309,0.000736700561999639,0.0003273550138994,5.73019108823306e-05,-0.00027293572271821,0.000567518791184884
"37",2001-02-22,0.0164705324333664,0.00511066209550994,0.000568098388883151,-0.0104246509369998,-0.00135628543506195,0.000565453331490717
"38",2001-02-23,0.0101848503467405,0.00938245556209288,0.0108127739793868,0.00591704836290676,0.0108637451352924,0.000564075763570981
"39",2001-02-28,-0.0163298475518143,-0.0270824087595362,-0.0129510625891445,0.0113957487509936,-0.024157928545252,0.00056338680105017
"40",2001-03-01,0.0275423717820342,0.0295521955335335,0.0188881575213038,-0.0106256073030546,0.0192581173493625,0.000563042275131487
"41",2001-03-02,0.008712221918726,-0.00380234356908987,-0.013404138515419,0.00695205940295237,-0.00775448483608669,0.000561663873615226
"42",2001-03-05,-0.00641508571304197,0.0186855539282672,0.00380155794914302,0.00989523710846938,-0.00301900531116826,0.000562008518680823
"43",2001-03-06,-0.00769046721286179,-0.00616066769750495,-0.0100567152968726,0.0195923821940206,-0.0116393721996796,0.000561319198749688
"44",2001-03-07,0.00972176281834653,-0.00665090049000169,0.00873800461054972,0.0139936348965551,0.00170951894591823,0.000561319198749688
"45",2001-03-08,-0.00553876864351424,-0.0113540112602765,-0.00318861785684428,0.00958994626095182,-0.0196997380639995,0.000562353133952032
"46",2001-03-09,-0.00493026225303247,-0.00936234664148349,0.00522683220117629,-0.00714638583947531,-0.000172117872237636,0.000560974494079547
"47",2001-03-12,-0.0379675181468187,0.0195657616121907,0.0145261321054673,0.00413146270761412,0.00722341806399825,0.000562008518680823
"48",2001-03-13,0.00180101872723991,0.00298257221972852,0.00335613157021029,-0.00810629088098539,0.00900034370907963,0.000564420200183324
"49",2001-03-14,-0.0179894791007815,-0.00651562528243057,-0.00767253715491599,0.00366241728799132,-0.00311511354212286,0.000568551119848992
"50",2001-03-15,-0.0144607282650675,-0.00246768751951545,0.00700381696089796,-0.00118631924585168,-0.00288946103588485,0.000598714434578485
"51",2001-03-16,0.00609416817166654,0.00900272638558846,0.000614037576951542,-0.0123239158191888,0.00992277249719918,0.000598372948520165
"52",2001-03-19,-0.0220919267720337,0.0018287987979121,-0.00559082911409039,0.00181356445813788,0.00539958138459644,0.000623224873214978
"53",2001-03-20,0.00477801210571122,0.00463287919784782,0.0186187698092936,-0.0152168418705494,0.0183870991633018,0.000592221192026399
"54",2001-03-21,0.000857890258509329,0.000715555298755532,-0.00142097135738154,0.00144624985010439,-0.00422463661457192,0.000607242092895088
"55",2001-03-22,-0.0517556035067601,0.00811880215134355,-0.00128209315076232,0.0190886051353042,0.00270615648514725,0.000710500919334889
"56",2001-03-23,0.0229159321279122,-0.0327605795375448,0.00346877166912517,-0.00663948305756851,-0.030296100364588,0.000694198184995942
"57",2001-03-26,0.0218288465963017,-0.0170170154780764,-0.00705775768635387,0.0136673206914243,-0.0114686671175138,0.000630684214613542
"58",2001-03-27,0.0134533380685751,-0.0101525793898707,0.00242884481997606,0.00787873598916418,0.00691536337039019,0.000614391255431945
"59",2001-03-28,-0.0139696558058522,0.0140496775477231,0.0180055170969413,0.00559318130497088,0.00244252287490346,0.000617451261825774
