date,low,medium,high
2001-01-02,0.16194539930906876,-0.0058857674347807774,0.005427542643309405
2001-01-03,0.07303959730611999,0.09119616035787345,0.053606614398491945
2001-01-04,-0.008537436730331211,0.0047854079856468066,-0.0015151499011502158
2001-01-05,-0.004946191981286239,-0.008378499031476444,-0.018067864541941127
2001-01-08,0.0010513747463045992,0.005133558217531123,0.00590100220842982
2001-01-09,0.017502554586786578,0.03140489001850947,0.01705331761737557
2001-01-10,0.009952209274624355,0.0002286595499955454,-0.004057347064674034
2001-01-11,-0.008712325130874206,0.00432249832112275,0.008929562403057695
2001-01-12,0.003100260904188908,-0.013236967224866785,-0.0026120731972743994
2001-01-15,0.0017657721354052054,0.010141392497031592,0.005497869575039885
2001-01-16,-0.0016409952605542064,-0.02333698540205333,0.0005305914379009359
2001-01-17,0.02624201228770384,0.023366700947612902,0.022450223166759955
2001-01-18,0.00976001627141742,0.02632308446083884,0.024365032490663956
2001-01-19,0.010885773342231288,-0.0013602983570261391,0.006721023012412578
2001-01-22,0.0040498891366872874,-0.009442674889444072,-0.004836405236941062
2001-01-23,0.01682322801090874,0.02611186600128942,0.018388819952815532
2001-01-24,-0.006099594290725305,0.0009991333028978144,-0.009537792034378396
2001-01-26,0.015917172505979127,0.007802952463725013,0.011520325040854259
2001-01-29,-0.008849321847255905,0.010265754159745856,0.0014017279595599879
2001-01-30,0.006101583767369137,-0.011158409165507517,-0.0073518988764191984
2001-01-31,-0.002320119029494828,-0.0006408745519989325,0.008043018443398891
2001-02-01,-0.009674541347005681,-0.034973153519750846,-0.025918634897726008
2001-02-02,0.004610349039987608,-0.0067991210809828055,-0.010839551899485055
2001-02-05,-0.00670830380410826,-0.018290176538958515,-0.006483412713344584
2001-02-06,0.02944485728343989,0.011625894335881959,0.012469612176454235
2001-02-07,-0.005420111390865793,-0.011351287501712168,-0.003941323978815883
2001-02-08,0.028087766556777846,0.030311924387577932,0.02131033966671101
2001-02-09,-0.008174500040398776,-0.008640872301573847,-0.0035243152195026336
2001-02-12,-0.0034948812240203284,-0.009117193887278037,-0.010827106990949261
2001-02-13,0.00314920293813807,0.0018894129981838943,0.012466242458727003
2001-02-14,0.007274818018596432,0.0011351615836862037,0.013032105265638248
2001-02-15,-0.006428939131412764,-0.014548752378115435,-0.005612652562629933
2001-02-16,-0.023260162144934374,-0.0396834481451584,-0.0372477245047768
2001-02-19,-0.012762992251125652,-0.016393019269214302,-0.007373992448411968
2001-02-20,-0.011653805018278247,-0.008010629496204742,0.00769952132017697
2001-02-21,-0.011300339962375984,-0.014175605582042177,-0.017984734119939127
2001-02-22,0.015703604516156752,0.023701551714319417,0.014512672211765984
2001-02-23,0.025481401450457984,0.012808015577539678,0.008759417390863593
2001-02-28,-0.04013400061699861,-0.021478522977459412,-0.01635275894378616
2001-03-01,0.04167709533047551,0.03217171023561478,0.026384207956038158
2001-03-02,0.008832411064376978,0.006239903156248249,0.010720604957629689
2001-03-05,0.007373128340079361,-0.0012804662915465194,-0.011710442233573013
2001-03-06,-0.0038763964715738857,-0.01980869139847164,-0.0037818795776832915
2001-03-07,0.014822993359486595,-0.005162992584992573,0.013710488633246302
2001-03-08,-0.015452103367600641,-0.023620531796319472,0.004694957390995422
2001-03-09,-0.007882913271674515,-0.004674297929709551,0.00040398817502239635
2001-03-12,-0.012724184094366224,-0.04058799461326799,-0.03507575822867136
2001-03-13,0.0035361432807949314,0.009858888907383435,-0.0012590397309252771
2001-03-14,-0.02106248919078789,-0.017073743319579216,-0.01908148978642687
2001-03-15,0.0006429957357415941,0.004646465640434076,-0.021531994881178417
2001-03-16,0.004410239906346422,0.006497472200223825,0.007797844982573193
2001-03-19,-0.021067835472364734,-0.03221032017799529,-0.02002205070815136
2001-03-20,0.006319159970656682,0.004882255207731782,0.0038825188228237984
2001-03-21,0.0020925506001212477,-0.0032602485824161954,0.008056610954170266
2001-03-22,-0.049119291206273036,-0.06148567542585413,-0.05568014657997251
2001-03-23,-0.0015761492988847108,0.018305478059922227,0.02654352993742469
2001-03-26,0.01249417442143837,0.013534746796299483,0.029752675818806366
2001-03-27,0.00032580725241476303,0.009388745151562497,0.01770842846972904
2001-03-28,0.005447944988847759,-0.018345625548395167,-0.011216635999716425
2001-03-29,-0.016957287546531766,-0.03183066606514632,-0.012713078504813062
2001-03-30,-0.003734755855060513,-0.0026673344812574965,0.008844202932980992
2001-04-02,-0.012210296007057414,-0.036033727283092544,-0.03342396131821997
2001-04-03,-0.01150688391364925,-0.012455828866263806,-0.0181110244729582
2001-04-04,-0.009595622253197317,0.00737593735914635,0.020844243856849277
2001-04-05,0.010521223751432161,0.06181708004333782,0.03706677861132162
2001-04-06,0.009733841386538966,0.007700530858753014,-0.0016504121344820015
2001-04-09,0.0008136432206945619,0.004151736277290996,0.013741775768252201
2001-04-10,0.002418433577611329,0.03621317118806116,0.013487360356232254
2001-04-11,-0.007274848592717639,0.0007564519757122233,-0.024395930857894203
2001-04-12,-0.006621694485121317,0.021825388658329527,0.0037852396469147892
2001-04-16,-0.015773091699668913,-0.04926866687646443,-0.027849112646437003
2001-04-17,0.0065681291557847625,-0.02551139221655391,-0.00376557984978489
2001-04-18,0.03993422413641077,0.03204003717207317,0.03814868330848876
2001-04-19,-0.03163380585274854,-0.04721353401745408,-0.032989171132688275
2001-04-20,-0.047111282172499505,-0.061028097309421145,-0.046406316468628646
2001-04-23,-0.013386182788625594,0.027468620860826992,0.018200291786737266
2001-04-24,0.000932761428940262,0.003630865876479205,0.0195809693329906
2001-04-25,0.00417826704705934,0.0002899847643652018,0.01935711229559149
2001-04-26,0.03002155406943072,0.06406559791705833,0.034708193688485774
2001-04-27,-0.007886760662904361,0.016953259716500052,0.007097775559884532
2001-04-30,-0.014131677827849307,-0.02720930496429062,0.009146983660092619
2001-05-02,0.0038462947657046894,0.009919240659477373,-0.003463608405037783
2001-05-03,0.03525251849538266,0.03165326668880442,0.012358397397903691
2001-05-04,0.015328309109682862,-5.71900046613756e-05,-0.0013520937577339216
2001-05-07,-0.0031640825350643283,-0.02078980147546371,-0.014584388174381015
2001-05-08,-0.022823394245329278,-0.0013759562135352377,-0.0065167671589937
2001-05-09,-0.002651778748358974,-0.01667976757981563,0.013899409763456442
2001-05-10,-0.009159694377286103,0.009236674587489469,0.0169629133421522
2001-05-11,-0.026742660456813068,-0.031730939918454,-0.022259693057135387
2001-05-14,-0.03674290893716481,-0.04077136775153819,-0.017147405961203333
2001-05-15,-0.04082970442327647,0.008174844003589574,0.00642320042423048
2001-05-16,0.039854730650632275,0.03373878576460953,0.03054362195834085
2001-05-17,0.012021235660230004,0.011511382217847064,0.008492451519400193
2001-05-18,-0.015537063610799458,-4.6176423777303145e-05,0.0011611589062668613
2001-05-21,-0.021466766371162224,0.024838746202520207,0.003791992311846488
2001-05-22,-0.011579019885451217,-0.02784989895405143,0.0005882010289306821
2001-05-23,-0.019996166414525514,-0.0071292321286182255,0.0008870161683818355
2001-05-24,-0.013766869858968165,-0.01139262320894897,-0.014833134088139539
2001-05-25,-0.028462178116782325,-0.009993763772602934,-0.013511692281664007
2001-05-28,-0.014055874766764476,-0.008395993967194725,-0.010040928062450088
2001-05-29,0.026023191333095413,0.014704452340877956,0.0038838486856515556
2001-05-30,0.02677211705725182,0.007550850442424963,0.0028684599224075044
2001-05-31,-0.001413300039741029,0.009651726195560166,0.013956343328675931
2001-06-01,0.0005668668090935251,0.012177953183055283,0.006546954324611331
2001-06-04,0.010544869369987988,0.022185872628736145,0.025984780654076202
2001-06-05,0.014243652148530983,0.06221031116004503,0.0066823589110311075
2001-06-06,0.001840329730255951,-0.0015360811349046223,-0.013810892020008021
2001-06-07,0.004340622267908554,0.006721506833753098,0.006072018084709044
2001-06-08,0.005557746898726397,0.0005421673567462728,-0.015502372771369217
2001-06-11,-0.016693841300412616,-0.020216348782708844,-0.003104706047620662
2001-06-12,-0.005584441712472379,-0.01217678297185568,-0.011237601968947311
2001-06-13,0.01075152170537253,0.019857462070100893,0.0075418879236100675
2001-06-15,-0.020676380684101058,-0.01656386769387535,-0.020633071215802334
2001-06-18,-0.028613759103700943,-0.045201918957726205,-0.024333576884035573
2001-06-19,0.004804348937929161,0.006962097051039515,0.0024599907109717437
2001-06-20,0.0038992817219124366,0.013799316870689403,0.017235716812648197
2001-06-21,0.02146149791081348,0.03317840522145372,0.005962617768751957
2001-06-22,0.0068872894740354745,0.003004880466163098,-0.008919741616910419
2001-06-25,-0.01198325672478374,-0.017921462125401317,-0.008211276755915342
2001-06-26,-0.01815455624095287,0.006155566792020202,-0.01284450784792376
2001-06-27,-0.00037552101177477877,0.003739379021192468,-0.015843602703183184
2001-06-28,0.009102099332607888,0.007744662974476729,0.00017878399854917286
2001-06-29,0.0011097116792335967,0.0005193456808836246,0.019574632999201418
2001-07-02,-0.00969870649816503,0.011946379807070511,-0.00085839512280198
2001-07-03,0.010409754520610555,-0.015401323545202756,-0.02443082387584979
2001-07-04,-0.018109384166377317,-0.02351650023639877,-0.014066210334024411
2001-07-05,-0.002846954322090894,-0.008045881114548386,0.007696154046102791
2001-07-06,0.00046771549501637186,-0.012877556466887543,0.0008696138919380836
2001-07-10,-0.026754018944203085,-0.033718493527082616,-0.010740164444463041
2001-07-11,0.012072368292691633,0.00965675116354916,0.014471779399086268
2001-07-12,-0.011130573857920597,0.0007011492299440666,0.016444403501624013
2001-07-13,0.003374220981561069,0.012812948766899738,0.007669717249531043
2001-07-16,-0.0025942150228249103,-0.013321887821729456,-0.024414087131883245
