date,average_short_interest
2016-05-24,29.31555593457236
2016-05-25,29.234226977576533
2016-05-27,28.73331175401004
2016-05-30,28.485389976287355
2016-05-31,28.296254170005092
2016-06-01,28.455416864663153
2016-06-02,29.028602971449057
2016-06-03,28.785073233861393
2016-06-06,29.160407972247256
2016-06-07,29.655546680521375
2016-06-08,29.90152836550403
2016-06-09,29.78503086059622
2016-06-10,30.17889091111023
2016-06-13,30.46328897405444
2016-06-14,30.482941192952545
2016-06-15,30.93104090147822
2016-06-16,32.03552170005144
2016-06-17,33.00312128510364
2016-06-20,33.59711465134333
2016-06-21,34.80494742786021
2016-06-22,35.08374098229113
2016-06-23,34.28278464007043
2016-06-24,34.29291193677259
2016-06-27,34.39377807702025
2016-06-28,34.73942245648717
2016-06-29,35.23702796435044
2016-06-30,35.62669074541039
2016-07-01,36.57414027303415
2016-07-04,37.53121902541217
2016-07-05,37.61555912099069
2016-07-06,37.11298032346745
2016-07-07,37.395182619192546
2016-07-08,37.32842220193457
2016-07-11,37.244833383584556
2016-07-12,37.35102043246645
2016-07-13,37.785544738112655
2016-07-14,37.681139189150386
2016-07-15,37.86334428183472
2016-07-18,38.78071556881425
2016-07-19,38.971119978471265
2016-07-20,39.46066728439116
2016-07-21,38.235248429673774
2016-07-22,38.33733348777936
2016-07-25,37.88110592299505
2016-07-26,37.6960471823968
2016-07-27,37.49824865836341
2016-07-28,37.614283855664695
2016-07-29,37.25756022297716
2016-08-01,37.93382811541155
2016-08-02,37.907109629923056
2016-08-03,37.78446275731178
2016-08-04,37.98986047457744
2016-08-05,38.63808616144951
2016-08-08,38.751062211956004
2016-08-09,38.73462484155951
2016-08-10,38.457348994576755
2016-08-11,38.27659467914744
2016-08-12,37.79694377457813
2016-08-15,37.60888125696401
2016-08-16,38.19503256797341
2016-08-17,38.12104693888644
2016-08-18,36.996629946995895
2016-08-19,35.70382154120776
2016-08-22,35.55527850464104
2016-08-23,35.41847004725022
2016-08-24,35.39603353910869
2016-08-25,34.51242450969867
2016-08-26,33.992316923104674
2016-08-29,33.217071791385166
2016-08-30,32.32094629304918
2016-08-31,32.363602165180396
2016-09-01,32.47886867058331
2016-09-02,31.594661727747592
2016-09-05,31.550185943152428
2016-09-06,31.22827147246365
2016-09-08,31.007625408693364
2016-09-09,30.90373633315903
2016-09-12,31.398841796126995
2016-09-13,31.43641247024443
2016-09-14,31.636824316122294
2016-09-15,31.714869696870558
2016-09-16,31.55248178288621
2016-09-19,32.061265458087405
2016-09-20,32.458275992654755
2016-09-21,32.364827384151624
2016-09-22,30.934168193819687
2016-09-23,31.36568351239956
2016-09-26,31.58630038423538
2016-09-27,31.700492065994965
2016-09-28,31.46149679039722
2016-09-29,30.63787788486416
2016-09-30,30.417593516996522
2016-10-03,30.41463944572263
2016-10-04,30.317029094926557
2016-10-05,29.870405319464467
2016-10-06,30.04486673237637
2016-10-07,30.616311083125716
2016-10-10,30.97674091660089
2016-10-11,31.4431666641129
2016-10-13,31.54136388838426
2016-10-14,32.00834296280326
2016-10-17,32.45560158873423
2016-10-18,32.384863149395386
2016-10-19,33.172632400545126
2016-10-20,31.384853906369315
2016-10-21,30.241940481323063
2016-10-24,30.669887925578838
2016-10-25,30.865162638733523
2016-10-26,30.982794112472885
2016-10-27,31.204968022648124
2016-10-28,31.37986270418265
2016-10-31,31.534632870624
2016-11-01,31.65024998205891
2016-11-03,31.834905964562807
