date,average_days_to_cover
2013-08-01,0.668087993214283
2013-08-02,0.6784641023397964
2013-08-05,0.6985840450858541
2013-08-06,0.7440749733367218
2013-08-07,0.7899403389558944
2013-08-08,0.7933969136898976
2013-08-09,0.7999889338643439
2013-08-12,0.7897939262332971
2013-08-13,0.7963502208764535
2013-08-14,0.7800217302770941
2013-08-15,0.8215088796354197
2013-08-16,0.7800411222359113
2013-08-19,0.7479877191693698
2013-08-20,0.7287421952578588
2013-08-21,0.7166450412045868
2013-08-22,0.7976389028696813
2013-08-23,0.7049769621935521
2013-08-26,0.7078606203367844
2013-08-27,0.6978200965836171
2013-08-28,0.6997108282326158
2013-08-29,0.7012876479703314
2013-08-30,0.6757143376822538
2013-09-02,0.6838473501845451
2013-09-03,0.7344875437420898
2013-09-04,0.7973677437483814
2013-09-05,0.7417707357718096
2013-09-06,0.7543525139298654
2013-09-09,0.7098383604202603
2013-09-10,0.7148361809489369
2013-09-11,0.7019997780719913
2013-09-12,0.6731311262451973
2013-09-13,0.6658095064681838
2013-09-16,0.6759080781865784
2013-09-17,0.6666140613588378
2013-09-18,0.6519916318151007
2013-09-19,0.6644436984331593
2013-09-20,0.6685883515850064
2013-09-23,0.7210372742930159
2013-09-24,0.7306517160767779
2013-09-25,0.7489647065142223
2013-09-26,0.8353911471944668
2013-09-27,0.6774619848842692
2013-09-30,0.6773225182318845
2013-10-01,0.7006315986316808
2013-10-02,0.6971254512158865
2013-10-03,0.6863567066643143
2013-10-04,0.7009231237860505
2013-10-07,0.7014134552470941
2013-10-08,0.6912511828992325
2013-10-09,0.6911197649682583
2013-10-10,0.6721729924608394
2013-10-11,0.6802199611203928
2013-10-14,0.6839047576990828
2013-10-15,0.6820411190800205
2013-10-16,0.7030314580460078
2013-10-17,0.7320297694967477
2013-10-18,0.7202969022619595
2013-10-21,0.7421748247921948
2013-10-22,0.7527659131014705
2013-10-23,0.7732240100618568
2013-10-24,0.7739360850748068
2013-10-25,0.813898037303731
2013-10-28,0.817662845864419
2013-10-29,0.8074905680312995
2013-10-30,0.7818542203476277
2013-10-31,0.7780890016020032
2013-11-01,0.7560644622016717
2013-11-04,0.7476859099076899
2013-11-05,0.7374444023706892
2013-11-06,0.7496407050148856
2013-11-07,0.9185955774567712
2013-11-08,1.0388901739934404
2013-11-11,1.1744118889521005
2013-11-12,1.193067703104441
2013-11-13,1.2692509780710652
2013-11-14,1.288709077630708
2013-11-18,1.266697712348229
2013-11-19,1.2831006266257436
2013-11-21,0.9505691952537568
2013-11-22,0.9109965752216002
2013-11-25,0.944655030543363
2013-11-26,0.9533194099261683
2013-11-27,0.8879469744851524
2013-11-28,0.8563317854700074
2013-11-29,0.8597674915074062
2013-12-02,0.8569213962482066
2013-12-03,0.8667016267832129
2013-12-04,0.8266441771790327
2013-12-05,0.49458010604957153
2013-12-06,0.4877155589412981
2013-12-09,0.489060149251093
2013-12-10,0.522933270796765
2013-12-11,0.46883534704743884
2013-12-12,0.4783528093888105
2013-12-13,0.4836178856813485
2013-12-16,0.5052323403447806
2013-12-17,0.5118773294116133
2013-12-18,0.5098933242218455
2013-12-19,0.5270887385497626
2013-12-20,0.5490487592490049
2013-12-23,0.5583004568155425
2013-12-26,0.6398931472015466
2013-12-27,0.7221400442656974
2013-12-30,0.5975929530105536
2014-01-02,0.5277501281142952
2014-01-03,0.5116800709550751
2014-01-06,0.5342022006129807
2014-01-07,0.5530611313866639
2014-01-08,0.4844201239741207
2014-01-09,0.4624800760148262
2014-01-10,0.4760984116747762
2014-01-13,0.4916837104010195
2014-01-14,0.48872806782512107
2014-01-15,0.5465579354781591
2014-01-16,0.7270290674045472
2014-01-17,0.8937952248999752
2014-01-20,0.4699478154931443
2014-01-21,0.45993407785947793
2014-01-22,0.46402226193854296
2014-01-23,0.4583737486942647
2014-01-24,0.45972729189606604
2014-01-27,0.4532749336417599
2014-01-28,0.5439426353425398
2014-01-29,0.5333706823422467
2014-01-30,0.4963791012390396
2014-01-31,0.4895512113650055
2014-02-03,0.4893718033541518
2014-02-04,0.4989130286057402
2014-02-05,0.4915221211493021
2014-02-06,0.5325998966418956
2014-02-07,0.4837183405447543
2014-02-10,0.4838958101698026
2014-02-11,0.47278359945382664
2014-02-12,0.4658176016691703
2014-02-13,0.4665881710313366
2014-02-14,0.48395672670638396
2014-02-17,0.48998933018414786
2014-02-18,0.49711825212522837
2014-02-19,0.5615345748507424
2014-02-20,0.5984733629708275
2014-02-21,0.717829483855032
2014-02-24,0.5078413195352975
2014-02-25,0.502075355489536
2014-02-26,0.5128802692800223
2014-02-27,0.5161576379930077
2014-02-28,0.4987041798130726
2014-03-05,0.5010305894181405
2014-03-06,0.503566305229199
2014-03-07,0.46819923484067055
2014-03-10,0.5118165431295488
2014-03-11,0.481237060749961
2014-03-12,0.49363248716794184
2014-03-13,0.4985920286080042
2014-03-14,0.5094060023023107
2014-03-17,0.5047533785539046
2014-03-18,0.5136869180236185
2014-03-19,0.5193416377639467
2014-03-20,0.5106270077307556
2014-03-21,0.5092917272350999
2014-03-24,0.5131818298283566
2014-03-25,0.5097451351305884
2014-03-26,0.508975819089463
2014-03-27,0.5021237410180487
2014-03-28,0.49630081154616446
2014-03-31,0.5057267791815949
2014-04-01,0.5118173390638064
2014-04-02,0.5040982290545987
2014-04-03,0.5545522058538536
2014-04-04,0.5787032600359722
2014-04-07,0.5677413881912771
2014-04-08,0.45280709919386836
2014-04-09,0.4312941772704912
2014-04-10,0.43343370281355914
2014-04-11,0.41860528872875225
2014-04-14,0.40454183183961073
2014-04-15,0.40104764129931103
2014-04-16,0.41331925515953827
2014-04-17,0.4240900754370914
2014-04-22,0.39998780190632777
2014-04-23,0.39835655741271864
2014-04-24,0.4022215667126103
2014-04-25,0.40608301031387123
2014-04-28,0.40108678172894235
2014-04-29,0.40394890721477766
2014-04-30,0.3994678585811174
2014-05-02,0.3986812961076863
2014-05-05,0.40114728043948444
2014-05-06,0.4139819747800535
2014-05-07,0.39006532881938444
2014-05-08,0.385487545221433
2014-05-09,0.3873841134962652
2014-05-12,0.39014759794900467
2014-05-13,0.4045065519888101
2014-05-14,0.40680629286148406
2014-05-15,0.4094100796696954
2014-05-16,0.41349060332023085
2014-05-19,0.4348867034822263
2014-05-20,0.44235630085981753
2014-05-21,0.4533516859196516
2014-05-22,0.7022725103932926
2014-05-23,0.4793427113617574
2014-05-26,0.592439763316389
2014-05-27,0.4454501331172336
2014-05-28,0.4647229750238024
2014-05-29,0.47715758929499963
2014-05-30,0.46631556456753137
2014-06-02,0.4863033807362098
2014-06-03,0.48476225778416493
2014-06-04,0.4891619806870788
2014-06-05,0.5227415565984681
2014-06-06,0.4946482728590221
2014-06-09,0.4836659883202904
2014-06-10,0.4793525205061719
2014-06-11,0.4834935306455101
2014-06-13,0.4771932457087416
2014-06-16,0.5000990437383379
2014-06-17,0.5138272518828305
2014-06-18,0.5022054783998127
2014-06-20,0.4998782756262604
2014-06-23,0.5030060612352114
2014-06-24,0.5166586944266394
2014-06-25,0.5182170321291927
2014-06-26,0.5280133964968469
2014-06-27,0.5286923589006334
2014-06-30,0.5184933787289131
2014-07-01,0.523440536801153
2014-07-02,0.5407584144342474
2014-07-03,0.5928998875374565
2014-07-04,0.5993866747047623
2014-07-07,0.5521342361029025
2014-07-08,0.5483208273810112
2014-07-10,0.5384636667192654
2014-07-11,0.5601687096500371
2014-07-14,0.5594173894307739
2014-07-15,0.5521055188559396
2014-07-16,0.5806832915849273
2014-07-17,0.5783080300246922
2014-07-18,0.5753314444622559
2014-07-21,0.6024826563215925
2014-07-22,0.6301322141363176
2014-07-23,0.6488197104458365
2014-07-24,0.6630371959485064
2014-07-25,0.6978235499085771
2014-07-28,0.7192647619384088
2014-07-29,0.7626064360071028
2014-07-30,0.981469991589475
2014-07-31,1.094427203082763
2014-08-01,0.7263683567696932
2014-08-04,0.7471789472216442
2014-08-05,0.7437839994085146
2014-08-06,0.7585727962226723
2014-08-07,0.7134756466335532
2014-08-08,0.6562129383009025
2014-08-11,0.6579685017438809
2014-08-12,0.6561597918164355
2014-08-13,0.701540486610877
2014-08-14,0.7596150951306544
2014-08-15,0.7630904510591273
2014-08-18,1.0254068814556152
2014-08-19,0.6785112063009525
2014-08-20,0.7045363497887229
2014-08-21,1.0215380569698465
2014-08-22,0.6921098857334913
2014-08-25,0.6700553958764321
2014-08-26,0.6713152393570385
2014-08-27,0.6478310963950991
2014-08-28,0.6341296987296549
2014-08-29,0.6015375745932583
2014-09-01,0.6091656260498397
2014-09-02,0.578703294784923
2014-09-03,0.607985016310885
2014-09-04,0.6443491108450116
2014-09-05,0.6050463880759289
2014-09-08,0.5980661051188868
2014-09-09,0.5949294556868716
2014-09-10,0.5910457244806285
2014-09-11,0.5994813865676064
2014-09-12,0.6056825192826822
2014-09-15,0.5993080735948882
2014-09-16,0.5853151914665362
2014-09-17,0.5835103950752506
2014-09-18,0.5870719158520694
2014-09-19,0.6627067509108509
2014-09-22,0.6634371077416978
2014-09-23,0.6644789467876795
2014-09-24,0.6466989970917822
2014-09-25,0.6672219523482376
2014-09-26,0.6420283794187669
2014-09-29,0.605950031339007
2014-09-30,0.6103554448420242
2014-10-01,0.5808200855788999
2014-10-02,0.559659546508663
2014-10-03,0.548905492953583
2014-10-06,0.5570413706296088
2014-10-07,0.5131361151591487
2014-10-08,0.5102053722173778
2014-10-09,0.49626579854204256
2014-10-10,0.4951273550310663
2014-10-13,0.49604805842852195
2014-10-14,0.49657426267572513
2014-10-15,0.5024481090266323
2014-10-16,0.502885872579649
2014-10-17,0.5053940541172897
2014-10-20,0.5184357842350416
2014-10-21,0.5786143329092794
2014-10-22,0.5347657668742095
2014-10-23,0.5140728953931848
2014-10-24,0.530189584128369
2014-10-27,0.4958496727619211
2014-10-28,0.4991335530408334
2014-10-29,0.4953498894317344
2014-10-30,0.5088844154571541
2014-10-31,0.49076300188183664
2014-11-03,0.5127637812259086
2014-11-04,0.5511796263269153
2014-11-05,0.5323124317090592
2014-11-06,0.5208863454345226
2014-11-07,0.5053292769722976
2014-11-10,0.5246309613380873
2014-11-11,0.5300457553918957
2014-11-12,0.551832631751937
2014-11-13,0.5585303587959387
2014-11-14,0.5485179081312386
2014-11-17,0.6064341522914316
2014-11-18,0.6010791465786389
2014-11-19,0.5830770032434421
2014-11-21,0.817257505495505
2014-11-24,0.5638119187091377
2014-11-25,0.5520260678648891
2014-11-26,0.5734999818145796
2014-11-27,0.5835700350907945
2014-11-28,0.5886178689883499
2014-12-01,0.5852194264653848
2014-12-02,0.6114180474222092
2014-12-03,0.6244142963981133
2014-12-04,0.6571854051417538
2014-12-05,0.6355837366299394
2014-12-08,0.67130842877866
2014-12-09,0.67727218898481
2014-12-10,0.6891476848977628
2014-12-11,0.685811038543256
2014-12-12,0.6937816139264308
2014-12-15,0.665565745097624
2014-12-16,0.6399474793984712
2014-12-17,0.6560525401866868
2014-12-18,0.6495051437908154
2014-12-19,0.6579289533134862
2014-12-22,0.649546096526872
2014-12-23,0.6583211103457498
2014-12-26,0.6304067174920088
2014-12-29,0.6520897423657084
2014-12-30,0.6446541846977819
2015-01-02,0.646224142201219
2015-01-05,0.6287298950488922
2015-01-06,0.5993009406579308
2015-01-07,0.5890069812803282
2015-01-08,0.6231893132490443
2015-01-09,0.6332021305619908
2015-01-12,0.6540100607588096
2015-01-13,0.6527156573159957
2015-01-14,0.641216619361824
2015-01-15,0.6324194955564096
2015-01-16,0.640207957933738
2015-01-19,0.6473395149960197
2015-01-20,0.639853582515935
2015-01-21,0.6387367566484957
2015-01-22,0.6282395687601392
2015-01-23,0.643627900733885
2015-01-26,0.6503553137551573
2015-01-27,0.6163356705165114
2015-01-28,0.6179728986066887
2015-01-29,0.6186621328953337
2015-01-30,0.6166895446625323
2015-02-02,0.6309520582090511
2015-02-03,0.6358242734139002
2015-02-04,0.6348728140975161
2015-02-05,0.6383786679799218
2015-02-06,0.6231257003049024
2015-02-09,0.614434906117343
2015-02-10,0.6190294101010546
2015-02-11,0.6128251786143885
2015-02-12,0.6084624797530371
2015-02-13,0.607965013896428
2015-02-18,0.613471246761612
2015-02-19,0.6186901690926475
2015-02-20,0.6350134062493675
2015-02-23,0.630165031391545
2015-02-24,0.6581023424803228
2015-02-25,0.6981724426859659
2015-02-26,0.6637493413457286
2015-02-27,0.6336346550976091
2015-03-02,0.6174698867980791
2015-03-03,0.6053647877095886
2015-03-04,0.595040742702802
2015-03-05,0.6141315123999038
2015-03-06,0.6151332600760007
2015-03-09,0.6222979464519656
2015-03-10,0.6485309828003907
2015-03-11,0.6348032728441934
2015-03-12,0.64549318884184
2015-03-13,0.6516675342696641
2015-03-16,0.6735386046565413
2015-03-17,0.6786315213531778
2015-03-18,0.6751937885464168
2015-03-19,0.6836832330152804
2015-03-20,0.6818613692211605
2015-03-23,0.6749634313439788
2015-03-24,0.6907434247349543
2015-03-25,0.7009045202752097
2015-03-26,0.706085190226202
2015-03-27,0.6829484083164126
2015-03-30,0.6883072956527752
2015-03-31,0.688540050470526
2015-04-01,0.6874875283436036
2015-04-02,0.6673708956331347
2015-04-06,0.6626085641751004
2015-04-07,0.6836758870188787
2015-04-08,0.6953529498848405
2015-04-09,0.6856057904377985
2015-04-10,0.7325365701282307
2015-04-13,0.736443547249908
2015-04-14,0.7612590890692722
2015-04-15,0.7754437858168937
2015-04-16,0.7428775622799103
2015-04-17,0.7229895597120547
2015-04-20,0.6942578164454897
2015-04-22,0.6903165983818833
2015-04-23,0.670429121762983
2015-04-24,0.6591502859672996
2015-04-27,0.6680483217125914
2015-04-28,0.6671935104769365
2015-04-29,0.6432718137203626
2015-04-30,0.6300161372779712
2015-05-04,0.624953906399716
2015-05-05,0.6159757926625548
2015-05-06,0.609508939757743
2015-05-07,0.6072362430240774
2015-05-08,0.5989437572185594
2015-05-11,0.5958561646523031
2015-05-12,0.5913452962674499
2015-05-13,0.5885437269994945
2015-05-14,0.5936785705059793
2015-05-15,0.5952488726944343
2015-05-18,0.5935621402241604
2015-05-19,0.5970612880566781
2015-05-20,0.6011447546216712
2015-05-21,0.6025307180555194
2015-05-22,0.6086327115797546
2015-05-25,0.6380324361098654
2015-05-26,0.6352308097986549
2015-05-27,0.6422391147354595
2015-05-28,0.6455497027828593
2015-05-29,0.642499195974549
2015-06-01,0.6006303049113715
2015-06-02,0.5936090130154915
2015-06-03,0.5818415393914461
2015-06-05,0.5574240275644228
2015-06-08,0.5709321411392614
2015-06-09,0.6028261168373903
2015-06-10,0.5863905398829036
2015-06-11,0.6183912453496114
2015-06-12,0.5967045198522881
2015-06-15,0.613914361980491
2015-06-16,0.6203263719121441
2015-06-17,0.6608930702389093
2015-06-18,0.6533483860156204
2015-06-19,0.6606560534583344
2015-06-22,0.6616982952258911
2015-06-23,0.6654605695573335
2015-06-24,0.6795474571263312
2015-06-25,0.7060049805546313
2015-06-26,0.7157971995571171
2015-06-29,0.7230475814127966
2015-06-30,0.6958066232857333
2015-07-01,0.691878041365274
2015-07-02,0.7330936873250369
2015-07-03,0.7106907749017346
2015-07-06,0.7233835344148989
2015-07-07,0.6927294475559534
2015-07-08,0.6911864421337885
2015-07-10,0.6475344061502931
2015-07-13,0.6490861942291328
2015-07-14,0.6432378088129717
2015-07-15,0.6649827549204247
2015-07-16,0.6849690744264832
2015-07-17,0.7196393540089215
2015-07-20,0.6925783549209977
2015-07-21,0.693720043660101
2015-07-22,0.7033969506183723
2015-07-23,0.7055215325859479
2015-07-24,0.7024831538243902
2015-07-27,0.6965392000879747
2015-07-28,0.6832269906406955
2015-07-29,0.6898158593718112
2015-07-30,0.6842349952411177
2015-07-31,0.6969053222449227
2015-08-03,0.6771058040742478
2015-08-04,0.6763297391762275
2015-08-05,0.6757667996115523
2015-08-06,0.6971132377991984
2015-08-07,0.6835737420307867
2015-08-10,0.6891633353589646
2015-08-11,0.6839893943893347
2015-08-12,0.6823395771698103
2015-08-13,0.6935758453910655
2015-08-14,0.6751836919054984
2015-08-17,0.6682439760456684
2015-08-18,0.644915170190569
2015-08-19,0.6378627238604836
2015-08-20,0.6569254496215489
2015-08-21,0.6803913850253152
2015-08-24,0.6638539648068857
2015-08-25,0.6646863266683521
2015-08-26,0.640187112894629
2015-08-27,0.6071245119075819
2015-08-28,0.6023360853025227
2015-08-31,0.5883738663313095
2015-09-01,0.5731407711027064
2015-09-02,0.5729270649291672
2015-09-03,0.5586536424602205
2015-09-04,0.5532020954597187
2015-09-08,0.5534615756537239
2015-09-09,0.5547343950692261
2015-09-10,0.5330018605167957
2015-09-11,0.521185372870578
2015-09-14,0.5203842176543025
2015-09-15,0.5115523103522919
2015-09-16,0.49943064664897907
2015-09-17,0.49488148669113924
2015-09-18,0.4898420427113903
2015-09-21,0.49212410105612214
2015-09-22,0.5058435763217971
2015-09-23,0.4886582296055677
2015-09-24,0.48733735470346085
2015-09-25,0.4881971540635959
2015-09-28,0.5107528810280324
2015-09-29,0.5008995477285904
2015-09-30,0.5081982257088442
2015-10-01,0.5216730009120293
2015-10-02,0.5157832633239852
2015-10-05,0.518623499445957
2015-10-06,0.5311882087703093
2015-10-07,0.5266880412773904
2015-10-08,0.5432202295386236
2015-10-09,0.5423346744325097
2015-10-13,0.5349719875945657
2015-10-14,0.5379894152195183
2015-10-15,0.5454986391124559
2015-10-16,0.5447822602045207
2015-10-19,0.549422910016675
2015-10-20,0.5494125397820261
2015-10-21,0.547226695782725
2015-10-22,0.540342031319444
2015-10-23,0.5433389796361727
2015-10-26,0.5513848440193978
2015-10-27,0.5547885466167245
2015-10-28,0.5633908905601023
2015-10-29,0.5589988002172432
2015-10-30,0.5669124751646305
2015-11-03,0.5600464287463075
2015-11-04,0.5515765351459365
2015-11-05,0.5552129909449445
2015-11-06,0.5460826059109584
2015-11-09,0.5483059325829129
2015-11-10,0.5504144815184375
2015-11-11,0.5468890889738568
2015-11-12,0.5501746353060437
2015-11-13,0.5583565989973439
2015-11-16,0.5596693588595271
2015-11-17,0.5645932357884135
2015-11-18,0.5666798513237958
2015-11-19,0.5703463321730778
2015-11-23,0.5739716740489142
2015-11-24,0.5560286928511755
2015-11-25,0.5540755152088831
2015-11-26,0.5698353339030107
2015-11-27,0.5898969699546088
2015-11-30,0.5930109171092594
2015-12-01,0.583053169125181
2015-12-02,0.59895960265716
2015-12-03,0.5651827387082098
2015-12-04,0.5776043954482624
2015-12-07,0.5608444820682241
2015-12-08,0.556657246432612
2015-12-09,0.5454731914691571
2015-12-10,0.5380525422880299
2015-12-11,0.5358592064306571
2015-12-14,0.5640287046525672
2015-12-15,0.543641596934705
2015-12-16,0.5564404633819371
2015-12-17,0.5666235285258607
2015-12-18,0.544562113807899
2015-12-21,0.5750349214919166
2015-12-22,0.5850152328257762
2015-12-23,0.5715159151083087
2015-12-28,0.5812107375988179
2015-12-29,0.5908152978657925
2015-12-30,0.6305576602157721
2016-01-04,0.596876327577421
2016-01-05,0.6176057631868318
2016-01-06,0.669709834253303
2016-01-07,0.6976126710729991
2016-01-08,0.6525617082018682
2016-01-11,0.6613243847193853
2016-01-12,0.6738085374114785
2016-01-13,0.6676210665070995
2016-01-14,0.6749055320708468
2016-01-15,0.7028059514432727
2016-01-18,0.7183735059545211
2016-01-19,0.72448859103713
2016-01-20,0.7390949874393048
2016-01-21,0.7440115856212447
2016-01-22,0.7475627731759678
2016-01-26,0.7683659109563464
2016-01-27,0.7342066687396082
2016-01-28,0.74227320527423
2016-01-29,0.7453601466727771
2016-02-01,0.7318372902325664
2016-02-02,0.7265423935231127
2016-02-03,0.7751640648778115
2016-02-04,0.7647197114392492
2016-02-05,0.7384594099373041
2016-02-10,0.7543901872881994
2016-02-11,0.7383640279151356
2016-02-12,0.7309835333264253
2016-02-15,0.7170861609356886
2016-02-16,0.6951649503935917
2016-02-17,0.6757241129614502
2016-02-18,0.6948870901185936
2016-02-19,0.6847737143285549
2016-02-22,0.6862512720767899
2016-02-23,0.6398143557571393
2016-02-24,0.6365227913562592
2016-02-25,0.6234149905977932
2016-02-26,0.614848254415418
2016-02-29,0.6051268227493534
2016-03-01,0.5949851358202044
2016-03-02,0.594361567500301
2016-03-03,0.5594029563070428
2016-03-04,0.5560890078400186
2016-03-07,0.5584142338488065
2016-03-08,0.5250470828748847
2016-03-09,0.5023871723729488
2016-03-10,0.4746479313834949
2016-03-11,0.47047150923165526
2016-03-14,0.45907370442734563
2016-03-15,0.45240607688062645
2016-03-16,0.43798691447837595
2016-03-17,0.42948313377259884
2016-03-18,0.42493872996103804
2016-03-21,0.43713463826749493
2016-03-22,0.44142146916809005
2016-03-23,0.42929235791432657
2016-03-24,0.4128848694022729
2016-03-28,0.40299567739152004
2016-03-29,0.3927339761815747
2016-03-30,0.3874448453655651
2016-03-31,0.3811799925073488
2016-04-01,0.37973904308139994
2016-04-04,0.38051375493250544
2016-04-05,0.37761707771724307
2016-04-06,0.37752395150096174
2016-04-07,0.3717930040983029
2016-04-08,0.3659844637057158
2016-04-11,0.3685191537350983
2016-04-12,0.3634959500070353
2016-04-13,0.36331844394691926
2016-04-14,0.36637929570854627
2016-04-15,0.3704790828075201
2016-04-18,0.3774493558266179
2016-04-19,0.37587510758667764
2016-04-20,0.38441050764871976
2016-04-22,0.37495214503907254
2016-04-25,0.3874994456070941
2016-04-26,0.39338235233407265
2016-04-27,0.3906186201979742
2016-04-28,0.3909721248242519
2016-04-29,0.3834605742206351
2016-05-02,0.40057638696387454
2016-05-03,0.40835992513651864
2016-05-04,0.4083871815574333
2016-05-05,0.4121879094429286
2016-05-06,0.4141447703269697
2016-05-09,0.41000614641894073
2016-05-10,0.4176830834372449
2016-05-11,0.4263870912983644
2016-05-12,0.41566936098873986
2016-05-13,0.4266828557338579
2016-05-16,0.43446727293655485
2016-05-17,0.43185389098945864
2016-05-18,0.4368877093398552
2016-05-19,0.42576883105921876
2016-05-20,0.425579785054513
2016-05-23,0.4281627735712335
2016-05-24,0.4334545123509343
2016-05-25,0.43778104540608
2016-05-27,0.44835089871838446
2016-05-30,0.4676656615711363
2016-05-31,0.45564145210825047
2016-06-01,0.4532130833372182
2016-06-02,0.459555615512505
2016-06-03,0.46220370929019433
2016-06-06,0.4571051336932737
