date,average_loan_fee
2013-09-18,4.321774374120198
2013-09-19,4.112807938804611
2013-09-20,4.072309383762544
2013-09-23,3.979172182341898
2013-09-24,3.9336710162110444
2013-09-25,3.8580361363663487
2013-09-27,3.607154864245486
2013-09-30,3.5837543678075363
2013-10-01,3.5391925398938753
2013-10-02,3.4764996961636663
2013-10-03,3.5473059323416503
2013-10-04,3.413794300892057
2013-10-07,3.5395260704081046
2013-10-08,3.4383882531048293
2013-10-09,3.4468927367097755
2013-10-15,3.6166792592226713
2013-10-16,3.880514354362221
2013-10-17,4.222188147626081
2013-10-18,6.910445840975817
2013-10-21,7.370402082473112
2013-10-22,9.460663570183709
2013-10-23,6.964887546407394
2013-10-24,6.732440948049998
2013-10-25,3.6243711074063407
2013-10-28,3.48864513785973
2013-10-29,3.2634077601496925
2013-10-30,3.2318153777991494
2013-10-31,3.0576649443960333
2013-11-06,2.7982201922028755
2013-11-08,2.599447231440322
2013-11-11,2.6137932062111338
2013-11-12,2.6706870302779686
2013-11-13,2.719284906915084
2013-11-14,2.803986975752129
2013-11-18,2.759629327099147
2013-11-19,2.717897442638699
2013-11-21,2.590958050446313
2013-11-22,2.5821162511915534
2013-11-25,2.5564104871271187
2013-11-26,2.618634367087644
2013-11-27,2.6025048146033223
2013-11-28,2.6855761370211875
2013-11-29,2.6497895194433783
2013-12-02,2.602003721478904
2013-12-03,2.542881448881315
2013-12-04,2.489896556862365
2013-12-05,2.419621967592363
2013-12-06,2.8550872407185723
2013-12-09,2.838498436851348
2013-12-10,3.5768660944385955
2013-12-11,3.039959861216279
2013-12-12,3.311334097894036
2013-12-13,2.8351083676248376
2013-12-16,3.6970116110957156
2013-12-17,3.316568336005329
2013-12-18,3.347612340235149
2013-12-19,2.91433353671331
2013-12-20,2.9274078785302255
2013-12-23,3.0384342335340966
2014-01-03,3.8781792528387924
2014-01-06,3.9175860576559374
2014-01-07,3.6317442348107303
2014-01-08,3.4184434390729326
2014-01-09,2.84638069297952
2014-01-10,2.8089553008434924
2014-01-13,2.74313059385449
2014-01-14,2.7297415777911476
2014-01-15,3.0625727525463913
2014-01-16,3.5919522876228864
2014-01-17,4.571757770064093
2014-01-20,3.5465055833754233
2014-01-21,3.5323184192169625
2014-01-22,2.939830776027136
2014-01-23,2.9348809405958973
2014-01-24,2.953164204326887
2014-01-27,2.7463553149877478
2014-01-28,2.791859565885001
2014-01-29,2.852241343490741
2014-01-30,2.8822792626717786
2014-01-31,2.89124437187677
2014-02-03,2.7199638014078236
2014-02-04,2.7278133119030357
2014-02-05,2.676949313509637
2014-02-06,2.554950912421379
2014-02-07,2.6152933257780884
2014-02-14,2.737045765897371
2014-02-17,2.748780410726471
2014-02-18,2.9446075178694753
2014-02-19,3.5885957596280713
2014-02-20,4.345363881866025
2014-02-21,7.373997995495392
2014-02-24,3.6572449742006365
2014-02-25,3.6588317618915607
2014-02-26,3.0340658013578055
2014-02-27,4.0967532108164315
2014-02-28,3.154647737339816
2014-03-07,2.8239514037295588
2014-03-10,2.685888153010711
2014-03-11,2.7859663425455916
2014-03-12,3.0378833698832035
2014-03-13,3.0941520036384844
2014-03-14,3.52819639158421
2014-03-17,2.8269563576729833
2014-03-18,2.6393812704809743
2014-03-19,2.719411448512654
2014-03-20,2.625568992527602
2014-03-21,2.6279232425460757
2014-03-24,2.61302491486359
2014-03-25,2.6012745456268953
2014-03-26,2.626724647053436
2014-03-27,2.7844716332232395
2014-03-28,2.716052157193283
2014-03-31,3.469862443833445
2014-04-01,4.398757305270741
2014-04-02,4.938828128711024
2014-04-03,9.759224884907386
2014-04-04,11.811661549067693
2014-04-07,24.948589751571955
2014-04-08,6.906634901323013
2014-04-09,5.91122027037996
2014-04-10,4.088725928878762
2014-04-11,3.7891881883462566
2014-04-22,6.435979230612764
2014-04-23,5.844271188712236
2014-04-24,5.522173592002932
2014-04-25,4.977848244334872
2014-04-28,4.685286586820763
2014-04-29,5.027472044449532
2014-04-30,4.4927429266871055
2014-05-02,5.586964364216266
2014-05-05,8.911078450140504
2014-05-06,8.558747425645992
2014-05-09,3.0403283780570773
2014-05-12,2.8728499752035495
2014-05-13,2.351723241346337
2014-05-14,2.2523548882661517
2014-05-15,2.1674339384349137
2014-05-16,2.0503251289096744
2014-05-19,2.0589890925058074
2014-05-20,1.9751800734359903
2014-05-22,2.040272272637012
2014-05-23,1.934219362235758
2014-05-26,1.9546186829161432
2014-05-28,1.6609471908621152
2014-05-29,1.6062982545764868
2014-05-30,1.5966786611294008
2014-06-02,1.606974517722288
2014-06-03,1.6210910680381396
2014-06-04,1.6337919843955973
2014-06-05,1.6787176463013096
2014-06-06,1.6573962965206006
2014-06-09,1.6550127642858012
2014-06-10,1.5571963050989603
2014-06-11,1.6883479253647113
2014-06-13,1.6471237018063796
2014-06-23,1.5572251048932608
2014-06-24,1.5483328632415394
2014-06-25,1.618744374683267
2014-06-26,1.6653523938376302
2014-06-27,1.6593433507363722
2014-06-30,1.6910031514281487
2014-07-01,1.8394900792162239
2014-07-02,2.0265402403525496
2014-07-03,2.6771870449207467
2014-07-04,1.8727919865300704
2014-07-07,1.8761424565484919
2014-07-08,1.6309652539198713
2014-07-10,1.5480279406846609
2014-07-11,1.492051260522044
2014-07-14,1.4924509007521276
2014-07-15,1.533580901609361
2014-07-29,1.9329084231947353
2014-07-30,2.503794627434181
2014-07-31,3.6852558260495076
2014-08-01,1.9001985518334068
2014-08-04,2.0158285994050136
2014-08-05,1.798062094580221
2014-08-06,1.7254763042550216
2014-08-07,1.76903296459999
2014-08-08,1.6572474421245478
2014-08-11,1.6189851406548081
2014-08-15,2.2895539909459672
2014-08-21,2.538694014170913
2014-08-22,2.2429947959039853
2014-08-25,2.278838225491573
2014-08-28,2.205147275489397
2014-08-29,2.082468872439362
2014-09-01,2.068236899543727
2014-09-02,2.0885407956771287
2014-09-03,1.9797265258538967
2014-09-04,1.9792296468564399
2014-09-05,2.117707123432425
2014-09-08,1.5900470682365897
2014-09-09,1.5529223171745727
2014-09-10,1.5266567238795115
2014-09-11,1.5646335233390634
2014-09-12,1.6914172009017472
2014-09-15,1.8189713832156436
2014-09-16,2.8363468392072066
2014-09-17,1.7024023499761847
2014-09-18,1.6505405925055905
2014-09-19,1.5033135404665017
2014-09-22,1.4277826815186287
2014-09-23,1.466751421208112
2014-09-24,1.4308841661495457
2014-09-25,1.4220875498589265
2014-09-26,1.3783853244345523
2014-09-29,1.3719038460847544
2014-09-30,1.3721819721327622
2014-10-01,1.3712364944310573
2014-10-02,1.3803085919952072
2014-10-03,1.421980658457798
2014-10-07,1.3269316245150253
2014-10-08,1.2826617408293786
2014-10-09,1.2644996598384741
2014-10-10,1.2785209507670263
2014-10-13,1.2670607731852186
2014-10-14,1.3044788184120109
2014-10-15,1.2490620905649008
2014-10-16,1.2562012748502391
2014-10-17,3.964000249642697
2014-10-20,6.048300297651535
2014-10-21,14.23268462792947
2014-10-22,3.89798676972335
2014-10-23,3.8419016012181872
2014-10-29,2.2562485156172873
2014-10-30,2.2422464221596092
2014-10-31,2.2403513051027835
2014-11-05,2.54611767550856
2014-11-06,2.1130371944273407
2014-11-07,2.266215279339747
2014-11-10,2.316891723867412
2014-11-11,1.535466953847678
2014-11-12,1.4983923024974009
2014-11-13,1.445590524185068
2014-11-14,1.4359976819771334
2014-11-17,1.4881130619046996
2014-11-18,1.4926516206099862
2014-11-19,1.5203777568405679
2014-11-21,1.7154582495708268
2014-11-24,1.5349185931038338
2014-11-25,1.618482720119909
2014-11-26,1.6843175410677296
2014-11-27,1.6630597864296646
2014-11-28,1.6740114924991545
2014-12-01,1.6645894654194282
2014-12-02,1.667896752266542
2014-12-03,1.6581880636646038
2014-12-04,1.6263888555353871
2014-12-05,1.669210097594441
2014-12-08,1.8645459350128388
2014-12-09,1.7356661577957728
2014-12-11,1.687140869532838
2014-12-12,1.7893905036966395
2014-12-15,1.7986481817128515
2014-12-16,2.4344294332956804
2014-12-17,1.9136237501697249
2014-12-18,1.92430255078365
2014-12-19,1.9713360129622508
2014-12-22,2.080262095111036
2014-12-23,2.5805138498013664
2014-12-26,2.282276973215825
2014-12-29,2.62566580916333
2014-12-30,2.1230545998418613
2015-01-02,2.0477092666900725
2015-01-05,1.8515391137653896
2015-01-06,1.8336738178420144
2015-01-07,1.8896040132294698
2015-01-08,1.9443316468363643
2015-01-09,1.983146187498541
2015-01-12,1.9153393289832747
2015-01-13,1.9374746216292258
2015-01-14,2.002121299112219
2015-01-15,1.9935930303839924
2015-01-16,1.9635767329728877
2015-01-19,1.9342625474657513
2015-01-20,1.8847506460095311
2015-01-21,1.9266276454742663
2015-01-22,1.9319577043908778
2015-01-23,1.9233792923524893
2015-01-26,1.9454289758666532
2015-01-27,1.8714664110478663
2015-01-29,1.7944599591001735
2015-01-30,1.809165215770937
2015-02-02,1.7923392859292016
2015-02-03,1.8907996487996188
2015-02-04,1.7916927915192575
2015-02-05,1.8064569636310313
2015-02-06,1.7927339395077246
2015-02-09,1.8591919101802925
2015-02-10,1.7760096105814864
2015-02-11,1.8187509683101073
2015-02-12,1.815562481941737
2015-02-13,2.0033383223023016
2015-02-18,1.8297165705781937
2015-02-19,1.8778998158450575
2015-02-20,1.7995142448467445
2015-02-23,1.8763563873699503
2015-02-24,1.8873214684219382
2015-02-25,1.9531487516760122
2015-02-26,1.982883648750226
2015-02-27,2.0046581381582596
2015-03-02,1.9944613560259514
2015-03-03,2.0145373471845827
2015-03-04,1.9880649873871237
2015-03-05,2.000949321652796
2015-03-06,1.9537990717274767
2015-03-09,2.035881646119069
2015-03-10,1.9247965359018027
2015-03-11,1.889254456677398
2015-03-12,1.8432127577229271
2015-03-13,1.8264806561289002
2015-03-16,1.8820940309410923
2015-03-17,1.855599273383778
2015-03-18,1.889371879331571
2015-03-19,1.910732836780641
2015-03-20,1.9082987940537752
2015-03-23,1.9685619264497047
2015-03-25,4.191318041024318
2015-03-26,3.3398646254940614
2015-03-27,3.226917501386062
2015-03-30,3.0396697614464747
2015-03-31,2.7920255172417607
2015-04-01,2.7952986021032
2015-04-02,2.8519496015337658
2015-04-06,3.0121331755127487
2015-04-07,2.8856767177176126
2015-04-08,3.0019784064322366
2015-04-09,3.0803771138596043
2015-04-10,3.1314289024900708
2015-04-13,3.2990317750683
2015-04-14,3.2574126471579463
2015-04-15,3.3296071476526343
2015-04-16,3.108569177906106
2015-04-17,3.02909902423587
2015-04-20,2.978514027793143
2015-04-22,2.8625624020092757
2015-04-23,2.8396210013550633
2015-04-24,2.872724465605342
2015-04-27,2.7898972568570706
2015-04-28,2.8380738572794844
2015-04-29,2.779467097557341
2015-04-30,2.7875824969740015
2015-05-04,2.9825249131399523
2015-05-05,2.9391170870621064
2015-05-06,2.9331091236580837
2015-05-07,2.954247373572872
2015-05-08,2.8847932816558903
2015-05-11,2.915182874273431
2015-05-12,2.74576353704195
2015-05-13,2.503114283369164
2015-05-14,2.3306533430829783
2015-05-15,2.2948692072550765
2015-05-18,2.2463458020677294
2015-05-19,2.2131702142771212
2015-05-20,2.174595634042696
2015-05-21,2.16607200253395
2015-05-22,2.148480992002121
2015-05-25,2.1724148320616514
2015-05-26,2.097545197425222
2015-05-27,2.047661563293946
2015-05-29,1.9581191891007448
2015-06-01,1.9332822411194066
2015-06-02,1.8453665002943882
2015-06-03,1.801214020305383
2015-06-05,1.776940976549964
2015-06-09,1.823592430651218
2015-06-10,1.8109079203479095
2015-06-11,1.7712000222960436
2015-06-12,1.78125324252157
2015-06-15,1.8371765453286828
2015-06-16,1.8039101134555358
2015-06-17,1.8323022725932414
2015-06-19,1.796548428886616
2015-06-22,1.7458391060530554
2015-06-23,1.6479213838517688
2015-06-24,1.6386079146729646
2015-06-26,1.5998563676120163
2015-06-29,1.5636525891286395
2015-06-30,1.541524235415269
2015-07-02,1.5155944115435838
2015-07-03,1.4874276876265367
2015-07-06,1.4007896372851514
2015-07-07,1.2700769795996771
2015-07-08,1.2979644873130398
2015-07-10,1.2717395141516596
2015-07-14,1.3156518855661115
2015-07-16,1.305703718335124
2015-07-17,1.2966005408289554
2015-07-20,1.4150894705989812
2015-07-21,1.3300486524491748
2015-07-22,1.3061451045421153
2015-07-23,1.3106786940693083
2015-07-24,1.3165505201331773
2015-07-27,1.3199232538863142
2015-07-28,1.2933946447936002
2015-07-29,1.2665927600730822
2015-07-30,1.2848800171755197
2015-07-31,1.278460069718246
2015-08-03,1.460811667632286
2015-08-04,1.4042232545576088
2015-08-05,1.331404988911286
2015-08-06,1.3307972875404646
2015-08-11,1.3434611347863576
2015-08-12,1.5137717293279072
2015-08-13,1.593870785945009
2015-08-14,1.6075936008070513
2015-08-17,1.7675291942294353
2015-08-19,1.6934529524497535
2015-08-20,1.668633156561337
2015-08-21,1.6697421305946032
2015-08-24,1.7007766086622904
2015-08-25,1.7022416337547237
2015-08-26,1.78238599452021
2015-08-27,1.8294206075680641
2015-08-28,2.1867271906865144
2015-08-31,2.316567407295401
2015-09-01,2.4070927054263973
2015-09-02,2.44132112847719
2015-09-04,2.4364262863887363
2015-09-08,2.423082685896094
2015-09-09,2.4851170018926134
2015-09-10,2.5076322175233297
2015-09-11,2.5110359542873035
2015-09-14,2.6781093219882823
2015-09-15,2.6081748698179426
2015-09-16,2.5752848919700537
2015-09-17,2.5577143211075364
2015-09-18,2.6145894364537523
2015-09-21,2.754999772668627
2015-09-22,2.706634253255891
2015-09-23,2.657188973917492
2015-09-24,2.6310470859214226
2015-09-25,2.6758958602663308
2015-09-28,2.7070072934620004
2015-09-29,2.7238692051175306
2015-09-30,2.6734869750180565
2015-10-01,2.7397742776585763
2015-10-02,2.747909913640253
2015-10-05,2.898758519840233
2015-10-06,2.8348418838956135
2015-10-07,2.8040306468999714
2015-10-08,2.8604297372025944
2015-10-09,2.928520576419858
2015-10-13,3.1432357655636927
2015-10-14,3.139630513901856
2015-10-15,3.098617466159154
2015-10-16,3.0985172069309366
2015-10-19,3.1556843412130466
2015-10-20,3.169787018201915
2015-10-21,3.170941273977138
2015-10-22,3.2263444857817754
2015-10-23,3.322209622449348
2015-10-26,3.3311251290994486
2015-10-27,3.3253533018067074
2015-10-28,3.287358152548519
2015-10-29,3.3318048010616597
2015-10-30,3.391674871375354
2015-11-03,3.4404819893157135
2015-11-04,3.461606846170928
2015-11-05,3.4758278796995845
2015-11-06,3.4647572830386264
2015-11-09,3.4323954998213946
2015-11-10,3.4483667480775853
2015-11-11,3.376263392856803
2015-11-12,3.4163786293405325
2015-11-13,3.3816794606150653
2015-11-16,3.313788331708805
2015-11-17,3.259059488854397
2015-11-18,3.3028979978961623
2015-11-19,3.315571590720912
2015-11-23,3.4630500848947263
2015-11-24,3.332676383862347
2015-11-25,3.26540005426088
2015-11-26,3.1110373437013914
2015-11-27,3.116147473129724
2015-11-30,3.0139726500663686
2015-12-01,2.994268361854316
2015-12-02,3.0210091534108092
2015-12-03,3.0748694532754337
2015-12-04,3.0689895938821796
2015-12-08,3.0183303530480883
2015-12-09,3.0411316504415162
2015-12-10,3.0040113527632686
2015-12-11,2.9310746419926788
2015-12-14,3.011954887560732
2015-12-15,2.9087283012563705
2015-12-16,2.974277418475172
2015-12-17,3.065282550376351
2015-12-18,3.05390787418001
2015-12-21,3.1276409794638274
2015-12-22,3.117770791883508
2015-12-23,3.1928210270363517
2015-12-28,3.228181079979818
2015-12-29,3.2893509745189617
2015-12-30,3.3450402499902214
2016-01-04,3.3707783089326573
2016-01-05,3.36209560861659
2016-01-06,3.396688273597645
2016-01-07,3.388444624913979
2016-01-08,3.3352099397036072
2016-01-11,3.3849943894484675
2016-01-12,3.373695000575619
2016-01-13,3.3273518391578847
2016-01-14,3.324111831022797
2016-01-15,3.3073187444504963
2016-01-18,3.39162332978157
2016-01-19,3.2628627078488117
2016-01-20,3.265507375907479
2016-01-21,3.2373013088201947
2016-01-22,3.182275814282925
2016-01-26,3.3285857534879537
2016-01-27,3.2823122726854677
2016-01-28,3.348042017437853
2016-01-29,3.3651345022525714
2016-02-01,3.426972672716746
2016-02-02,3.4436006579344207
2016-02-03,3.4596225697461342
2016-02-04,3.46344137113514
2016-02-10,3.6352204263663057
2016-02-11,3.652589920901395
2016-02-12,3.669567344116165
2016-02-15,3.868807209328571
2016-02-16,3.841988269273243
2016-02-17,3.8512421110283364
2016-02-18,3.806156126846579
2016-02-19,3.8093549123123718
2016-02-22,3.8872875374985907
2016-02-23,3.870806574773367
2016-02-24,3.8275344799065243
2016-02-25,3.8244082891464775
2016-02-26,3.7639178091912533
2016-02-29,3.7296776347067726
2016-03-01,3.664802605019839
2016-03-02,3.6196209145741007
2016-03-03,3.6393574508217257
2016-03-04,3.645064421989737
2016-03-07,3.7336208645911415
2016-03-08,3.6560488283211217
2016-03-09,3.4523657264534715
2016-03-10,3.2837800845263314
2016-03-11,3.1068424507974886
2016-03-14,3.124534991794052
2016-03-15,2.865860125194746
2016-03-16,2.837367651398635
2016-03-17,2.837179244377259
2016-03-18,2.791723118413355
2016-03-21,2.88451784454203
2016-03-22,2.6824342323164547
2016-03-23,2.649202795232855
2016-03-24,2.6408561308795693
2016-03-28,2.6187084062201365
2016-03-29,2.545519322066854
2016-03-30,2.4158509439018845
2016-03-31,2.36485556494229
2016-04-01,2.324405326689701
2016-04-04,2.122007369182492
2016-04-05,2.117204025580273
2016-04-06,2.0764080006096512
2016-04-07,2.113965591163762
2016-04-08,2.070919526733779
2016-04-11,2.245076912572305
2016-04-12,2.0765001093668407
2016-04-13,2.0211501484472065
2016-04-14,2.0211179976969413
2016-04-15,1.9754497456271265
2016-04-18,1.9409491464581177
2016-04-19,1.9244514407820412
2016-04-20,1.830656888307374
2016-04-22,1.9080850101809879
2016-04-25,1.9171578152247284
2016-04-26,1.8128493924355884
2016-04-27,1.747467624672869
2016-04-28,1.7087514476809285
2016-04-29,1.6496951820104473
2016-05-02,1.5850961663537917
2016-05-03,1.5260219878210635
2016-05-04,1.5054422447391052
2016-05-05,1.4723136535395713
2016-05-06,1.4259084751084043
2016-05-09,1.635268729992171
2016-05-10,1.4370617897818538
2016-05-11,1.397456982560174
2016-05-12,1.3587959044844922
2016-05-13,1.346180032038627
2016-05-16,1.5369199837967964
2016-05-17,1.3266764524273966
2016-05-18,1.3346892057780053
2016-05-19,1.2793090406645837
2016-05-20,1.2730754212015514
2016-05-23,1.2490316481310513
2016-05-24,1.2085982073801964
2016-05-25,1.1993782655688474
2016-05-27,1.2081631425215764
2016-05-30,1.1886276561238793
2016-05-31,1.1831372540950071
2016-06-01,1.169267095526442
2016-06-02,1.1668597371884804
2016-06-03,1.1578188617419933
2016-06-06,1.2027292355560857
2016-06-07,1.0676945952873595
2016-06-08,1.0361008555968458
2016-06-09,1.005646769344308
2016-06-10,0.992593115883915
2016-06-13,0.9917164618929879
2016-06-14,0.9715253777923681
2016-06-15,0.92968641981705
2016-06-16,0.8963153872594531
2016-06-17,0.8780338062987381
2016-06-20,1.0363604453242403
2016-06-21,0.8904838666056563
2016-06-22,0.8824201020990265
2016-06-23,0.8456798248610569
2016-06-24,0.8511431041366028
2016-06-27,0.8526939408364442
2016-06-28,0.8920787705281301
2016-06-29,0.9187823834529677
2016-06-30,0.9398402213257314
2016-07-01,0.9212015699999714
2016-07-04,0.915320466448163
2016-07-05,0.9437325170113442
2016-07-06,0.9618571973976474
2016-07-07,0.9769558989440056
2016-07-08,0.9795481365996194
2016-07-11,1.1279818246978943
2016-07-12,1.0362062601053774
2016-07-13,1.0471153105080429
2016-07-14,0.9891588999871563
2016-07-15,0.9766142809177899
2016-07-18,1.0475318263028053
2016-07-19,0.9913245341717408
2016-07-20,0.994789478535269
2016-07-21,0.9883488749820976
2016-07-22,0.9922908145058459
2016-07-25,1.0059726376192049
2016-07-26,1.012919894437435
2016-07-27,1.0351437153651024
2016-07-28,1.0962631524340578
2016-07-29,1.0841258707488786
2016-08-01,1.2507630921465522
2016-08-02,1.1477106048816914
2016-08-03,1.1296715477266048
2016-08-04,1.153835230251533
2016-08-05,1.1215674936447342
2016-08-08,1.1264420263500659
2016-08-09,1.1086207845841702
2016-08-10,1.1508511902068137
2016-08-11,1.18150370978883
2016-08-12,1.1719185806114067
2016-08-15,1.1527877863262908
2016-08-16,1.140405397211548
2016-08-18,1.0708152556962796
2016-08-19,1.0676510110791815
2016-08-22,1.1938066280466275
2016-08-23,1.079158513895465
2016-08-24,1.06599705355769
2016-08-26,1.0062323686996117
2016-08-29,1.0212121447575675
2016-08-30,1.1196511041069312
2016-08-31,1.0349670588827928
2016-09-01,1.0547281990498258
2016-09-05,0.9991293582271498
2016-09-06,0.9812705841668087
2016-09-08,0.9595692681099911
2016-09-09,0.940690990185307
2016-09-12,0.9260854622602329
2016-09-13,0.9021992837868834
2016-09-14,0.9009707333254516
2016-09-15,0.8966179431084502
2016-09-16,0.886959525799957
2016-09-19,0.9769565231178579
2016-09-20,0.9305937945261842
2016-09-21,0.9525966119775106
2016-09-22,0.9477651633761689
2016-09-23,0.9165046886164704
2016-09-26,0.9941182161974251
2016-09-27,0.9309117884164464
2016-09-28,0.9427364933437977
2016-09-29,0.9156658037006904
2016-09-30,0.9225700809519494
2016-10-03,0.9224589865390733
2016-10-04,0.9043183666696623
2016-10-05,0.8882929136005854
2016-10-06,0.877995692181733
2016-10-07,0.8741847141496817
2016-10-10,0.8589083702218028
2016-10-11,0.8533997316684475
2016-10-13,0.8504046786329988
2016-10-14,0.8406515325192608
2016-10-17,1.0168850847917952
2016-10-18,0.874729136465496
2016-10-19,0.8965953497551419
2016-10-20,0.8910133747460166
2016-10-21,0.9274118797534687
2016-10-24,1.0693267357851988
2016-10-25,0.8798743470634078
2016-10-26,0.8687619659966342
2016-10-27,0.8231625415201004
2016-10-28,0.8346930757006048
2016-10-31,0.8221942120185334
2016-11-01,0.8213043731937905
2016-11-03,0.8129978002819481
2016-11-04,0.7892995709613914
2016-11-07,1.0769087949872371
2016-11-08,0.8318211604213225
2016-11-09,0.8319998187229636
2016-11-10,0.7764561160626423
2016-11-11,0.7658517567581956
2016-11-14,0.7911613616685119
2016-11-16,0.9409513661812003
2016-11-17,0.8829000181381456
2016-11-18,0.903437066289729
2016-11-21,0.8996440995070754
2016-11-23,0.8876298777466606
2016-11-24,0.8955328164255514
2016-11-25,0.869606927902428
2016-11-28,0.8582896919514447
2016-11-29,0.8310865936465036
2016-11-30,0.8378764358402914
2016-12-01,0.8364772818503153
2016-12-02,0.8236493070005078
2016-12-05,0.9865404738660135
2016-12-06,0.8637908100548171
2016-12-07,0.9134814908548485
2016-12-08,0.9422210844605736
2016-12-09,0.9405129724500934
2016-12-12,1.1486046350922798
2016-12-13,0.9912067497297182
2016-12-14,0.9959853585826229
2016-12-16,0.9240157308992549
2016-12-19,1.0479740531166302
2016-12-20,0.978250723956219
2016-12-21,1.0129997845769654
2016-12-22,1.1024387098705077
2016-12-23,1.1049310632845164
2016-12-27,1.106094459931373
2016-12-28,1.06332647087823
2016-12-29,1.0250484906896595
2017-01-02,1.0143942722819173
2017-01-03,1.01842979702565
2017-01-04,1.0073543172779094
2017-01-05,1.0131455625466188
2017-01-06,1.0112508209345317
2017-01-09,1.1346899441286138
2017-01-10,1.044872613830844
2017-01-11,1.0279232371827736
2017-01-12,1.012891376515312
2017-01-13,1.0163654124842874
2017-01-16,1.3096656526703307
2017-01-17,1.0882028631020935
