date,low,medium,high
2000-02-01,,0.03921569343569331,0.0029197827351651225
2000-02-02,,0.024528295648930776,0.013908620439222292
2000-02-03,,0.053407011295399265,0.03971464990550123
2000-02-04,,0.027797178523665474,0.018771820020276615
2000-02-07,,-0.004932793954037673,0.010828035815711103
2000-02-08,,0.022051298969661293,0.025384592802590138
2000-02-09,,0.016892468636192204,-0.023251622630253696
2000-02-10,,0.02779605702643106,-0.004680788998569152
2000-02-11,,0.011361747681241097,-0.03425890226475437
2000-02-14,,0.012500000003553335,-0.02598473209763295
2000-02-15,,-0.021565816615899295,0.015102412837960207
2000-02-16,,-0.02587449418663368,0.026354618092065272
2000-02-17,,0.00016400073376243718,-0.0038030483853357146
2000-02-18,,-0.016557388435374687,-0.01873073360210417
2000-02-21,,-0.0015002381784955388,0.0071106925714953554
2000-02-22,,-0.01485812428336386,-0.011923951470896112
2000-02-23,,0.02524996882200936,0.008879642730587218
2000-02-24,,0.016033033771524652,0.004399429842149399
2000-02-25,,-0.003578933211963009,-0.001864202133692676
2000-02-28,,-0.02399999221640081,-0.012347139591176207
2000-02-29,,0.0033455947532758934,-0.0036351748817615636
2000-03-01,,-0.01971832817232333,0.015884914323881533
2000-03-02,,-0.018678155721370104,-0.0014026021140292673
2000-03-03,,0.02489017487507139,0.023260835522140626
2000-03-08,,-0.0014285956003693423,-0.0027841811616018913
2000-03-09,,0.030042894653258493,0.02653329855681894
2000-03-10,,-0.027777731778209417,-0.022320132867481225
2000-03-13,,-0.03285716674780392,-0.03628652126312136
2000-03-14,,-0.02954204789967652,-0.022904181793165595
2000-03-15,,0.004566173801156426,0.007707461500477248
2000-03-16,,0.015151545925703003,0.01786035313479122
2000-03-17,,-0.030149274035216164,-0.008967280615165598
2000-03-20,,0.000307746371424944,-0.006458895823572456
2000-03-21,,0.06907697157760362,0.03253753333560348
2000-03-22,,-0.007051407833658652,-0.003831723627076191
2000-03-23,,0.002318858315506267,0.004103160802768057
2000-03-24,,-0.024002267511561648,0.020720947434673027
2000-03-27,,0.022222155992871695,0.026965289803916184
2000-03-28,,0.007536208480740214,-0.03325226167550309
2000-03-29,,0.00043158071412707777,-0.010518970344987714
2000-03-30,,0.012221416037198285,-0.0165923703764309
2000-03-31,,-0.0014204785936597908,0.01929768917768965
2000-04-03,-0.011379781895231034,-0.029615217734677728,-0.021130736206233208
2000-04-04,-0.019856065490468477,-0.017407263469470625,-0.025551662966804684
2000-04-05,-0.016441588847395217,-0.01290611725280693,0.003765662678173485
2000-04-06,0.007462701498369251,0.023026687334424607,0.017517757268569828
2000-04-07,0.007407422118228535,0.003206796580128487,0.015324888121055218
2000-04-10,-0.030735396353898548,-0.040624553478796795,-0.03072023804651549
2000-04-11,-0.047488947360999845,-0.024299558501218364,-0.014791218409192631
2000-04-12,0.019432984510032503,0.00829792969279147,-0.005043521702634397
2000-04-13,-0.04843756094325047,-0.042961200984278324,-0.04211033674814344
2000-04-14,-0.049261062070468875,-0.032817086169601356,-0.05784009480415143
2000-04-17,-0.0069084510860703,0.005491022290488105,-0.014680572347059322
2000-04-18,0.020869529381129848,0.010501218575740412,0.03451422611040112
2000-04-19,-0.028960800730318814,-0.034463016690992915,-0.03683771316782089
2000-04-20,0.08480917352491679,0.01967802280665457,0.012219192691279121
2000-04-24,-0.022764248892391037,-0.023792365382965617,-0.02391764852003161
2000-04-25,0.06489189128012485,0.04411254091526511,0.04473841025156617
2000-04-26,0.00781239901166364,0.0061299410062834805,0.00603972657994783
2000-04-27,0.010852781947371826,-0.0010535740743054807,3.262398120272794e-05
2000-04-28,0.027454017812832857,0.03931518331850058,0.022631686204905223
2000-05-02,-0.02145455653365791,0.010322270359599397,0.0072914925077057335
2000-05-03,-0.018952051344470977,-0.017313484275687997,-0.021511535949718597
2000-05-04,0.0026515177165689074,0.00392323543885298,-0.005788098749910515
2000-05-05,0.05402339448039406,0.01836831513434269,0.005387292123706546
2000-05-08,0.0032258477970785737,-0.020137224328063984,-0.019316377876837675
