ano,mes,dia,Rm_minus_Rf
2005,7,6,-.0062565
2005,7,7,-.0038986
2005,7,8,.0041645
2005,7,11,.0138886
2005,7,12,.0135181
2005,7,13,.0088946
2005,7,14,-.0015459
2005,7,15,-.0221343
2005,7,18,.0028872
2005,7,19,.0001057
2005,7,20,.011254
2005,7,21,.0074853
2005,7,22,-.0095994
2005,7,25,-.0286346
2005,7,26,.0105395
2005,7,27,.0182842
2005,7,28,.0212324
2005,7,29,-.0051339
2005,8,1,.0099427
2005,8,2,.0193649
2005,8,3,-.0033367
2005,8,4,-.0091624
2005,8,5,-.0014721
2005,8,8,.0091359
2005,8,9,.0192992
2005,8,10,-.0010625
2005,8,11,-.0104782
2005,8,12,.009667
2005,8,15,.0136707
2005,8,16,-.0091247
2005,8,17,.0050981
2005,8,18,-.013687
2005,8,19,-.0063002
2005,8,22,.0184556
2005,8,23,-.0160706
2005,8,24,.0029835
2005,8,25,.0173515
2005,8,26,-.0113179
2005,8,29,.0083116
2005,8,30,.0040675
2005,8,31,.012782
2005,9,1,.0001741
2005,9,2,.0092502
2005,9,5,.0066565
2005,9,6,.0129433
2005,9,8,.0003087
2005,9,9,.0163878
2005,9,12,-.00262
2005,9,13,-.0110628
2005,9,14,.0047869
2005,9,15,.0080318
2005,9,16,.011575
2005,9,19,.0085659
2005,9,20,.0040749
2005,9,21,.0250744
2005,9,22,-.0069175
2005,9,23,.011143
2005,9,26,-.0056577
2005,9,27,-.0053892
2005,9,28,.0130816
2005,9,29,-.0049981
2005,9,30,.008332
2005,10,3,.0098175
2005,10,4,-.016079
2005,10,5,-.0372913
2005,10,6,-.0319934
2005,10,7,.0192904
2005,10,10,.0073298
2005,10,11,.0130993
2005,10,13,-.0275395
2005,10,14,-.0045482
2005,10,17,.0171441
2005,10,18,-.0346844
2005,10,19,-.0013024
2005,10,20,-.0301052
2005,10,21,.0287714
2005,10,24,.0271415
2005,10,25,-.0107361
2005,10,26,.0059131
2005,10,27,-.0192861
2005,10,28,.0056322
2005,10,31,.0310766
2005,11,1,.019829
2005,11,3,.0060241
2005,11,4,-.0085976
2005,11,7,.0033531
2005,11,8,.0039153
2005,11,9,-.0065779
2005,11,10,-.0021632
2005,11,11,-.0093578
2005,11,14,-.0045722
2005,11,16,.0097506
2005,11,17,.017917
2005,11,18,-.0028816
2005,11,21,.0011428
2005,11,22,.0135871
2005,11,23,.0122603
2005,11,24,-.0041199
2005,11,25,.001789
2005,11,28,-.0179369
2005,11,29,.0065166
2005,11,30,.0048073
2005,12,1,.0218029
2005,12,2,.0085512
2005,12,5,-.0017724
2005,12,6,.0094527
2005,12,7,-.0173045
2005,12,8,-.0088485
2005,12,9,.0090743
2005,12,12,.0029079
2005,12,13,.0084232
2005,12,14,.0051008
2005,12,15,-.010255
2005,12,16,.0018066
2005,12,19,-.0074373
2005,12,20,.000458
2005,12,21,.0124583
2005,12,22,.0017318
2005,12,23,-.0033294
2005,12,26,-.0052629
2005,12,27,.0020051
2005,12,28,-.0017745
2005,12,29,.0058899
2006,1,2,.0045449
2006,1,3,.0258417
2006,1,4,.0177686
2006,1,5,.0012157
2006,1,6,.0175475
2006,1,9,-.003069
2006,1,10,-.0036346
2006,1,11,.0234507
2006,1,12,-.0014599
2006,1,13,.0033255
2006,1,16,.0143864
2006,1,17,-.0116028
2006,1,18,-.0087447
2006,1,19,.0304828
2006,1,20,-.0038155
2006,1,23,-.003067
2006,1,24,.0185367
2006,1,26,.0124327
2006,1,27,-.0067847
2006,1,30,.0100529
2006,1,31,.005139
2006,2,1,.002483
2006,2,2,-.0262081
2006,2,3,-.0103395
2006,2,6,.006374
2006,2,7,-.0232142
2006,2,8,-.0059801
2006,2,9,.0091085
2006,2,10,.0031833
2006,2,13,-.0174665
2006,2,14,.007802
2006,2,15,.0112179
2006,2,16,.0256532
2006,2,17,.0037747
2006,2,20,.001389
2006,2,21,-.0082419
2006,2,22,-.0034278
2006,2,23,-.000123
2006,2,24,.010015
2006,3,1,.0144748
2006,3,2,-.0042304
2006,3,3,.002567
2006,3,6,-.021323
2006,3,7,-.0281041
2006,3,8,-.0063842
2006,3,9,-.0238676
2006,3,10,.0127652
2006,3,13,.0039198
2006,3,14,.0205006
2006,3,15,.0169501
2006,3,16,-.001454
2006,3,17,-.0053252
2006,3,20,.0056744
2006,3,21,-.0184593
2006,3,22,.0104506
2006,3,23,-.0105474
2006,3,24,.0013782
2006,3,27,-.0013211
2006,3,28,-.0233721
2006,3,29,.0198257
2006,3,30,.0041806
2006,3,31,.0019264
2006,4,3,.0195805
2006,4,4,.0021732
2006,4,5,.0042839
2006,4,6,.0031848
2006,4,7,-.0093494
2006,4,10,-.0112289
2006,4,11,-.0159806
2006,4,12,.0041894
2006,4,13,-.0049649
2006,4,17,.0067857
2006,4,18,.0256677
2006,4,19,.0108107
2006,4,20,.0003462
2006,4,24,-.0029172
2006,4,25,.0006765
2006,4,26,.0111254
2006,4,27,-.0176949
2006,4,28,.0090415
2006,5,2,.0150966
2006,5,3,-.0037496
2006,5,4,.000994
2006,5,5,.0114697
2006,5,8,.0055369
2006,5,9,.0053502
2006,5,10,-.0048567
2006,5,11,-.0169867
2006,5,12,-.0121236
2006,5,15,-.0268066
2006,5,16,.0043189
2006,5,17,-.0271967
2006,5,18,-.0169655
2006,5,19,-.0035066
2006,5,22,-.0309176
2006,5,23,-.0085981
2006,5,24,-.008923
2006,5,25,.0428821
2006,5,26,.0277853
2006,5,29,-.012943
2006,5,30,-.0379186
2006,5,31,.00011
2006,6,1,.0282582
2006,6,2,.0056491
2006,6,5,-.0291639
2006,6,6,-.0096535
2006,6,7,-.0365058
2006,6,8,-.0028291
2006,6,9,-.0076994
2006,6,12,-.040897
2006,6,13,-.0298871
2006,6,14,.0076951
2006,6,16,.0447938
2006,6,19,-.0126115
2006,6,20,-.0046806
2006,6,21,.0246222
2006,6,22,-.0043163
2006,6,23,.0063132
2006,6,26,-.0013564
2006,6,27,-.0093579
2006,6,28,.0104054
2006,6,29,.0444518
2006,6,30,.006676
2006,7,3,.0211799
2006,7,4,.0000496
2006,7,5,-.0238093
2006,7,6,.0028675
2006,7,7,-.0095933
2006,7,10,-.001621
2006,7,11,.0100961
2006,7,12,-.0093215
2006,7,13,-.0207524
2006,7,14,-.0010206
2006,7,17,-.0197162
2006,7,18,.0051162
2006,7,19,.0433729
2006,7,20,-.0243385
2006,7,21,-.0072584
2006,7,24,.022878
2006,7,25,.0109409
2006,7,26,-.0030941
2006,7,27,.0046852
2006,7,28,.0113483
2006,7,31,-.0074251
2006,8,1,-.0072333
2006,8,2,.0121568
2006,8,3,.0039993
2006,8,4,.0088983
2006,8,7,-.0025383
2006,8,8,-.0031185
2006,8,9,-.0091551
2006,8,10,.001404
2006,8,11,-.0112227
2006,8,14,-.0129205
2006,8,15,.0202284
2006,8,16,.0099943
2006,8,17,-.0037321
2006,8,18,-.0012297
2006,8,21,-.0089815
2006,8,22,-.0090922
2006,8,23,-.027712
2006,8,24,.0066181
2006,8,25,.0030773
2006,8,28,.0121743
2006,8,29,-.0013368
2006,8,30,.000075
2006,8,31,-.0028433
2006,9,1,.025335
2006,9,4,.0066326
2006,9,5,-.0088489
2006,9,6,-.0179462
2006,9,8,-.006358
2006,9,11,-.0210274
2006,9,12,.0100621
2006,9,13,.0115905
2006,9,14,-.0132567
2006,9,15,.0008182
2006,9,18,.0090261
2006,9,19,-.0153587
2006,9,20,-.0160219
2006,9,21,-.0124607
2006,9,22,-.001908
2006,9,25,.0040004
2006,9,26,.0162853
2006,9,27,.0082734
2006,9,28,.0101772
2006,9,29,-.0018654
2006,10,2,.0133284
2006,10,3,-.0167146
2006,10,4,.0327448
2006,10,5,.0068635
2006,10,6,-.002225
2006,10,9,.0081868
2006,10,10,.0058471
2006,10,11,-.0092149
2006,10,13,.0134192
2006,10,16,.0062705
2006,10,17,-.0096003
2006,10,18,-.0036342
2006,10,19,.0048629
2006,10,20,-.0086089
2006,10,23,.0126405
2006,10,24,.0061084
2006,10,25,.0042786
2006,10,26,-.0010437
2006,10,27,-.0063892
2006,10,30,-.0094108
2006,10,31,.0074913
2006,11,1,.0126706
2006,11,3,.0101644
2006,11,6,.0177575
2006,11,7,-.0043741
2006,11,8,.0064873
2006,11,9,-.0112362
2006,11,10,.0041326
2006,11,13,-.0029031
2006,11,14,.0150464
2006,11,16,-.0034126
2006,11,17,-.0023555
2006,11,21,.0085711
2006,11,22,.0082721
2006,11,23,.0024604
2006,11,24,-.0066708
2006,11,27,-.0176167
2006,11,28,.0025459
2006,11,29,.0201949
2006,11,30,-.0008121
2006,12,1,-.0111927
2006,12,4,.0264032
2006,12,5,.0094425
2006,12,6,-.0023383
2006,12,7,-.0035991
2006,12,8,.0010269
2006,12,11,.0068454
2006,12,12,-.0062679
2006,12,13,.0058897
2006,12,14,.0095846
2006,12,15,.0003978
2006,12,18,-.0022241
2006,12,19,.0007012
2006,12,20,.0009037
2006,12,21,-.0020681
2006,12,22,-.0015272
2006,12,26,.0050378
2006,12,27,.0174593
2006,12,28,.0017134
2007,1,2,.0176702
2007,1,3,-.0173405
2007,1,4,-.0073316
2007,1,5,-.0367096
2007,1,8,.0142045
2007,1,9,-.0183363
2007,1,10,.0030886
2007,1,11,.007062
2007,1,12,.0079819
2007,1,15,-.0026283
2007,1,16,-.0053952
2007,1,17,.0024142
2007,1,18,-.0062861
2007,1,19,.019639
2007,1,22,.003808
2007,1,23,.0114985
2007,1,24,.0104933
2007,1,26,-.0060195
2007,1,29,-.0182647
2007,1,30,.0093687
2007,1,31,.0100841
2007,2,1,.0028997
2007,2,2,.0027859
2007,2,5,.0039603
2007,2,6,-.0010207
2007,2,7,-.0138836
2007,2,8,.0047478
2007,2,9,-.013128
2007,2,12,-.008663
2007,2,13,.0228656
2007,2,14,.0156564
2007,2,15,-.0035525
2007,2,16,-.004243
2007,2,21,.0029951
2007,2,22,.0091687
2007,2,23,-.0093112
2007,2,26,.0039769
2007,2,27,-.0601685
2007,2,28,.0136278
2007,3,1,-.0086293
2007,3,2,-.0255609
2007,3,5,-.0247719
2007,3,6,.0451952
2007,3,7,-.0092697
2007,3,8,.01564
2007,3,9,.0122845
2007,3,12,-.0015591
2007,3,13,-.0297978
2007,3,14,.0096225
2007,3,15,-.0027558
2007,3,16,-.0117482
2007,3,19,.0207625
2007,3,20,.0126032
2007,3,21,.0250638
2007,3,22,-.0046056
2007,3,23,.0030655
2007,3,26,.0017543
2007,3,27,-.0110974
2007,3,28,-.0155084
2007,3,29,.0174686
2007,3,30,.0092384
2007,4,2,-.0050047
2007,4,3,.0167005
2007,4,4,.0045394
2007,4,5,.0025542
2007,4,9,.0042199
2007,4,10,.0058343
2007,4,11,-.0067508
2007,4,12,.0056616
2007,4,13,.0101425
2007,4,16,.0190186
2007,4,17,-.001337
2007,4,18,-.0021134
2007,4,19,-.0002471
2007,4,20,.0120805
2007,4,23,-.0042233
2007,4,24,-.0025767
2007,4,25,.0119302
2007,4,26,-.0112817
2007,4,27,.001722
2007,4,30,-.0091507
2007,5,2,.0107559
2007,5,3,.0164505
2007,5,4,.0075081
2007,5,7,-.0074989
2007,5,8,.0019808
2007,5,9,.0203399
2007,5,10,-.0206698
2007,5,11,.0108358
2007,5,14,-.0079737
2007,5,15,-.0010596
2007,5,16,.0211951
2007,5,17,.0006698
2007,5,18,.011005
2007,5,21,.0053329
2007,5,22,-.0069982
2007,5,23,-.006324
2007,5,24,-.0245657
2007,5,25,.0178736
2007,5,28,.0093082
2007,5,29,-.0084586
2007,5,30,.0114096
2007,5,31,-.0042471
2007,6,1,.022058
2007,6,4,-.0007645
2007,6,5,-.0007193
2007,6,6,-.0194976
2007,6,8,.0019136
2007,6,11,.0094214
2007,6,12,-.0165185
2007,6,13,.0199281
2007,6,14,.0130792
2007,6,15,.014177
2007,6,18,.0022027
2007,6,19,-.0035083
2007,6,20,-.0116195
2007,6,21,.0079907
2007,6,22,-.005449
2007,6,25,-.0051043
2007,6,26,-.0052098
2007,6,27,.004573
2007,6,28,-.0019171
2007,6,29,.0063532
2007,7,2,.014062
2007,7,3,.0076778
2007,7,4,.0016632
2007,7,5,.003631
2007,7,6,.0069011
2007,7,10,-.0079344
2007,7,11,.0081171
2007,7,12,.0219436
2007,7,13,-.0006541
2007,7,16,-.002179
2007,7,17,.0055617
2007,7,18,-.0010084
2007,7,19,.0100773
2007,7,20,-.0106536
2007,7,23,.0108479
2007,7,24,-.0385144
2007,7,25,.0006453
2007,7,26,-.0367653
2007,7,27,-.017019
2007,7,30,.0288829
2007,7,31,-.0047829
2007,8,1,-.0024973
2007,8,2,.0061091
2007,8,3,-.0307136
2007,8,6,.0025171
2007,8,7,.0112917
2007,8,8,.0264356
2007,8,9,-.0313134
2007,8,10,-.0152423
2007,8,13,-.0027757
2007,8,14,-.0259843
2007,8,15,-.0342602
2007,8,16,-.028046
2007,8,17,.0110842
2007,8,20,.01751
2007,8,21,.0116209
2007,8,22,.0379609
2007,8,23,.0021102
2007,8,24,.0190916
2007,8,27,.0016443
2007,8,28,-.0269299
2007,8,29,.0206459
2007,8,30,.0013502
2007,8,31,.0320778
2007,9,3,.0024302
2007,9,4,.0051
2007,9,5,-.013591
2007,9,6,.003599
2007,9,10,-.0329762
2007,9,11,.0180878
2007,9,12,-.0011773
2007,9,13,.0169036
2007,9,14,-.0053287
2007,9,17,-.0067034
2007,9,18,.0407645
2007,9,19,.0070141
2007,9,20,-.0052673
2007,9,21,.0136854
2007,9,24,.0169197
2007,9,25,.0008423
2007,9,26,.0156851
2007,9,27,.0216481
2007,9,28,-.0095008
2007,10,1,.0300311
2007,10,2,-.0004305
2007,10,3,-.0336762
2007,10,4,.0012148
2007,10,5,.0320805
2007,10,8,.006151
2007,10,9,.0130558
2007,10,10,-.0059804
2007,10,11,-.0123702
2007,10,15,.0079346
2007,10,16,-.0216314
2007,10,17,.0215436
2007,10,18,.0010825
2007,10,19,-.0379218
2007,10,22,.0028957
2007,10,23,.0237117
2007,10,24,-.0010359
2007,10,25,-.0035533
2007,10,26,.0311422
2007,10,29,.0111309
2007,10,30,-.011189
2007,10,31,.014604
2007,11,1,-.0174612
2007,11,5,-.0197556
2007,11,6,.0207308
2007,11,7,-.0157259
2007,11,8,.0042578
2007,11,9,.0081951
2007,11,12,-.0408458
2007,11,13,.0199515
2007,11,14,.0233909
2007,11,16,-.0016579
2007,11,19,-.0340622
2007,11,21,-.0296403
2007,11,22,.0020545
2007,11,23,.006292
2007,11,26,-.0260403
2007,11,27,.008599
2007,11,28,.0393308
2007,11,29,.0049975
2007,11,30,.0136522
2007,12,3,.0049139
2007,12,4,.0027766
2007,12,5,.021087
2007,12,6,.0151094
2007,12,7,-.0030907
2007,12,10,-.0013086
2007,12,11,-.0124529
2007,12,12,.0025961
2007,12,13,-.0295259
2007,12,14,-.0039013
2007,12,17,-.0410116
2007,12,18,.0202191
2007,12,19,.0126886
2007,12,20,.0007861
2007,12,21,.0181235
2007,12,26,.0185881
2007,12,27,-.0097431
2007,12,28,-.0001431
2008,1,2,-.0197805
2008,1,3,-.0022722
2008,1,4,-.0301629
2008,1,7,-.0088487
2008,1,8,.0218217
2008,1,9,.0063923
2008,1,10,.0102199
2008,1,11,-.026149
2008,1,14,.0024111
2008,1,15,-.0359054
2008,1,16,-.0223034
2008,1,17,-.0272905
2008,1,18,.0069564
2008,1,21,-.0655698
2008,1,22,.0439384
2008,1,23,-.0310261
2008,1,24,.0622002
2008,1,28,.0225731
2008,1,29,.0071648
2008,1,30,.0107274
2008,1,31,-.0153064
2008,2,1,.0217045
2008,2,6,-.0326566
2008,2,7,.0022866
2008,2,8,.0017624
2008,2,11,.0238069
2008,2,12,.0171571
2008,2,13,.0104898
2008,2,14,-.0128639
2008,2,15,-.0063586
2008,2,18,.0250783
2008,2,19,-.0056493
2008,2,20,.0204684
2008,2,21,-.0022351
2008,2,22,.0093742
2008,2,25,.0066239
2008,2,26,.0042952
2008,2,27,.0073196
2008,2,28,.0036562
2008,2,29,-.0332804
2008,3,3,.0090209
2008,3,4,-.0167744
2008,3,5,.0176808
2008,3,6,-.0232984
2008,3,7,-.0159441
2008,3,10,-.0254999
2008,3,11,.034903
2008,3,12,-.0067764
2008,3,13,-.0003534
2008,3,14,-.0064998
2008,3,17,-.0342758
2008,3,18,.0269165
2008,3,19,-.050307
2008,3,20,.0010965
2008,3,24,.0151567
2008,3,25,.0259856
2008,3,26,.0050696
2008,3,27,-.013092
2008,3,28,-.0070204
2008,3,31,.0093283
2008,4,1,.027211
2008,4,2,.0092895
2008,4,3,.0104041
2008,4,4,.0018517
2008,4,7,-.0026169
2008,4,8,.005139
2008,4,9,-.0145997
2008,4,10,.0007987
2008,4,11,-.0146229
2008,4,14,-.001725
2008,4,15,.0074904
2008,4,16,.0202558
2008,4,17,.0078459
2008,4,18,.0060967
2008,4,22,.005858
2008,4,23,-.0093968
2008,4,24,-.0068872
2008,4,25,.0094551
2008,4,28,.0079623
2008,4,29,-.027659
2008,4,30,.0568022
2008,5,2,.0218247
2008,5,5,.0093389
2008,5,6,.0003331
2008,5,7,-.012897
2008,5,8,.0095708
2008,5,9,-.0002636
2008,5,12,.0103743
2008,5,13,.0015343
2008,5,14,-.0065228
2008,5,15,.0180892
2008,5,16,.0162174
2008,5,19,.0108293
2008,5,20,.0022381
2008,5,21,-.0118038
2008,5,23,-.0145232
2008,5,26,.0041764
2008,5,27,-.0087221
2008,5,28,.024572
2008,5,29,-.0205851
2008,5,30,.0120541
2008,6,2,-.0087219
2008,6,3,-.0279638
2008,6,4,-.0198554
2008,6,5,.034869
2008,6,6,-.018325
2008,6,9,-.0069998
2008,6,10,-.0223148
2008,6,11,-.0141632
2008,6,12,.0067554
2008,6,13,-.0021824
2008,6,16,.0004579
2008,6,17,.0145063
2008,6,18,-.0195964
2008,6,19,-.0084167
2008,6,20,-.027795
2008,6,23,.0010021
2008,6,24,-.0064587
2008,6,25,.024149
2008,6,26,-.0261277
2008,6,27,.0018798
2008,6,30,.0107752
2008,7,1,-.0229553
2008,7,2,-.0337136
2008,7,3,-.0276748
2008,7,4,.0024175
2008,7,7,-.0065634
2008,7,8,.0024181
2008,7,10,.0039699
2008,7,11,-.0014832
2008,7,14,.0075049
2008,7,15,.0005654
2008,7,16,.0146663
2008,7,17,-.0297974
2008,7,18,-.0002263
2008,7,21,.0114319
2008,7,22,-.0196186
2008,7,23,-.0048884
2008,7,24,-.032125
2008,7,25,-.0073151
2008,7,28,-.0048711
2008,7,29,.0176745
2008,7,30,.0345929
2008,7,31,-.0075709
2008,8,1,-.0308543
2008,8,4,-.0394255
2008,8,5,.0119492
2008,8,6,.0205852
2008,8,7,-.0071364
2008,8,8,-.0089594
2008,8,11,-.0313976
2008,8,12,-.0073797
2008,8,13,.0025617
2008,8,14,.0109994
2008,8,15,-.0174158
2008,8,18,-.0194817
2008,8,19,.0080276
2008,8,20,.0344814
2008,8,21,.0114729
2008,8,22,-.0011104
2008,8,25,-.0251441
2008,8,26,-.0036967
2008,8,27,.0198357
2008,8,28,.0148759
2008,8,29,-.0131909
2008,9,1,-.0115609
2008,9,2,-.0124957
2008,9,3,-.013832
2008,9,4,-.0347522
2008,9,5,.0097322
2008,9,8,-.0191851
2008,9,9,-.0397927
2008,9,10,.021057
2008,9,11,.0322714
2008,9,12,.0157068
2008,9,15,-.0713884
2008,9,16,.0156754
2008,9,17,-.063387
2008,9,18,.0529674
2008,9,19,.0849853
2008,9,22,-.0224219
2008,9,23,-.0330575
2008,9,24,.0085741
2008,9,25,.0365383
2008,9,26,-.0190767
2008,9,29,-.0829653
2008,9,30,.0732609
2008,10,1,.0028611
2008,10,2,-.067721
2008,10,3,-.0312793
2008,10,6,-.0494368
2008,10,7,-.0434903
2008,10,8,-.0421085
2008,10,9,-.0432581
2008,10,10,-.0391424
2008,10,13,.1410798
2008,10,14,.0211445
2008,10,15,-.1007287
2008,10,16,-.0159631
2008,10,17,-.0026082
2008,10,20,.0771439
2008,10,21,-.0112263
2008,10,22,-.0959792
2008,10,23,-.0286994
2008,10,24,-.064176
2008,10,27,-.0605251
2008,10,28,.1169877
2008,10,29,.040471
2008,10,30,.0612282
2008,10,31,.0001366
2008,11,3,.0232619
2008,11,4,.0499165
2008,11,5,-.0522805
2008,11,6,-.0336471
2008,11,7,.0142728
2008,11,10,.0068782
2008,11,11,.0099204
2008,11,12,-.0759085
2008,11,13,.0486088
2008,11,14,-.0039871
2008,11,17,-.002719
2008,11,18,-.0412692
2008,11,19,-.0205855
2008,11,21,-.0574228
2008,11,24,.0839603
2008,11,25,.0113651
2008,11,26,.042878
2008,11,27,-.0069515
2008,11,28,.0098976
2008,12,1,-.0468313
2008,12,2,.010075
2008,12,3,.0111924
2008,12,4,-.0029468
2008,12,5,.0057117
2008,12,8,.0732414
2008,12,9,-.0088413
2008,12,10,.020504
2008,12,11,-.013441
2008,12,12,.0210402
2008,12,15,-.0245025
2008,12,16,.0398142
2008,12,17,-.0009823
2008,12,18,-.0088102
2008,12,19,-.0142962
2008,12,22,-.0368785
2008,12,23,-.0264152
2008,12,26,.0073166
2008,12,29,.0016294
2008,12,30,.0122032
2009,1,2,.0660108
2009,1,5,.0171562
2009,1,6,.0137124
2009,1,7,-.0331398
2009,1,8,.0215847
2009,1,9,-.0059242
2009,1,12,-.0429856
2009,1,13,.0017011
2009,1,14,-.0368493
2009,1,15,.0240329
2009,1,16,-.0002201
2009,1,19,-.01112
2009,1,20,-.0355366
2009,1,21,.0303273
2009,1,22,-.0129697
2009,1,23,.0055017
2009,1,26,.0074192
2009,1,27,.0025732
2009,1,28,.0318523
2009,1,29,-.0155562
2009,1,30,-.0060462
2009,2,2,-.0163405
2009,2,3,.0265673
2009,2,4,.0069933
2009,2,5,.0202471
2009,2,6,.0355052
2009,2,9,-.0118705
2009,2,10,-.0157248
2009,2,11,-.0052065
2009,2,12,-.0071514
2009,2,13,.0237562
2009,2,16,.005991
2009,2,17,-.0441386
2009,2,18,-.0018616
2009,2,19,.0019985
2009,2,20,-.0233918
2009,2,25,-.0056789
2009,2,26,-.0007733
2009,2,27,-.0010731
2009,3,2,-.0490858
2009,3,3,.0013685
2009,3,4,.0470978
2009,3,5,-.0220853
2009,3,6,-.0038594
2009,3,9,-.0108211
2009,3,10,.0507296
2009,3,11,-.000459
2009,3,12,.0103379
2009,3,13,-.0005061
2009,3,16,-.0090816
2009,3,17,.0222565
2009,3,18,.0166211
2009,3,19,.0061075
2009,3,20,-.0088364
2009,3,23,.053239
2009,3,24,-.0212494
2009,3,25,.0057639
2009,3,26,.016606
2009,3,27,-.0119975
2009,3,30,-.0281202
2009,3,31,.004738
2009,4,1,.0207303
2009,4,2,.0344536
2009,4,3,.0167571
2009,4,6,-.0026065
2009,4,7,-.0084542
2009,4,8,-.0001764
2009,4,9,.0288257
2009,4,13,.0040006
2009,4,14,-.0119953
2009,4,15,-.0029956
2009,4,16,.0161309
2009,4,17,-.0061158
2009,4,20,-.0264073
2009,4,22,.004281
2009,4,23,.0220736
2009,4,24,.014218
2009,4,27,-.0186453
2009,4,28,.0059195
2009,4,29,.0319188
2009,4,30,-.0027149
2009,5,4,.0535609
2009,5,5,.0037188
2009,5,6,.0124839
2009,5,7,-.0285661
2009,5,8,.0239763
2009,5,11,-.008494
2009,5,12,-.0118453
2009,5,13,-.0293876
2009,5,14,.0130305
2009,5,15,-.009152
2009,5,18,.0451459
2009,5,19,-.0018278
2009,5,20,.000063
2009,5,21,-.0173184
2009,5,22,.0083242
2009,5,25,.0040124
2009,5,26,.0196582
2009,5,27,-.001539
2009,5,28,.0207678
2009,5,29,-.0008238
2009,6,1,.0216415
2009,6,2,-.0096014
2009,6,3,-.0325088
2009,6,4,.0219331
2009,6,5,-.0044045
2009,6,8,.0028554
2009,6,9,-.0075447
2009,6,10,.0041864
2009,6,12,.0042769
2009,6,15,-.0257552
2009,6,16,-.014506
2009,6,17,-.0040513
2009,6,18,-.0031136
2009,6,19,.0080524
2009,6,22,-.0292146
2009,6,23,.0014741
2009,6,24,-.0041699
2009,6,25,.0305417
2009,6,26,.0024122
2009,6,29,.0090649
2009,6,30,-.0110397
2009,7,1,-.0006251
2009,7,2,-.0073637
2009,7,3,-.0029977
2009,7,6,-.0047176
2009,7,7,-.0205351
2009,7,8,-.0051402
2009,7,10,.0012734
2009,7,13,.0018672
2009,7,14,-.0082113
2009,7,15,.0413849
2009,7,16,.0089668
2009,7,17,.0037646
2009,7,20,.0184391
2009,7,21,-.0005736
2009,7,22,-.0051628
2009,7,23,.0201737
2009,7,24,.004387
2009,7,27,.0021805
2009,7,28,-.0025824
2009,7,29,-.010764
2009,7,30,.0125217
2009,7,31,.0047088
2009,8,3,.0191062
2009,8,4,-.0010275
2009,8,5,.0078922
2009,8,6,-.0093906
2009,8,7,.0079897
2009,8,10,.006722
2009,8,11,-.0206515
2009,8,12,.0090994
2009,8,13,.0037251
2009,8,14,-.0057024
2009,8,17,-.0230554
2009,8,18,.0097272
2009,8,19,.0082555
2009,8,20,.0097343
2009,8,21,.0128032
2009,8,24,.0001825
2009,8,25,-.0028083
2009,8,26,.0050504
2009,8,27,-.0015625
2009,8,28,-.0000149
2009,8,31,-.0169529
2009,9,1,-.0115387
2009,9,2,-.004137
2009,9,3,.0038652
2009,9,4,.0143636
2009,9,8,.0172928
2009,9,9,.0028962
2009,9,10,.0095778
2009,9,11,-.0020654
2009,9,14,.0071396
2009,9,15,.0085551
2009,9,16,.0174457
2009,9,17,-.0008759
2009,9,18,.0082274
2009,9,21,.0012172
2009,9,22,.0072291
2009,9,23,-.0144236
2009,9,24,-.0074086
2009,9,25,.0039865
2009,9,28,.0151788
2009,9,29,.0013888
2009,9,30,.0080016
2009,10,1,-.0120175
2009,10,2,.0123398
2009,10,5,.01799
2009,10,6,.0020962
2009,10,7,-.0035086
2009,10,8,.0181424
2009,10,9,.0057367
2009,10,13,.0057804
2009,10,14,.0190851
2009,10,15,.005978
2009,10,16,-.0066687
2009,10,19,.0146369
2009,10,20,-.0275405
2009,10,21,.0011103
2009,10,22,.0111648
2009,10,23,-.0128189
2009,10,26,-.0007221
2009,10,27,-.0253793
2009,10,28,-.0476583
2009,10,29,.0557117
2009,10,30,-.0300648
2009,11,3,.0184098
2009,11,4,.0185053
2009,11,5,.0115458
2009,11,6,-.0052442
2009,11,9,.0249766
2009,11,10,.0013678
2009,11,11,.0016664
2009,11,12,-.0271626
2009,11,13,.0128735
2009,11,16,.0165285
2009,11,17,.0096827
2009,11,18,-.011185
2009,11,19,-.0056685
2009,11,23,.0071598
2009,11,24,.0054798
2009,11,25,.0062667
2009,11,26,-.0198392
2009,11,27,.0092811
2009,11,30,.0000923
2009,12,1,.0199619
2009,12,2,.0037785
2009,12,3,-.0039251
2009,12,4,-.0094464
2009,12,7,.0130201
2009,12,8,-.0111357
2009,12,9,.0011667
2009,12,10,.0088996
2009,12,11,.0065407
2009,12,14,-.0006975
2009,12,15,-.0003604
2009,12,16,-.0107404
2009,12,17,-.0208256
2009,12,18,-.0038547
2009,12,21,-.0134872
2009,12,22,.0189838
2009,12,23,.0006711
2009,12,28,.0050089
2009,12,29,.0062735
2009,12,30,.0039105
2010,1,4,.0214361
2010,1,5,.0013253
2010,1,6,.0058685
2010,1,7,-.0029476
2010,1,8,-.0018442
2010,1,11,.0014738
2010,1,12,-.0046482
2010,1,13,.0040036
2010,1,14,-.0069652
2010,1,15,-.0121863
2010,1,18,.0074979
2010,1,19,.0062575
2010,1,20,-.022592
2010,1,21,-.0248189
2010,1,22,.0028213
2010,1,26,-.0132647
2010,1,27,-.0079579
2010,1,28,.0082267
2010,1,29,-.0052835
2010,2,1,.0161204
2010,2,2,.0074504
2010,2,3,.0000908
