ano,mes,dia,IML
2005,7,12,-.0114642
2005,7,13,.0009556
2005,7,14,.0061512
2005,7,15,-.0010038
2005,7,18,.0033736
2005,7,19,-.0134852
2005,7,20,-.0083666
2005,7,21,-.0101948
2005,7,22,-.0021333
2005,7,25,.0024283
2005,7,26,-.0095855
2005,7,27,-.0099482
2005,7,28,.0170611
2005,7,29,.0084397
2005,8,1,-.0101382
2005,8,2,-.0042741
2005,8,3,.0013762
2005,8,4,-.0036532
2005,8,5,-.0123859
2005,8,8,-.0207452
2005,8,9,.0074475
2005,8,10,-.0047995
2005,8,11,-.0021765
2005,8,12,.0114924
2005,8,15,-.0016738
2005,8,16,.0077094
2005,8,17,-.0062582
2005,8,18,-.0009138
2005,8,19,.0097069
2005,8,22,.0014592
2005,8,23,-.0042373
2005,8,24,-.0008916
2005,8,25,-.0013719
2005,8,26,-.0036477
2005,8,29,-.0090525
2005,8,30,-.008171
2005,8,31,-.0095319
2005,9,1,.001372
2005,9,2,.0042632
2005,9,5,-.0007203
2005,9,6,.0013275
2005,9,8,-.0115067
2005,9,9,-.0054846
2005,9,12,-.006223
2005,9,13,.0165579
2005,9,14,-.0025428
2005,9,15,-.0128533
2005,9,16,-.0101739
2005,9,19,.009607
2005,9,20,-.0063502
2005,9,21,-.0072368
2005,9,22,.0000307
2005,9,23,-.0022166
2005,9,26,-.0096708
2005,9,27,-.0009278
2005,9,28,.004467
2005,9,29,-.0061195
2005,9,30,4.11e-06
2005,10,3,-.009135
2005,10,4,.0035044
2005,10,5,.0188893
2005,10,6,-.0083032
2005,10,7,-.007652
2005,10,10,.003039
2005,10,11,-.0086037
2005,10,13,.0152014
2005,10,14,-.007421
2005,10,17,-.0015634
2005,10,18,.009732
2005,10,19,.0240053
2005,10,20,-.0009095
2005,10,21,-.0028907
2005,10,24,-.0034193
2005,10,25,-.001038
2005,10,26,-.0114788
2005,10,27,.0052011
2005,10,28,.0195608
2005,10,31,-.007666
2005,11,1,-.0043713
2005,11,3,-.0070706
2005,11,4,.0138143
2005,11,7,.0010168
2005,11,8,-.0057719
2005,11,9,.0062601
2005,11,10,.0051724
2005,11,11,.0035369
2005,11,14,-.0100424
2005,11,16,-.0041631
2005,11,17,-.0103407
2005,11,18,-.0020918
2005,11,21,-.0068904
2005,11,22,.0141891
2005,11,23,.0011507
2005,11,24,.0074048
2005,11,25,-.007227
2005,11,28,.0082137
2005,11,29,-.0001933
2005,11,30,-.0069409
2005,12,1,-.0192716
2005,12,2,.0129025
2005,12,5,.0642837
2005,12,6,-.0037769
2005,12,7,.0081126
2005,12,8,.0128081
2005,12,9,.0041175
2005,12,12,.003975
2005,12,13,-.0041403
2005,12,14,-.006056
2005,12,15,-.0043052
2005,12,16,-.007475
2005,12,19,.0016034
2005,12,20,.0026149
2005,12,21,-.0109013
2005,12,22,.0017645
2005,12,23,.0041189
2005,12,26,.0004189
2005,12,27,.0003011
2005,12,28,.0072885
2005,12,29,.0001071
2006,1,2,-.0026498
2006,1,3,-.0103524
2006,1,4,.011473
2006,1,5,-.0013703
2006,1,6,.0015448
2006,1,9,.0118327
2006,1,10,.0030939
2006,1,11,-.0021693
2006,1,12,-.0023419
2006,1,13,-.0006394
2006,1,16,.0088049
2006,1,17,.0057311
2006,1,18,.0097251
2006,1,19,-.0061994
2006,1,20,.0037316
2006,1,23,.0075167
2006,1,24,-.0121472
2006,1,26,-.0109986
2006,1,27,.0073791
2006,1,30,-.0062507
2006,1,31,-.0201061
2006,2,1,.0001385
2006,2,2,.0224664
2006,2,3,.0036588
2006,2,6,-.0052725
2006,2,7,.0129894
2006,2,8,.0118247
2006,2,9,.0064813
2006,2,10,.0099675
2006,2,13,.0218279
2006,2,14,-.0138427
2006,2,15,-.0158037
2006,2,16,-.0117404
2006,2,17,.0058895
2006,2,20,-.0043125
2006,2,21,-.0046867
2006,2,22,.0002395
2006,2,23,-.0042727
2006,2,24,.0093669
2006,3,1,.0021581
2006,3,2,.0021589
2006,3,3,.0065392
2006,3,6,.0099796
2006,3,7,.001771
2006,3,8,-.0063722
2006,3,9,.0120529
2006,3,10,-.0090841
2006,3,13,-.0052838
2006,3,14,-.0010921
2006,3,15,-.0018654
2006,3,16,-.0038283
2006,3,17,-.0028081
2006,3,20,.0008292
2006,3,21,-.0024298
2006,3,22,.0015274
2006,3,23,-.0052747
2006,3,24,-.0047976
2006,3,27,.001144
2006,3,28,.0095945
2006,3,29,-.0183313
2006,3,30,-.0011463
2006,3,31,-.0000773
2006,4,3,-.0076871
2006,4,4,.0004943
2006,4,5,-.0059684
2006,4,6,-.0139185
2006,4,7,-.0055779
2006,4,10,.0052804
2006,4,11,.0099396
2006,4,12,-.007605
2006,4,13,.0147825
2006,4,17,-.0118025
2006,4,18,-.0128419
2006,4,19,.0087519
2006,4,20,.0061316
2006,4,24,-.0152531
2006,4,25,.0047263
2006,4,26,.0010672
2006,4,27,.0101319
2006,4,28,-.0064521
2006,5,2,-.0197996
2006,5,3,.0013316
2006,5,4,-.0034866
2006,5,5,.0040644
2006,5,8,-.0004361
2006,5,9,-.0012411
2006,5,10,.0074337
2006,5,11,.0088978
2006,5,12,-.0051238
2006,5,15,.0062185
2006,5,16,.0106482
2006,5,17,-.0088971
2006,5,18,.0024674
2006,5,19,.0082125
2006,5,22,-.0034499
2006,5,23,-.0077509
2006,5,24,-.003163
2006,5,25,-.0040823
2006,5,26,-.0129563
2006,5,29,.0025529
2006,5,30,.0116345
2006,5,31,.0051241
2006,6,1,.0049565
2006,6,2,.0039486
2006,6,5,.0023701
2006,6,6,.004757
2006,6,7,.0172628
2006,6,8,.0017019
2006,6,9,.0022304
2006,6,12,.0016014
2006,6,13,.0120514
2006,6,14,-.0030219
2006,6,16,-.0212557
2006,6,19,.0154046
2006,6,20,-.0017
2006,6,21,-.0261633
2006,6,22,.0081672
2006,6,23,-.0014668
2006,6,26,-.009355
2006,6,27,.005297
2006,6,28,-.0155744
2006,6,29,-.0275719
2006,6,30,.0144226
2006,7,3,-.0172473
2006,7,4,.0122738
2006,7,5,.0030398
2006,7,6,-.0085525
2006,7,7,.0070147
2006,7,10,-.0029638
2006,7,11,-.0048314
2006,7,12,-.0012471
2006,7,13,-.0032403
2006,7,14,.0087251
2006,7,17,-.0019585
2006,7,18,.0133977
2006,7,19,-.0176809
2006,7,20,.0047668
2006,7,21,-.0011129
2006,7,24,-.0090795
2006,7,25,-.0103613
2006,7,26,-.0032359
2006,7,27,3.63e-06
2006,7,28,.001287
2006,7,31,.0000305
2006,8,1,-.0004151
2006,8,2,-.0016352
2006,8,3,.0112214
2006,8,4,-.0090987
2006,8,7,.0069116
2006,8,8,.0095285
2006,8,9,.0064338
2006,8,10,-.0052263
2006,8,11,.004097
2006,8,14,.0126348
2006,8,15,-.0061975
2006,8,16,.0097987
2006,8,17,-.0012423
2006,8,18,.0021533
2006,8,21,-.0039017
2006,8,22,.0030572
2006,8,23,.0078256
2006,8,24,-.0086914
2006,8,25,.0053979
2006,8,28,-.0083815
2006,8,29,.007841
2006,8,30,.0037762
2006,8,31,.0063635
2006,9,1,-.014386
2006,9,4,-.0050254
2006,9,5,.004083
2006,9,6,.0092708
2006,9,8,.0176515
2006,9,11,.0111435
2006,9,12,-.0051437
2006,9,13,-.0058355
2006,9,14,.0063224
2006,9,15,-.001835
2006,9,18,-.0098044
2006,9,19,.00244
2006,9,20,.0117433
2006,9,21,.0067684
2006,9,22,.0005181
2006,9,25,-.0033931
2006,9,26,-.0120026
2006,9,27,-.0122598
2006,9,28,-.0008343
2006,9,29,.0078195
2006,10,2,-.006578
2006,10,3,.0066545
2006,10,4,-.0011076
2006,10,5,-.0103508
2006,10,6,-.0029837
2006,10,9,-.0058072
2006,10,10,-.0030828
2006,10,11,-.0053892
2006,10,13,-.0019821
2006,10,16,-.0080743
2006,10,17,.0020839
2006,10,18,.0111309
2006,10,19,-.0056098
2006,10,20,.0044463
2006,10,23,-.0005469
2006,10,24,-.0143003
2006,10,25,-.0106876
2006,10,26,.0087422
2006,10,27,.0060315
2006,10,30,.0082566
2006,10,31,-.0035236
2006,11,1,-.0016054
2006,11,3,.0056555
2006,11,6,-.0034778
2006,11,7,.0050049
2006,11,8,.0031248
2006,11,9,.00615
2006,11,10,.0082086
2006,11,13,.0073723
2006,11,14,-.005284
2006,11,16,.0048199
2006,11,17,.0073406
2006,11,21,-.0056238
2006,11,22,.0112242
2006,11,23,-.0006337
2006,11,24,.0079584
2006,11,27,.0027672
2006,11,28,.0067492
2006,11,29,-.0084858
2006,11,30,.000863
2006,12,1,.0089909
2006,12,4,-.0109722
2006,12,5,-.0069621
2006,12,6,-.0001921
2006,12,7,.0027009
2006,12,8,.0041689
2006,12,11,-.0057094
2006,12,12,.0144426
2006,12,13,.0054585
2006,12,14,-.0020496
2006,12,15,-.0003244
2006,12,18,.0031483
2006,12,19,.0032769
2006,12,20,-.0043433
2006,12,21,-.0030384
2006,12,22,.0044553
2006,12,26,.0006494
2006,12,27,-.0103524
2006,12,28,.0001322
2007,1,2,-.011004
2007,1,3,.0122639
2007,1,4,-7.74e-06
2007,1,5,.019463
2007,1,8,-.0133076
2007,1,9,.0152456
2007,1,10,-.0049927
2007,1,11,-.0008742
2007,1,12,-.0033541
2007,1,15,-.0023509
2007,1,16,.007055
2007,1,17,.0078994
2007,1,18,.0077753
2007,1,19,-.0089477
2007,1,22,-.0007564
2007,1,23,.0002267
2007,1,24,-.0038645
2007,1,26,.0022346
2007,1,29,.0091079
2007,1,30,-.0023721
2007,1,31,-.0111956
2007,2,1,.0084542
2007,2,2,-.0036581
2007,2,5,-.0054901
2007,2,6,-.0033989
2007,2,7,.012617
2007,2,8,.0020951
2007,2,9,.008773
2007,2,12,.0023694
2007,2,13,-.0121355
2007,2,14,-.0109065
2007,2,15,.0002591
2007,2,16,.0078913
2007,2,21,.010829
2007,2,22,-.0032037
2007,2,23,.0079923
2007,2,26,-.0004209
2007,2,27,-.0044598
2007,2,28,-.0060313
2007,3,1,.0037984
2007,3,2,.013648
2007,3,5,.0045969
2007,3,6,-.008077
2007,3,7,.00479
2007,3,8,-.0023048
2007,3,9,-.0066364
2007,3,12,.0092189
2007,3,13,.0169662
2007,3,14,-.0070535
2007,3,15,-.0057424
2007,3,16,.0051041
2007,3,19,-.020681
2007,3,20,-.0001476
2007,3,21,-.0112382
2007,3,22,.0004959
2007,3,23,-.0069423
2007,3,26,.000661
2007,3,27,.0068707
2007,3,28,.0039994
2007,3,29,-.0043573
2007,3,30,-.0079538
2007,4,2,.0121114
2007,4,3,-.0034351
2007,4,4,.0015832
2007,4,5,-.0002614
2007,4,9,-.0060843
2007,4,10,-.0028008
2007,4,11,-.0031096
2007,4,12,-.0049165
2007,4,13,-.008065
2007,4,16,-.0123432
2007,4,17,.0028606
2007,4,18,-.0036399
2007,4,19,-.0011953
2007,4,20,-.0051215
2007,4,23,.0014145
2007,4,24,.0088083
2007,4,25,.0015847
2007,4,26,.0050813
2007,4,27,.0037098
2007,4,30,.0097761
2007,5,2,-.0010637
2007,5,3,-.0108167
2007,5,4,-.0059052
2007,5,7,-.0006253
2007,5,8,-.0047022
2007,5,9,-.0149634
2007,5,10,.0064276
2007,5,11,-.0056441
2007,5,14,.0066834
2007,5,15,-.0013989
2007,5,16,-.015
2007,5,17,.0011
2007,5,18,-.0096881
2007,5,21,-.0016916
2007,5,22,.0112509
2007,5,23,.0106703
2007,5,24,.0096552
2007,5,25,-.007741
2007,5,28,.0022857
2007,5,29,.0004732
2007,5,30,-.0097905
2007,5,31,.0019886
2007,6,1,-.0117284
2007,6,4,.0019993
2007,6,5,-.0052839
2007,6,6,.0114186
2007,6,8,.0012301
2007,6,11,-.0040397
2007,6,12,.0023716
2007,6,13,-.0102754
2007,6,14,-.0087427
2007,6,15,-.0100609
2007,6,18,.001943
2007,6,19,.0002229
2007,6,20,.0035724
2007,6,21,-.0035871
2007,6,22,.0002337
2007,6,25,-.0015045
2007,6,26,.0064561
2007,6,27,.0022059
2007,6,28,-.0019277
2007,6,29,-.0077827
2007,7,2,-.0130839
2007,7,3,.0042193
2007,7,4,.00509
2007,7,5,-.0048709
2007,7,6,-.0044247
2007,7,10,.007007
2007,7,11,-.0025147
2007,7,12,-.0111818
2007,7,13,-.0022633
2007,7,16,-.0053206
2007,7,17,.0024389
2007,7,18,.0034711
2007,7,19,.0049522
2007,7,20,.0153095
2007,7,23,-.0012995
2007,7,24,.0088239
2007,7,25,-.004051
2007,7,26,.0043303
2007,7,27,.0104914
2007,7,30,-.0005545
2007,7,31,.0098807
2007,8,1,-.005366
2007,8,2,-.0036254
2007,8,3,.046456
2007,8,6,.010454
2007,8,7,.0009707
2007,8,8,-.0040627
2007,8,9,.0067844
2007,8,10,-.0076945
2007,8,13,.0063367
2007,8,14,.0114251
2007,8,15,.0117025
2007,8,16,-.0160722
2007,8,17,.0111366
2007,8,20,-.0116693
2007,8,21,.0085728
2007,8,22,-.0030902
2007,8,23,.0052606
2007,8,24,-.0119748
2007,8,27,-.0016231
2007,8,28,.0047261
2007,8,29,.0015005
2007,8,30,-.0023012
2007,8,31,-.014025
2007,9,3,-.0018858
2007,9,4,.002904
2007,9,5,.010796
2007,9,6,-.0001185
2007,9,10,.0165679
2007,9,11,-.0035382
2007,9,12,-.001515
2007,9,13,-.0129113
2007,9,14,-.0010525
2007,9,17,.0037129
2007,9,18,-.0230038
2007,9,19,-.0186043
2007,9,20,-.0007153
2007,9,21,-.0069373
2007,9,24,-.010533
2007,9,25,-.0072036
2007,9,26,-.0051996
2007,9,27,-.0082495
2007,9,28,.0013969
2007,10,1,-.0175606
2007,10,2,-.0055244
2007,10,3,.0140687
2007,10,4,.0123503
2007,10,5,-.0214238
2007,10,8,.0013939
2007,10,9,-.0128274
2007,10,10,.0070737
2007,10,11,.0120537
2007,10,15,-.0029274
2007,10,16,.0151318
2007,10,17,-.0105923
2007,10,18,-.006698
2007,10,19,.0201571
2007,10,22,-.0038123
2007,10,23,.00331
2007,10,24,.0083657
2007,10,25,.0069377
2007,10,26,-.0054479
2007,10,29,-.0200468
2007,10,30,.007213
2007,10,31,-.0120237
2007,11,1,.0032717
2007,11,5,.0035029
2007,11,6,-.0149165
2007,11,7,-.0082556
2007,11,8,.0078187
2007,11,9,-.0052925
2007,11,12,.0173483
2007,11,13,-.0140111
2007,11,14,-.0046405
2007,11,16,-.0089739
2007,11,19,.0173118
2007,11,21,.0084792
2007,11,22,-.0066972
2007,11,23,.0016073
2007,11,26,.0011116
2007,11,27,-.0133494
2007,11,28,-.0235612
2007,11,29,.0009226
2007,11,30,-.0148283
2007,12,3,.0081306
2007,12,4,-.000421
2007,12,5,-.0050395
2007,12,6,-.0034429
2007,12,7,-.0055949
2007,12,10,.0065343
2007,12,11,.0037674
2007,12,12,.0049515
2007,12,13,.0055185
2007,12,14,-.0016025
2007,12,17,.0049127
2007,12,18,-.0074022
2007,12,19,-.0038604
2007,12,20,-.0027319
2007,12,21,.0000352
2007,12,26,-.0035942
2007,12,27,.0028629
2007,12,28,.0145263
2008,1,2,.0063343
2008,1,3,.0013656
2008,1,4,.0175135
2008,1,7,-.0169338
2008,1,8,-.0133183
2008,1,9,-.0171224
2008,1,10,-.0188592
2008,1,11,.0161116
2008,1,14,-.0105135
2008,1,15,.015322
2008,1,16,-.0091122
2008,1,17,.0061686
2008,1,18,-.0156116
2008,1,21,.0000978
2008,1,22,-.0192056
2008,1,23,.0055731
2008,1,24,-.0134022
2008,1,28,-.0088485
2008,1,29,-.0145309
2008,1,30,-.013825
2008,1,31,.0007724
2008,2,1,-.0051811
2008,2,6,.0242956
2008,2,7,-.0029444
2008,2,8,.0105906
2008,2,11,-.0209646
2008,2,12,-.0149059
2008,2,13,-.0056621
2008,2,14,.0099943
2008,2,15,.0061679
2008,2,18,-.0096602
2008,2,19,.0090104
2008,2,20,-.0173167
2008,2,21,-.00279
2008,2,22,-.0068322
2008,2,25,-.0016499
2008,2,26,.0004707
2008,2,27,.0049014
2008,2,28,.0077439
2008,2,29,.0180324
2008,3,3,-.022835
2008,3,4,-.0004393
2008,3,5,-.0011675
2008,3,6,.0232426
2008,3,7,.0127668
2008,3,10,.0081103
2008,3,11,-.0213534
2008,3,12,-.0000555
2008,3,13,-.0085824
2008,3,14,.0025365
2008,3,17,.0077091
2008,3,18,-.0266928
2008,3,19,.0297747
2008,3,20,-.0058329
2008,3,24,-.0018539
2008,3,25,-.0128426
2008,3,26,-.00434
2008,3,27,.0020897
2008,3,28,.0038502
2008,3,31,-.0027791
2008,4,1,-.0334805
2008,4,2,-.0081074
2008,4,3,-.0015611
2008,4,4,.0051964
2008,4,7,.007948
2008,4,8,-.005172
2008,4,9,.0126303
2008,4,10,.0041122
2008,4,11,.0118192
2008,4,14,.018593
2008,4,15,-.003319
2008,4,16,-.0229106
2008,4,17,-.000537
2008,4,18,.0033614
2008,4,22,.0000155
2008,4,23,-.0030686
2008,4,24,.0004623
2008,4,25,-.0115114
2008,4,28,.0001522
2008,4,29,.0154589
2008,4,30,-.027274
2008,5,2,.0158993
2008,5,5,.0054849
2008,5,6,.0032214
2008,5,7,.0139239
2008,5,8,-.0014452
2008,5,9,-.0031853
2008,5,12,-.0052891
2008,5,13,-.0005641
2008,5,14,.0150851
2008,5,15,-.0117927
2008,5,16,-.003046
2008,5,19,.0010494
2008,5,20,-.0035028
2008,5,21,.0132228
2008,5,23,.0135292
2008,5,26,.0074662
2008,5,27,-.0061801
2008,5,28,-.0146883
2008,5,29,.0109371
2008,5,30,-.005254
2008,6,2,.0213972
2008,6,3,.0151025
2008,6,4,.0013029
2008,6,5,-.0171823
2008,6,6,.0133629
2008,6,9,.0086234
2008,6,10,.0030351
2008,6,11,.0084185
2008,6,12,-.0047032
2008,6,13,.0012708
2008,6,16,-.0004644
2008,6,17,-.0295653
2008,6,18,.0141714
2008,6,19,-.0016019
2008,6,20,.0209983
2008,6,23,.0031311
2008,6,24,.004309
2008,6,25,-.0190625
2008,6,26,.019457
2008,6,27,-.0049166
2008,6,30,-.0008853
2008,7,1,.0087683
2008,7,2,.0057654
2008,7,3,.0228273
2008,7,4,.000876
2008,7,7,-.0090555
2008,7,8,-.0283047
2008,7,10,-.0247806
2008,7,11,.0030021
2008,7,14,-.0006009
2008,7,15,-.0134154
2008,7,16,-.0197426
2008,7,17,.0193468
2008,7,18,.0002813
2008,7,21,-.0004012
2008,7,22,-.0025501
2008,7,23,-.0011802
2008,7,24,.0142819
2008,7,25,-.0011633
2008,7,28,.0084268
2008,7,29,-.0260519
2008,7,30,-.0165569
2008,7,31,.0030971
2008,8,1,.0227831
2008,8,4,.0033426
2008,8,5,-.0152149
2008,8,6,-.000887
2008,8,7,.0006731
2008,8,8,.007934
2008,8,11,.0195937
2008,8,12,-.0045269
2008,8,13,.0029976
2008,8,14,-.0138783
2008,8,15,.0111814
2008,8,18,-.0002584
2008,8,19,-.007062
2008,8,20,-.0174121
2008,8,21,-.0047575
2008,8,22,.0008539
2008,8,25,.0173216
2008,8,26,-.0031206
2008,8,27,-.0153481
2008,8,28,-.0080868
2008,8,29,.0050937
2008,9,1,.0097078
2008,9,2,.0033465
2008,9,3,.0016551
2008,9,4,.0118749
2008,9,5,-.0134579
2008,9,8,.0211982
2008,9,9,.0166349
2008,9,10,-.0151937
2008,9,11,-.0168117
2008,9,12,.0000853
2008,9,15,.0238154
2008,9,16,-.0147003
2008,9,17,.0086283
2008,9,18,-.0481466
2008,9,19,-.0535852
2008,9,22,.0268768
2008,9,23,.0139364
2008,9,24,.0045604
2008,9,25,-.0259838
2008,9,26,.0147621
2008,9,29,.0236067
2008,9,30,-.0436209
2008,10,1,-.007878
2008,10,2,.0325118
2008,10,3,.010724
2008,10,6,-.0024103
2008,10,7,.0096242
2008,10,8,.0164102
2008,10,9,.021577
2008,10,10,.0036267
2008,10,13,-.0555718
2008,10,14,-.0065909
2008,10,15,.0438405
2008,10,16,-.021623
2008,10,17,.0106138
2008,10,20,-.0305094
2008,10,21,.009527
2008,10,22,.0529496
2008,10,23,.0137961
2008,10,24,.0166287
2008,10,27,.017994
2008,10,28,-.1332951
2008,10,29,-.009894
2008,10,30,-.0397449
2008,10,31,.0206762
2008,11,3,-.0147058
2008,11,4,.0010612
2008,11,5,.0297876
2008,11,6,.0064232
2008,11,7,.0137075
2008,11,10,.0039133
2008,11,11,-.0299996
2008,11,12,.0302741
2008,11,13,-.0363803
2008,11,14,.0117366
2008,11,17,-.0074976
2008,11,18,.0246342
2008,11,19,-.0008325
2008,11,21,.032038
2008,11,24,-.04629
2008,11,25,-.0278718
2008,11,26,-.0265155
2008,11,27,.0179219
2008,11,28,.005722
2008,12,1,.0133666
2008,12,2,-.0187472
2008,12,3,.0018874
2008,12,4,.0039914
2008,12,5,-.008448
2008,12,8,-.0480906
2008,12,9,.0053458
2008,12,10,-.0048794
2008,12,11,.018549
2008,12,12,-.0293115
2008,12,15,.0251298
2008,12,16,-.0187432
2008,12,17,.0089049
2008,12,18,.0009534
2008,12,19,.0089045
2008,12,22,.0281427
2008,12,23,.0284794
2008,12,26,-.0037813
2008,12,29,-.0048648
2008,12,30,-.0129353
2009,1,2,-.0277572
2009,1,5,-.0050353
2009,1,6,.0116284
2009,1,7,.0310231
2009,1,8,-.0082752
2009,1,9,.0243859
2009,1,12,.0241701
2009,1,13,-.0058772
2009,1,14,.0068122
2009,1,15,-.0250372
2009,1,16,.0022359
2009,1,19,.0135206
2009,1,20,.0099127
2009,1,21,-.0145307
2009,1,22,.0114783
2009,1,23,.0024589
2009,1,26,-.0113906
2009,1,27,.0028517
2009,1,28,-.0061256
2009,1,29,-.0049032
2009,1,30,.0010294
2009,2,2,.0083309
2009,2,3,-.0168172
2009,2,4,-5.17e-06
2009,2,5,-.0065233
2009,2,6,-.017475
2009,2,9,.0141323
2009,2,10,.0051672
2009,2,11,.002975
2009,2,12,.0030998
2009,2,13,.0019422
2009,2,16,.0137365
2009,2,17,.0134258
2009,2,18,-.0061991
2009,2,19,.0034044
2009,2,20,.0182157
2009,2,25,.0065944
2009,2,26,-.0001657
2009,2,27,-.0030267
2009,3,2,.0115788
2009,3,3,-.0131967
2009,3,4,-.0097833
2009,3,5,.0100645
2009,3,6,.0075434
2009,3,9,-.0050187
2009,3,10,-.0233514
2009,3,11,-.000531
2009,3,12,-.0159473
2009,3,13,-.0043634
2009,3,16,.0133611
2009,3,17,-.0227853
2009,3,18,-.0094225
2009,3,19,.0028713
2009,3,20,.0055331
2009,3,23,-.0214028
2009,3,24,.0177129
2009,3,25,-.0032752
2009,3,26,-.0039759
2009,3,27,.0102994
2009,3,30,.0074432
2009,3,31,-.0146433
2009,4,1,-.0121137
2009,4,2,-.010195
2009,4,3,-.0081
2009,4,6,-.003524
2009,4,7,.0181054
2009,4,8,.0076849
2009,4,9,-.002533
2009,4,13,.0024296
2009,4,14,.0062235
2009,4,15,.0105626
2009,4,16,.0020647
2009,4,17,.0157329
2009,4,20,.0123696
2009,4,22,-.0003039
2009,4,23,-.0045967
2009,4,24,.0059288
2009,4,27,.0177911
2009,4,28,.0090444
2009,4,29,.0018248
2009,4,30,.0010306
2009,5,4,-.0134816
2009,5,5,-.0000689
2009,5,6,-.0009627
2009,5,7,.0023946
2009,5,8,.0080338
2009,5,11,.0242014
2009,5,12,-.0066674
2009,5,13,.0022456
2009,5,14,-.0076108
2009,5,15,.0057854
2009,5,18,-.0232621
2009,5,19,.0105353
2009,5,20,.0048589
2009,5,21,.0014051
2009,5,22,.0071554
2009,5,25,.0158487
2009,5,26,-.0120637
2009,5,27,-.0067452
2009,5,28,-.0098343
2009,5,29,-.0046875
2009,6,1,.0136932
2009,6,2,.0173469
2009,6,3,.0055233
2009,6,4,.0027568
2009,6,5,.000543
2009,6,8,-.0084596
2009,6,9,-.0044366
2009,6,10,-.0022245
2009,6,12,.0020659
2009,6,15,.0093347
2009,6,16,.006911
2009,6,17,-.006261
2009,6,18,.006224
2009,6,19,.0038499
2009,6,22,-.0030724
2009,6,23,.0072143
2009,6,24,.003847
2009,6,25,-.0157285
2009,6,26,.00371
2009,6,29,-.0017672
2009,6,30,.0011901
2009,7,1,-.0010625
2009,7,2,.006197
2009,7,3,.0005077
2009,7,6,-.007939
2009,7,7,.0081736
2009,7,8,.0078566
2009,7,10,-.0016359
2009,7,13,-.0034761
2009,7,14,.0078175
2009,7,15,-.0219883
2009,7,16,-.0059458
2009,7,17,.0034139
2009,7,20,.0005687
2009,7,21,.0014039
2009,7,22,.0090392
2009,7,23,-.0055371
2009,7,24,.0081063
2009,7,27,.0116524
2009,7,28,-.0020847
2009,7,29,.0104137
2009,7,30,.0071426
2009,7,31,.0161607
2009,8,3,-.009241
2009,8,4,-.0018043
2009,8,5,.007102
2009,8,6,.0078892
2009,8,7,.0034685
2009,8,10,.0002852
2009,8,11,.0061199
2009,8,12,-.0066032
2009,8,13,-.0086434
2009,8,14,-.0079443
2009,8,17,.0027358
2009,8,18,.0182962
2009,8,19,-.0018399
2009,8,20,-.0002993
2009,8,21,-.0043979
2009,8,24,.0003869
2009,8,25,.0061882
2009,8,26,-.0060071
2009,8,27,.002599
2009,8,28,.0050727
2009,8,31,.0015252
2009,9,1,.0134427
2009,9,2,.0114747
2009,9,3,-.0011177
2009,9,4,-.0035925
2009,9,8,-.0054006
2009,9,9,-.0002117
2009,9,10,-.0081751
2009,9,11,.0099385
2009,9,14,-.0021453
2009,9,15,.0012277
2009,9,16,-.0027337
2009,9,17,-.0048666
2009,9,18,-.0086233
2009,9,21,.0031004
2009,9,22,.0028389
2009,9,23,.0083682
2009,9,24,.0036108
2009,9,25,.0036629
2009,9,28,-.0024843
2009,9,29,-.0086912
2009,9,30,9.15e-06
2009,10,1,.0024537
2009,10,2,-.0082747
2009,10,5,-.0060879
2009,10,6,.0033547
2009,10,7,.014235
2009,10,8,-.0082628
2009,10,9,.0038562
2009,10,13,8.40e-06
2009,10,14,-.0035934
2009,10,15,-.0005646
2009,10,16,.010731
2009,10,19,.0169378
2009,10,20,-.0037457
2009,10,21,.0121378
2009,10,22,.0088364
2009,10,23,.0132426
2009,10,26,-.0063025
2009,10,27,.0018647
2009,10,28,.001436
2009,10,29,-.0094771
2009,10,30,.0197368
2009,11,3,-.0116546
2009,11,4,-.0098973
2009,11,5,-.0022874
2009,11,6,.0031207
2009,11,9,-.009375
2009,11,10,-.0040087
2009,11,11,-.011836
2009,11,12,.0164827
2009,11,13,-.0028356
2009,11,16,-.0048682
2009,11,17,-.0064887
2009,11,18,-.001408
2009,11,19,.012687
2009,11,23,-.0028354
2009,11,24,-.0061739
2009,11,25,-.0033569
2009,11,26,.0108602
2009,11,27,-.0035733
2009,11,30,.0106799
2009,12,1,-.0119689
2009,12,2,-.0030659
2009,12,3,.0042232
2009,12,4,-.002925
2009,12,7,-.008793
2009,12,8,.0114962
2009,12,9,-.0003186
2009,12,10,.0049878
2009,12,11,-.0059417
2009,12,14,-.0024982
2009,12,15,.0005394
2009,12,16,.0157464
2009,12,17,.0070801
2009,12,18,.0041929
2009,12,21,.0110024
2009,12,22,-.0096227
2009,12,23,.0012328
2009,12,28,-.0040473
2009,12,29,-.0022232
2009,12,30,.0036642
2010,1,4,-.0061497
2010,1,5,.002486
2010,1,6,.0088338
2010,1,7,.013003
2010,1,8,.017178
2010,1,11,.019159
2010,1,12,-.0055867
2010,1,13,.0001027
2010,1,14,.0051465
2010,1,15,.0108148
2010,1,18,.0031059
2010,1,19,-.0018537
2010,1,20,.0128906
2010,1,21,.002522
2010,1,22,-.0074009
2010,1,26,-.0094706
2010,1,27,.001526
2010,1,28,-.0054921
2010,1,29,.0040617
2010,2,1,-.005013
2010,2,2,-.0033258
2010,2,3,-.001519
2010,2,4,.0069012
2010,2,5,-.010639
