ano,mes,dia,SMB
2005,7,11,.0069556
2005,7,12,-.0082851
2005,7,13,.0044826
2005,7,14,.0061753
2005,7,15,-.006327
2005,7,18,-.0035498
2005,7,19,-.0119533
2005,7,20,.0005152
2005,7,21,-.0237591
2005,7,22,.001562
2005,7,25,-.0053827
2005,7,26,-.0039226
2005,7,27,-.0165931
2005,7,28,.0174583
2005,7,29,.0102556
2005,8,1,-.0023207
2005,8,2,-.0026747
2005,8,3,.0101917
2005,8,4,.00669
2005,8,5,.0040345
2005,8,8,-.0198345
2005,8,9,.0007633
2005,8,10,-.0017241
2005,8,11,-.0103631
2005,8,12,.0014954
2005,8,15,-.0049207
2005,8,16,.0047827
2005,8,17,.0088552
2005,8,18,-.0038825
2005,8,19,.0011428
2005,8,22,.003207
2005,8,23,.0031274
2005,8,24,-.0060228
2005,8,25,.0027804
2005,8,26,.0013659
2005,8,29,-.0040456
2005,8,30,-.0061901
2005,8,31,-.0043909
2005,9,1,-.0027102
2005,9,2,.0016869
2005,9,5,.0050325
2005,9,6,-.0029225
2005,9,8,-.0044753
2005,9,9,.0008103
2005,9,12,-.0006564
2005,9,13,.0146661
2005,9,14,.0042319
2005,9,15,-.000028
2005,9,16,-.0023414
2005,9,19,.0117964
2005,9,20,-.0145289
2005,9,21,-.0116082
2005,9,22,-.0025448
2005,9,23,-.0030875
2005,9,26,-.0044557
2005,9,27,.0086872
2005,9,28,.0051205
2005,9,29,.0038041
2005,9,30,.009196
2005,10,3,.0046729
2005,10,4,-.0028972
2005,10,5,.0124232
2005,10,6,-.0002533
2005,10,7,.0040344
2005,10,10,-.0024172
2005,10,11,-.007402
2005,10,13,.0205376
2005,10,14,-.0048846
2005,10,17,-.0145181
2005,10,18,.0020229
2005,10,19,.0277814
2005,10,20,-.0154184
2005,10,21,-.004532
2005,10,24,-.0116958
2005,10,25,.0052292
2005,10,26,.0044785
2005,10,27,-.0036484
2005,10,28,.0084208
2005,10,31,-.0168939
2005,11,1,-.0015003
2005,11,3,.0017902
2005,11,4,.0130332
2005,11,7,-.0025827
2005,11,8,-.0038033
2005,11,9,.0084044
2005,11,10,.0065248
2005,11,11,-.0021926
2005,11,14,-.0053033
2005,11,16,.001218
2005,11,17,-.0052231
2005,11,18,-.0019342
2005,11,21,-.005131
2005,11,22,.0033195
2005,11,23,-.005323
2005,11,24,.0078717
2005,11,25,-.0009064
2005,11,28,.003912
2005,11,29,-.0004758
2005,11,30,.0039238
2005,12,1,-.0053074
2005,12,2,.0104015
2005,12,5,.0466442
2005,12,6,.0007344
2005,12,7,.0112854
2005,12,8,.0047183
2005,12,9,.0031951
2005,12,12,-.0032824
2005,12,13,.0013308
2005,12,14,-.0074579
2005,12,15,-.0013327
2005,12,16,-.0058695
2005,12,19,-.0127461
2005,12,20,.0109428
2005,12,21,-.0028278
2005,12,22,.0021268
2005,12,23,-.0016304
2005,12,26,.0038877
2005,12,27,-.0048556
2005,12,28,.0026951
2005,12,29,.0062776
2006,1,2,.0114311
2006,1,3,-.0014279
2006,1,4,.0042715
2006,1,5,.0061426
2006,1,6,.0026017
2006,1,9,.0041497
2006,1,10,-.0046329
2006,1,11,.0001263
2006,1,12,-.0001451
2006,1,13,.0005512
2006,1,16,.0082346
2006,1,17,.0028526
2006,1,18,.0143983
2006,1,19,-.0020156
2006,1,20,.0064423
2006,1,23,.0030419
2006,1,24,-.0042935
2006,1,26,-.0019508
2006,1,27,.0038866
2006,1,30,-.009615
2006,1,31,-.02221
2006,2,1,-.0049348
2006,2,2,.0075387
2006,2,3,.0094497
2006,2,6,-.0135527
2006,2,7,.0059033
2006,2,8,.0124008
2006,2,9,.0012908
2006,2,10,-.0033061
2006,2,13,.0062981
2006,2,14,-.0029252
2006,2,15,-.0066293
2006,2,16,-.002562
2006,2,17,-.0023652
2006,2,20,-.0092259
2006,2,21,-.0081286
2006,2,22,-.002694
2006,2,23,.0026072
2006,2,24,.0130227
2006,3,1,.0015957
2006,3,2,.0101497
2006,3,3,.0034928
2006,3,6,.0003181
2006,3,7,.0010441
2006,3,8,-.0038479
2006,3,9,.0128875
2006,3,10,.0040319
2006,3,13,-.0091013
2006,3,14,-.0095712
2006,3,15,-.0017751
2006,3,16,.0018415
2006,3,17,-.0059124
2006,3,20,-.010265
2006,3,21,-.0062113
2006,3,22,.0035571
2006,3,23,-.0005397
2006,3,24,-.0025984
2006,3,27,.0000836
2006,3,28,-.0018483
2006,3,29,-.0082359
2006,3,30,.0071868
2006,3,31,-.0031386
2006,4,3,-.0083414
2006,4,4,.0043295
2006,4,5,-.0056482
2006,4,6,-.0079466
2006,4,7,-.0016403
2006,4,10,-.000795
2006,4,11,.0063092
2006,4,12,-.0093894
2006,4,13,-.0017255
2006,4,17,-.0138694
2006,4,18,-.010414
2006,4,19,.0032803
2006,4,20,.0079773
2006,4,24,-.0032552
2006,4,25,.0007571
2006,4,26,-.0079593
2006,4,27,.0158021
2006,4,28,-.0043225
2006,5,2,-.0100876
2006,5,3,-.0011116
2006,5,4,-.0079522
2006,5,5,-.00134
2006,5,8,-.0027044
2006,5,9,-.000665
2006,5,10,.0069147
2006,5,11,.0029607
2006,5,12,-.0033111
2006,5,15,.0122227
2006,5,16,-.000551
2006,5,17,-.0064916
2006,5,18,.0150787
2006,5,19,.0057085
2006,5,22,-.0041656
2006,5,23,-.0097375
2006,5,24,-.0095612
2006,5,25,-.0052873
2006,5,26,-.0002397
2006,5,29,-.0030775
2006,5,30,-.0012677
2006,5,31,.0097278
2006,6,1,.0004895
2006,6,2,-.0034312
2006,6,5,.0084712
2006,6,6,.0102795
2006,6,7,.0068683
2006,6,8,-.0030627
2006,6,9,.0009283
2006,6,12,.0058806
2006,6,13,.0127644
2006,6,14,-.0081818
2006,6,16,-.0171111
2006,6,19,.0106599
2006,6,20,.0024893
2006,6,21,-.0182559
2006,6,22,.0072101
2006,6,23,.0012989
2006,6,26,-.0079817
2006,6,27,-.0009381
2006,6,28,-.0080076
2006,6,29,-.0096692
2006,6,30,.0038436
2006,7,3,-.0086061
2006,7,4,.0073198
2006,7,5,-.0039401
2006,7,6,-.0031834
2006,7,7,-.0002795
2006,7,10,-.0077152
2006,7,11,-.0038191
2006,7,12,.0004277
2006,7,13,.001488
2006,7,14,.0026707
2006,7,17,.0021473
2006,7,18,.0096903
2006,7,19,-.0129275
2006,7,20,.0087942
2006,7,21,.0085296
2006,7,24,-.0144801
2006,7,25,-.0092236
2006,7,26,.0021885
2006,7,27,.0025937
2006,7,28,.0086493
2006,7,31,-.0014296
2006,8,1,-.0048351
2006,8,2,-.0073689
2006,8,3,.0043895
2006,8,4,-.0019288
2006,8,7,.0023267
2006,8,8,.0028305
2006,8,9,.0073818
2006,8,10,.0003841
2006,8,11,.0092285
2006,8,14,.0098413
2006,8,15,-.0078593
2006,8,16,-.0009214
2006,8,17,.001338
2006,8,18,-.0026892
2006,8,21,-.0051997
2006,8,22,.0032648
2006,8,23,.006416
2006,8,24,-.0006637
2006,8,25,.0065071
2006,8,28,-.0087536
2006,8,29,.0108929
2006,8,30,.008289
2006,8,31,.0156666
2006,9,1,-.0201658
2006,9,4,.0014099
2006,9,5,.0111118
2006,9,6,.017109
2006,9,8,.0148115
2006,9,11,.0014218
2006,9,12,-.0001041
2006,9,13,-.0057523
2006,9,14,.0049401
2006,9,15,-.0038151
2006,9,18,-.0116997
2006,9,19,-.0022388
2006,9,20,.0002939
2006,9,21,.0002775
2006,9,22,.0022736
2006,9,25,-.0030941
2006,9,26,-.0028567
2006,9,27,-.0084701
2006,9,28,.0019568
2006,9,29,.0163744
2006,10,2,-.0025395
2006,10,3,.0104081
2006,10,4,.0008392
2006,10,5,-.0114184
2006,10,6,.0012952
2006,10,9,.000457
2006,10,10,-.0046011
2006,10,11,.0048396
2006,10,13,-.0034193
2006,10,16,-.00868
2006,10,17,.0102702
2006,10,18,.0120889
2006,10,19,.0022628
2006,10,20,.0065351
2006,10,23,.0041905
2006,10,24,-.0079231
2006,10,25,-.0071427
2006,10,26,-.0003695
2006,10,27,-.004812
2006,10,30,.0065819
2006,10,31,.0065085
2006,11,1,.0044188
2006,11,3,.005476
2006,11,6,-.0042475
2006,11,7,.000708
2006,11,8,.0038063
2006,11,9,.0097
2006,11,10,.002448
2006,11,13,-.0038945
2006,11,14,.0044308
2006,11,16,.005255
2006,11,17,.0047639
2006,11,21,-.0008951
2006,11,22,.002985
2006,11,23,.0120111
2006,11,24,.0120605
2006,11,27,.0012233
2006,11,28,.0047802
2006,11,29,-.0096192
2006,11,30,-.0016239
2006,12,1,.0105312
2006,12,4,-.0044693
2006,12,5,-.0030885
2006,12,6,-.0030107
2006,12,7,-.0000166
2006,12,8,-.001305
2006,12,11,-.0047321
2006,12,12,.0040973
2006,12,13,.000287
2006,12,14,-.0083197
2006,12,15,.0119594
2006,12,18,-.0029782
2006,12,19,-.0010231
2006,12,20,-.001584
2006,12,21,-.0015485
2006,12,22,.0030865
2006,12,26,.0010599
2006,12,27,-.0033768
2006,12,28,.0021479
2007,1,2,-.0024523
2007,1,3,.0174912
2007,1,4,.0107131
2007,1,5,.0170976
2007,1,8,-.010356
2007,1,9,.0060319
2007,1,10,-.0095615
2007,1,11,.0031693
2007,1,12,-.0022947
2007,1,15,-.0019463
2007,1,16,-.0033915
2007,1,17,.0074545
2007,1,18,.0090261
2007,1,19,-.0014742
2007,1,22,-.002815
2007,1,23,.0008759
2007,1,24,-.0026803
2007,1,26,.0021607
2007,1,29,.0147462
2007,1,30,-.0039198
2007,1,31,-.0079103
2007,2,1,.0138099
2007,2,2,-.0002863
2007,2,5,.0038849
2007,2,6,-.0037797
2007,2,7,.0099024
2007,2,8,-.0046584
2007,2,9,.0071999
2007,2,12,.006348
2007,2,13,-.0158178
2007,2,14,-.0148235
2007,2,15,.0090197
2007,2,16,.0041405
2007,2,21,.0095517
2007,2,22,-.0026469
2007,2,23,.0020808
2007,2,26,-.0008395
2007,2,27,.00369
2007,2,28,-.0065527
2007,3,1,.0047869
2007,3,2,-.0038273
2007,3,5,-.0002233
2007,3,6,.0027464
2007,3,7,.0018234
2007,3,8,-.0032424
2007,3,9,-.0052263
2007,3,12,.0079069
2007,3,13,.0038007
2007,3,14,-.0087542
2007,3,15,-.0098303
2007,3,16,.0061056
2007,3,19,-.0134492
2007,3,20,.0001622
2007,3,21,-.0129311
2007,3,22,.0120217
2007,3,23,.0018072
2007,3,26,.0051483
2007,3,27,.007225
2007,3,28,.0026121
2007,3,29,-.0096979
2007,3,30,-.0080032
2007,4,2,.0031002
2007,4,3,4.48e-07
2007,4,4,.006955
2007,4,5,-.0006944
2007,4,9,-.0098857
2007,4,10,-.0087232
2007,4,11,-.0080724
2007,4,12,-.0004192
2007,4,13,-.0044311
2007,4,16,-.007687
2007,4,17,.0006758
2007,4,18,.0004741
2007,4,19,.0015425
2007,4,20,.001161
2007,4,23,.0009426
2007,4,24,.0034856
2007,4,25,.00373
2007,4,26,.004182
2007,4,27,.002466
2007,4,30,.0077302
2007,5,2,-.0004282
2007,5,3,-.0025606
2007,5,4,-.0063899
2007,5,7,-.0005781
2007,5,8,-.0021402
2007,5,9,-.0053645
2007,5,10,.0116598
2007,5,11,-.0003891
2007,5,14,-.0009039
2007,5,15,.0046495
2007,5,16,-.0108484
2007,5,17,.0045005
2007,5,18,-.0075867
2007,5,21,-.0019612
2007,5,22,.0032222
2007,5,23,.0122529
2007,5,24,.0086005
2007,5,25,-.0051972
2007,5,28,-.0012164
2007,5,29,.0008587
2007,5,30,-.0085034
2007,5,31,.011843
2007,6,1,-.0068036
2007,6,4,-.0016222
2007,6,5,-.0046735
2007,6,6,.0043105
2007,6,8,-.0028636
2007,6,11,-.0050871
2007,6,12,.0070618
2007,6,13,-.0039792
2007,6,14,.0018575
2007,6,15,-.0006023
2007,6,18,-.0061462
2007,6,19,-.0008207
2007,6,20,.00686
2007,6,21,-.0015847
2007,6,22,.0023609
2007,6,25,.0004658
2007,6,26,.0021324
2007,6,27,.0000954
2007,6,28,.0054497
2007,6,29,-.005653
2007,7,2,-.0029937
2007,7,3,.0005025
2007,7,4,.0029165
2007,7,5,-.0022419
2007,7,6,.0005387
2007,7,10,.006312
2007,7,11,-.0012061
2007,7,12,-.0119784
2007,7,13,.0035356
2007,7,16,-.0059545
2007,7,17,-.003718
2007,7,18,.0021116
2007,7,19,.0060389
2007,7,20,.0079798
2007,7,23,.0062769
2007,7,24,.0049521
2007,7,25,-.0025906
2007,7,26,.0012596
2007,7,27,.0111714
2007,7,30,-.0035163
2007,7,31,.0105258
2007,8,1,-.0125597
2007,8,2,-.0089075
2007,8,3,.0358387
2007,8,6,.0007177
2007,8,7,-.0048838
2007,8,8,-.0032457
2007,8,9,.0034063
2007,8,10,-.0007514
2007,8,13,.0026568
2007,8,14,.009742
2007,8,15,-.000816
2007,8,16,-.0243848
2007,8,17,.0102114
2007,8,20,-.0115568
2007,8,21,-.0055574
2007,8,22,-.0100381
2007,8,23,.0042283
2007,8,24,-.0073489
2007,8,27,.0016179
2007,8,28,-.0023201
2007,8,29,-.0082111
2007,8,30,.0011501
2007,8,31,-.0118423
2007,9,3,.0130521
2007,9,4,-.0019828
2007,9,5,.0073581
2007,9,6,.0014577
2007,9,10,.0185
2007,9,11,-.0078227
2007,9,12,.002485
2007,9,13,-.0083405
2007,9,14,-.0069487
2007,9,17,-.0028492
2007,9,18,-.0216438
2007,9,19,-.0114167
2007,9,20,.0042053
2007,9,21,-.0027273
2007,9,24,-.0039994
2007,9,25,-.0080312
2007,9,26,-.0019371
2007,9,27,.0058182
2007,9,28,-.0010033
2007,10,1,-.0086392
2007,10,2,-.0020881
2007,10,3,.0139957
2007,10,4,-.0014656
2007,10,5,-.0189458
2007,10,8,-.0081725
2007,10,9,-.0109839
2007,10,10,.0118551
2007,10,11,.0066485
2007,10,15,-.0008516
2007,10,16,.0140802
2007,10,17,-.0081124
2007,10,18,.0030586
2007,10,19,.0122301
2007,10,22,-.0100274
2007,10,23,-.0030619
2007,10,24,.0047469
2007,10,25,.0069744
2007,10,26,-.0015417
2007,10,29,-.001756
2007,10,30,-.0079721
2007,10,31,-.0031939
2007,11,1,.0159763
2007,11,5,-.0054
2007,11,6,-.003412
2007,11,7,.0044576
2007,11,8,.0101192
2007,11,9,-.0031503
2007,11,12,.0122824
2007,11,13,-.0233624
2007,11,14,-.0115503
2007,11,16,-.0101778
2007,11,19,.0094493
2007,11,21,-.0204837
2007,11,22,.0028037
2007,11,23,.0049324
2007,11,26,-.0008951
2007,11,27,-.0207045
2007,11,28,-.0073454
2007,11,29,-.0035111
2007,11,30,.0016632
2007,12,3,-.00124
2007,12,4,.0009198
2007,12,5,-.0110303
2007,12,6,.0013029
2007,12,7,.004553
2007,12,10,-.0036849
2007,12,11,.0099293
2007,12,12,.0042085
2007,12,13,.0026676
2007,12,14,.0015267
2007,12,17,.0091852
2007,12,18,-.0232586
2007,12,19,-.0032806
2007,12,20,.0051065
2007,12,21,-.0069042
2007,12,26,-.0077547
2007,12,27,.0022046
2007,12,28,.0181928
2008,1,2,-.0068315
2008,1,3,.0027581
2008,1,4,.0092981
2008,1,7,-.0131776
2008,1,8,-.0125396
2008,1,9,-.0123058
2008,1,10,-.006313
2008,1,11,.0144502
2008,1,14,-.0081297
2008,1,15,.0028892
2008,1,16,.0010354
2008,1,17,-.0001434
2008,1,18,-.0098065
2008,1,21,-.0050593
2008,1,22,-.0247515
2008,1,23,-.0035431
2008,1,24,-.0178662
2008,1,28,-.021016
2008,1,29,-.0058209
2008,1,30,-.0116452
2008,1,31,-.0018145
2008,2,1,-.0164233
2008,2,6,.0183206
2008,2,7,.0026721
2008,2,8,.0037007
2008,2,11,-.0145532
2008,2,12,-.0022484
2008,2,13,.013744
2008,2,14,.0031339
2008,2,15,.0147335
2008,2,18,.0107781
2008,2,19,.0064278
2008,2,20,-.0224928
2008,2,21,-.0027656
2008,2,22,-.0047997
2008,2,25,-.007618
2008,2,26,-.0079211
2008,2,27,-.0012297
2008,2,28,.0043598
2008,2,29,.0154123
2008,3,3,-.0182903
2008,3,4,.0005391
2008,3,5,-.0018397
2008,3,6,.0144258
2008,3,7,.0050255
2008,3,10,.0003991
2008,3,11,-.0184045
2008,3,12,-.0076324
2008,3,13,-.0230458
2008,3,14,-.0110402
2008,3,17,-.0043171
2008,3,18,-.014597
2008,3,19,.0093532
2008,3,20,-.0035996
2008,3,24,-.0098769
2008,3,25,-.0137383
2008,3,26,-.0058466
2008,3,27,.0066033
2008,3,28,.0015509
2008,3,31,-.0116118
2008,4,1,-.0244312
2008,4,2,-.0047305
2008,4,3,-.007487
2008,4,4,.0039466
2008,4,7,.0046955
2008,4,8,-.0024741
2008,4,9,.0104562
2008,4,10,.0060838
2008,4,11,.0175468
2008,4,14,.0025547
2008,4,15,-.0031164
2008,4,16,-.0154926
2008,4,17,.0000559
2008,4,18,.0072417
2008,4,22,-.0018416
2008,4,23,-.0021047
2008,4,24,-.0033915
2008,4,25,-.0041521
2008,4,28,-.0010389
2008,4,29,.0136744
2008,4,30,-.024708
2008,5,2,.0437626
2008,5,5,.0074481
2008,5,6,.0074993
2008,5,7,.0059274
2008,5,8,-.0032667
2008,5,9,.0021543
2008,5,12,-.0080492
2008,5,13,-.0017083
2008,5,14,.0156092
2008,5,15,-.0076918
2008,5,16,-.0108392
2008,5,19,-.0040456
2008,5,20,-.00226
2008,5,21,.0040266
2008,5,23,.0113431
2008,5,26,.0058452
2008,5,27,-.0079132
2008,5,28,-.0102306
2008,5,29,.007099
2008,5,30,-.0032171
2008,6,2,.019403
2008,6,3,.0114128
2008,6,4,.0006486
2008,6,5,-.0160798
2008,6,6,.0111549
2008,6,9,-8.74e-06
2008,6,10,-.008395
2008,6,11,.0045558
2008,6,12,-.001812
2008,6,13,-.0014895
2008,6,16,.0030657
2008,6,17,-.0224126
2008,6,18,.0058401
2008,6,19,-.0123972
2008,6,20,.0115568
2008,6,23,.0203182
2008,6,24,.0035764
2008,6,25,-.0159864
2008,6,26,.0110215
2008,6,27,-.0027769
2008,6,30,-.0065251
2008,7,1,.0109676
2008,7,2,-.0056959
2008,7,3,.0150032
2008,7,4,.0012819
2008,7,7,-.004236
2008,7,8,-.020784
2008,7,10,-.0143262
2008,7,11,.0086312
2008,7,14,.0068711
2008,7,15,-.0130653
2008,7,16,-.0168558
2008,7,17,.0116344
2008,7,18,.0032331
2008,7,21,-.0045915
2008,7,22,.0047013
2008,7,23,.0008344
2008,7,24,.0118417
2008,7,25,.0036476
2008,7,28,.0051292
2008,7,29,-.0216201
2008,7,30,-.0153217
2008,7,31,.001978
2008,8,1,.0136725
2008,8,4,-.0037147
2008,8,5,-.022178
2008,8,6,-.0025125
2008,8,7,.0129078
2008,8,8,.0032506
2008,8,11,.0197337
2008,8,12,-.001638
2008,8,13,.004106
2008,8,14,-.0224178
2008,8,15,.0051855
2008,8,18,.0013269
2008,8,19,-.0102991
2008,8,20,-.0144248
2008,8,21,.0004777
2008,8,22,-.0053974
2008,8,25,.0110793
2008,8,26,-.0007324
2008,8,27,-.0178182
2008,8,28,-.0111223
2008,8,29,.0059145
2008,9,1,.010156
2008,9,2,.0008615
2008,9,3,.0000261
2008,9,4,.0033674
2008,9,5,-.0145217
2008,9,8,.0188298
2008,9,9,.0020677
2008,9,10,-.0142471
2008,9,11,-.0224825
2008,9,12,-.0047312
2008,9,15,.0174167
2008,9,16,-.0277975
2008,9,17,-.000118
2008,9,18,-.0404674
2008,9,19,-.035031
2008,9,22,.0167156
2008,9,23,-.0029305
2008,9,24,-.004
2008,9,25,-.032423
2008,9,26,-.0069433
2008,9,29,-.0040465
2008,9,30,-.0313501
2008,10,1,-.017373
2008,10,2,.0125181
2008,10,3,.0076952
2008,10,6,-.0403356
2008,10,7,.002948
2008,10,8,.0018612
2008,10,9,.0278849
2008,10,10,-.0120634
2008,10,13,-.0401383
2008,10,14,.0189912
2008,10,15,.0153077
2008,10,16,-.0452309
2008,10,17,.0407343
2008,10,20,-.0144357
2008,10,21,.0287604
2008,10,22,.0451855
2008,10,23,.0048018
2008,10,24,-.0202975
2008,10,27,.0177714
2008,10,28,-.1061393
2008,10,29,.0032124
2008,10,30,-.051072
2008,10,31,.0055549
2008,11,3,-.0081272
2008,11,4,.0091765
2008,11,5,.0226906
2008,11,6,.0004664
2008,11,7,.0169058
2008,11,10,.0195104
2008,11,11,-.0334271
2008,11,12,.0248163
2008,11,13,-.0470769
2008,11,14,.0023077
2008,11,17,-.0179251
2008,11,18,.0216954
2008,11,19,-.0027146
2008,11,21,.0232974
2008,11,24,-.0282192
2008,11,25,-.0119923
2008,11,26,-.0336249
2008,11,27,.017792
2008,11,28,.0128838
2008,12,1,.0070267
2008,12,2,-.0171217
2008,12,3,.0001522
2008,12,4,-.0049078
2008,12,5,-.0165883
2008,12,8,-.033653
2008,12,9,.0002922
2008,12,10,-.0039935
2008,12,11,.0298469
2008,12,12,-.0299182
2008,12,15,.0325039
2008,12,16,-.0122504
2008,12,17,.0127259
2008,12,18,-.0022852
2008,12,19,.0097092
2008,12,22,.0306108
2008,12,23,.0183294
2008,12,26,.0037992
2008,12,29,.0075429
2008,12,30,.0007749
2009,1,2,-.0214311
2009,1,5,.0072806
2009,1,6,.0335898
2009,1,7,.034295
2009,1,8,-.0020216
2009,1,9,.0102473
2009,1,12,.0013609
2009,1,13,-.0062853
2009,1,14,-.0097156
2009,1,15,-.0073502
2009,1,16,.0057864
2009,1,19,.01347
2009,1,20,-.0088091
2009,1,21,-.0183732
2009,1,22,-.0017665
2009,1,23,.0109161
2009,1,26,-.0120677
2009,1,27,.0043426
2009,1,28,.0136786
2009,1,29,.0074925
2009,1,30,.0067692
2009,2,2,.0114853
2009,2,3,-.017023
2009,2,4,-.0094014
2009,2,5,-.0058795
2009,2,6,-.0151611
2009,2,9,.0100436
2009,2,10,.0007101
2009,2,11,.0054961
2009,2,12,-.0042973
2009,2,13,.0019535
2009,2,16,.0105881
2009,2,17,.0096895
2009,2,18,-.0058444
2009,2,19,-.0006513
2009,2,20,-.0003274
2009,2,25,-.0035902
2009,2,26,.0001387
2009,2,27,-.0082854
2009,3,2,-.0017406
2009,3,3,-.0038024
2009,3,4,-.0105711
2009,3,5,.0155412
2009,3,6,.001695
2009,3,9,-.0068594
2009,3,10,-.0225607
2009,3,11,.0058057
2009,3,12,-.0113469
2009,3,13,-.0007775
2009,3,16,.0116881
2009,3,17,-.0140647
2009,3,18,-.009553
2009,3,19,.0083408
2009,3,20,-.0004498
2009,3,23,-.0150567
2009,3,24,.0129125
2009,3,25,-.0077127
2009,3,26,.0012023
2009,3,27,.0075261
2009,3,30,.0158679
2009,3,31,-.0181251
2009,4,1,.0053957
2009,4,2,.0093919
2009,4,3,-.0045325
2009,4,6,.0026899
2009,4,7,.0135555
2009,4,8,.0243686
2009,4,9,-.0055241
2009,4,13,.0115739
2009,4,14,.0007639
2009,4,15,.0118641
2009,4,16,-.0076289
2009,4,17,.0090199
2009,4,20,.0063052
2009,4,22,.0202118
2009,4,23,-.0057558
2009,4,24,.0206427
2009,4,27,.026871
2009,4,28,.0054891
2009,4,29,.0069956
2009,4,30,.0083062
2009,5,4,.0052714
2009,5,5,.0009486
2009,5,6,-.0018982
2009,5,7,.0183871
2009,5,8,.0073378
2009,5,11,.01655
2009,5,12,.0017992
2009,5,13,.0043643
2009,5,14,-.0085882
2009,5,15,.0098962
2009,5,18,-.009213
2009,5,19,.0086785
2009,5,20,-.0010611
2009,5,21,-.000964
2009,5,22,.0062048
2009,5,25,.008581
2009,5,26,-.0046654
2009,5,27,-.0096982
2009,5,28,-.0125156
2009,5,29,-.0073134
2009,6,1,.0040488
2009,6,2,-.0028912
2009,6,3,.0046635
2009,6,4,.0052078
2009,6,5,.0052128
2009,6,8,-.005335
2009,6,9,.0013091
2009,6,10,.0035397
2009,6,12,.002782
2009,6,15,.0118896
2009,6,16,.0104929
2009,6,17,-.0026929
2009,6,18,.0042557
2009,6,19,.0033495
2009,6,22,-.0044005
2009,6,23,.009446
2009,6,24,.0099617
2009,6,25,-.0154234
2009,6,26,-.0016857
2009,6,29,.0034454
2009,6,30,.0031022
2009,7,1,.001077
2009,7,2,.0099146
2009,7,3,.0096786
2009,7,6,-.0077957
2009,7,7,.0107326
2009,7,8,.007108
2009,7,10,.0044184
2009,7,13,-.0013629
2009,7,14,.0077847
2009,7,15,-.0119175
2009,7,16,-.0049992
2009,7,17,.0043092
2009,7,20,.0069587
2009,7,21,.0015612
2009,7,22,.0057705
2009,7,23,-.0029885
2009,7,24,.0112043
2009,7,27,.0102858
2009,7,28,.0000289
2009,7,29,.0030098
2009,7,30,.0030809
2009,7,31,.0149217
2009,8,3,.0046053
2009,8,4,.0034425
2009,8,5,.0118326
2009,8,6,.0064331
2009,8,7,1.16e-06
2009,8,10,.0007118
2009,8,11,.0095796
2009,8,12,.0007782
2009,8,13,-.0077154
2009,8,14,-.0054447
2009,8,17,-.0007248
2009,8,18,.0229504
2009,8,19,-.003773
2009,8,20,.0000199
2009,8,21,.0024797
2009,8,24,-.0031408
2009,8,25,-.0007296
2009,8,26,.0073939
2009,8,27,.0042379
2009,8,28,.0037401
2009,8,31,-.0044499
2009,9,1,.0098745
2009,9,2,.0057913
2009,9,3,.0021554
2009,9,4,.003441
2009,9,8,.0001082
2009,9,9,-.0046241
2009,9,10,-.005555
2009,9,11,.0123035
2009,9,14,-.0005112
2009,9,15,-.0012096
2009,9,16,-.0069014
2009,9,17,-.0099603
2009,9,18,.0020719
2009,9,21,.0155615
2009,9,22,.0014132
2009,9,23,-.0002981
2009,9,24,.0053639
2009,9,25,.0075087
2009,9,28,-.0065739
2009,9,29,-.0076649
2009,9,30,.0061022
2009,10,1,.0007946
2009,10,2,-.0076863
2009,10,5,-.0055753
2009,10,6,.0062506
2009,10,7,.0169182
2009,10,8,-.0032201
2009,10,9,.0014395
2009,10,13,.0167602
2009,10,14,-.0050898
2009,10,15,-.0101693
2009,10,16,.0060088
2009,10,19,.0133178
2009,10,20,.0002086
2009,10,21,.0116762
2009,10,22,.0070774
2009,10,23,.0081502
2009,10,26,-.005732
2009,10,27,-.0042969
2009,10,28,-.0013649
2009,10,29,-.0015942
2009,10,30,.0154527
2009,11,3,-.0081243
2009,11,4,-.0105779
2009,11,5,-.0034986
2009,11,6,.0092382
2009,11,9,-.003332
2009,11,10,-.0025557
2009,11,11,-.0124687
2009,11,12,.0108847
2009,11,13,-.0007419
2009,11,16,-.0051023
2009,11,17,-.0075357
2009,11,18,-.0037532
2009,11,19,.0106633
2009,11,23,.0006847
2009,11,24,-.0016441
2009,11,25,-.001453
2009,11,26,.0041531
2009,11,27,-.0039782
2009,11,30,.0157904
2009,12,1,-.0101665
2009,12,2,-.0010767
2009,12,3,-.0014824
2009,12,4,-.0022849
2009,12,7,-.0104966
2009,12,8,.0069096
2009,12,9,.0012589
2009,12,10,.0021281
2009,12,11,-.0063169
2009,12,14,-.007036
2009,12,15,-.0007084
2009,12,16,.0176435
2009,12,17,.0042247
2009,12,18,.0055662
2009,12,21,.0100087
2009,12,22,-.0084716
2009,12,23,.0061208
2009,12,28,-.001035
2009,12,29,-.003584
2009,12,30,.0123543
2010,1,4,-.0054407
2010,1,5,-.0041095
2010,1,6,.0143793
2010,1,7,.0098373
2010,1,8,.0096126
2010,1,11,.0100281
2010,1,12,.00351
2010,1,13,.0063945
2010,1,14,-.001072
2010,1,15,.0094962
2010,1,18,.0035551
2010,1,19,.0011174
2010,1,20,.0037607
2010,1,21,-.0045736
2010,1,22,.0004727
2010,1,26,-.0030285
2010,1,27,-.0041928
2010,1,28,-.0028612
2010,1,29,.0039447
2010,2,1,-.0022539
2010,2,2,.0043917
2010,2,3,-.0011194
