ano,mes,dia,Swap_1M
2021,12,14,.0003475
2021,12,15,.0003475
2021,12,16,.0003475
2021,12,17,.0003479
2021,12,20,.0003479
2021,12,21,.0003475
2021,12,22,.0003479
2021,12,23,.0003479
2021,12,27,.0003479
2021,12,28,.0003475
2021,12,29,.0003479
2021,12,30,.0003475
2022,1,3,.00035
2022,1,4,.0003522
2022,1,5,.0003544
2022,1,6,.0003537
2022,1,7,.0003558
2022,1,10,.0003613
2022,1,11,.0003638
2022,1,12,.0003656
2022,1,13,.0003649
2022,1,14,.0003671
2022,1,17,.0003718
2022,1,18,.000374
2022,1,19,.0003761
2022,1,20,.0003776
2022,1,21,.000379
2022,1,24,.0003823
2022,1,25,.0003848
2022,1,26,.0003869
2022,1,27,.0003891
2022,1,28,.0003913
2022,1,31,.0003941
2022,2,1,.0003966
2022,2,2,.000401
2022,2,3,.0004035
2022,2,4,.0004042
2022,2,7,.0004067
2022,2,8,.0004074
2022,2,9,.0004085
2022,2,10,.0004092
2022,2,11,.0004099
2022,2,14,.0004121
2022,2,15,.0004124
2022,2,16,.0004131
2022,2,17,.0004139
2022,2,18,.0004146
2022,2,21,.0004164
2022,2,22,.0004174
2022,2,23,.0004174
2022,2,24,.0004189
2022,2,25,.0004192
2022,3,2,.0004203
2022,3,3,.0004228
2022,3,4,.0004256
2022,3,7,.0004288
2022,3,8,.0004299
2022,3,9,.0004303
2022,3,10,.0004321
2022,3,11,.0004338
2022,3,14,.0004367
2022,3,15,.000436
2022,3,16,.0004381
2022,3,17,.0004374
2022,3,18,.0004374
2022,3,21,.0004374
2022,3,22,.0004374
2022,3,23,.0004374
2022,3,24,.0004374
2022,3,25,.0004374
2022,3,28,.0004374
2022,3,29,.0004374
2022,3,30,.0004374
2022,3,31,.0004374
2022,4,1,.0004374
2022,4,4,.0004406
2022,4,5,.000442
2022,4,6,.0004434
2022,4,7,.0004431
2022,4,8,.0004445
2022,4,11,.0004484
2022,4,12,.0004498
2022,4,13,.0004509
2022,4,14,.0004512
2022,4,18,.0004551
2022,4,19,.0004562
2022,4,20,.0004576
2022,4,22,.0004587
2022,4,25,.0004608
2022,4,26,.0004619
2022,4,27,.000464
2022,4,28,.0004654
2022,4,29,.0004664
2022,5,2,.0004679
2022,5,3,.0004703
2022,5,4,.0004721
2022,5,5,.0004735
2022,5,6,.0004738
2022,5,9,.0004753
2022,5,10,.0004753
2022,5,11,.0004756
2022,5,12,.000476
2022,5,13,.0004767
2022,5,16,.000477
2022,5,17,.0004777
2022,5,18,.0004777
2022,5,19,.0004777
2022,5,20,.0004781
2022,5,23,.0004788
2022,5,24,.0004795
2022,5,25,.0004798
2022,5,26,.0004802
2022,5,27,.0004805
2022,5,30,.0004809
2022,5,31,.0004812
2022,6,1,.0004819
2022,6,2,.0004826
2022,6,3,.0004834
2022,6,6,.0004848
2022,6,7,.0004862
2022,6,8,.0004865
2022,6,9,.0004865
2022,6,10,.0004879
2022,6,13,.0004893
2022,6,14,.0004911
2022,6,15,.0004914
2022,6,17,.0004904
2022,6,20,.0004904
2022,6,21,.0004907
2022,6,22,.0004904
2022,6,23,.0004904
2022,6,24,.0004904
2022,6,27,.0004904
2022,6,28,.0004904
2022,6,29,.0004904
2022,6,30,.0004904
2022,7,1,.0004904
2022,7,4,.0004918
2022,7,5,.0004925
2022,7,6,.0004932
2022,7,7,.0004925
2022,7,8,.0004935
2022,7,11,.0004953
2022,7,12,.0004956
2022,7,13,.0004963
2022,7,14,.0004963
2022,7,15,.000497
2022,7,18,.0004984
2022,7,19,.0004991
2022,7,20,.0004998
2022,7,21,.0005002
2022,7,22,.0005009
2022,7,25,.0005016
2022,7,26,.0005023
2022,7,27,.0005033
2022,7,28,.0005037
2022,7,29,.0005044
2022,8,1,.0005051
2022,8,2,.0005061
2022,8,3,.0005068
2022,8,4,.0005082
2022,8,5,.0005082
2022,8,8,.0005082
2022,8,9,.0005082
2022,8,10,.0005082
2022,8,11,.0005082
2022,8,12,.0005082
2022,8,15,.0005086
2022,8,16,.0005082
2022,8,17,.0005082
2022,8,18,.0005082
2022,8,19,.0005082
2022,8,22,.0005086
2022,8,23,.0005086
2022,8,24,.0005086
2022,8,25,.0005086
2022,8,26,.0005086
2022,8,29,.0005086
2022,8,30,.0005086
2022,8,31,.0005089
2022,9,1,.0005089
2022,9,2,.0005086
2022,9,5,.0005086
2022,9,6,.0005096
2022,9,8,.0005096
2022,9,9,.0005096
2022,9,12,.0005096
2022,9,13,.0005103
2022,9,14,.0005103
2022,9,15,.0005107
2022,9,16,.000511
2022,9,19,.0005107
2022,9,20,.0005107
2022,9,21,.0005103
2022,9,22,.0005082
2022,9,23,.0005082
2022,9,26,.0005082
2022,9,27,.0005079
2022,9,28,.0005082
2022,9,29,.0005082
2022,9,30,.0005082
2022,10,3,.0005082
2022,10,4,.0005082
2022,10,5,.0005082
2022,10,6,.0005082
2022,10,7,.0005082
2022,10,10,.0005082
2022,10,11,.0005082
2022,10,13,.0005082
2022,10,14,.0005082
2022,10,17,.0005082
2022,10,18,.0005082
2022,10,19,.0005082
2022,10,20,.0005082
2022,10,21,.0005086
2022,10,24,.0005086
2022,10,25,.0005082
2022,10,26,.0005082
2022,10,27,.0005079
2022,10,28,.0005079
2022,10,31,.0005079
2022,11,1,.0005082
2022,11,3,.0005082
2022,11,4,.0005082
2022,11,7,.0005082
2022,11,8,.0005082
2022,11,9,.0005082
2022,11,10,.0005093
2022,11,11,.0005096
2022,11,14,.0005093
2022,11,16,.0005096
2022,11,17,.0005096
2022,11,18,.0005093
2022,11,21,.0005093
2022,11,22,.0005093
2022,11,23,.0005096
2022,11,24,.0005096
2022,11,25,.0005096
2022,11,28,.0005096
2022,11,29,.0005093
2022,11,30,.0005089
2022,12,1,.0005086
2022,12,2,.0005086
2022,12,5,.0005086
2022,12,6,.0005086
2022,12,7,.0005086
2022,12,8,.0005082
2022,12,9,.0005082
2022,12,12,.0005082
2022,12,13,.0005082
2022,12,14,.0005082
2022,12,15,.0005086
2022,12,16,.0005082
2022,12,19,.0005082
2022,12,20,.0005082
2022,12,21,.0005082
2022,12,22,.0005082
2022,12,23,.0005082
2022,12,26,.0005086
2022,12,27,.0005082
2022,12,28,.0005082
2022,12,29,.0005079
2023,1,2,.0005082
2023,1,3,.0005082
2023,1,4,.0005082
2023,1,5,.0005082
2023,1,6,.0005082
2023,1,9,.0005082
2023,1,10,.0005082
2023,1,11,.0005082
2023,1,12,.0005082
2023,1,13,.0005082
2023,1,16,.0005082
2023,1,17,.0005082
2023,1,18,.0005082
2023,1,19,.0005082
2023,1,20,.0005082
2023,1,23,.0005082
2023,1,24,.0005082
2023,1,25,.0005082
2023,1,26,.0005082
2023,1,27,.0005082
2023,1,30,.0005079
2023,1,31,.0005079
2023,2,1,.0005079
2023,2,2,.0005082
2023,2,3,.0005082
2023,2,6,.0005082
2023,2,7,.0005082
2023,2,8,.0005079
2023,2,9,.0005079
2023,2,10,.0005079
2023,2,13,.0005079
2023,2,14,.0005082
2023,2,15,.0005079
2023,2,16,.0005079
2023,2,17,.0005079
2023,2,22,.0005079
2023,2,23,.0005082
2023,2,24,.0005079
2023,2,27,.0005079
2023,2,28,.0005079
2023,3,1,.0005079
2023,3,2,.0005079
2023,3,3,.0005079
2023,3,6,.0005079
2023,3,7,.0005079
2023,3,8,.0005079
2023,3,9,.0005079
2023,3,10,.0005079
2023,3,13,.0005068
2023,3,14,.0005072
2023,3,15,.0005072
2023,3,16,.0005075
2023,3,17,.0005075
2023,3,20,.0005075
2023,3,21,.0005079
2023,3,22,.0005079
2023,3,23,.0005079
2023,3,24,.0005079
2023,3,27,.0005082
2023,3,28,.0005079
2023,3,29,.0005079
2023,3,30,.0005079
2023,3,31,.0005082
