ano,mes,dia,WML
2014,6,17,-.0009959
2014,6,18,.0018505
2014,6,20,-.004651
2014,6,23,-.0020148
2014,6,24,.0057781
2014,6,25,.0009137
2014,6,26,-.001093
2014,6,27,-.005509
2014,6,30,.0024879
2014,7,1,.0000698
2014,7,2,.0057817
2014,7,3,.0111233
2014,7,4,.0008232
2014,7,7,.0087452
2014,7,8,.0042392
2014,7,10,.0239346
2014,7,11,-.0039782
2014,7,14,.005715
2014,7,15,.0048801
2014,7,16,.0014217
2014,7,17,-.005632
2014,7,18,.0101095
2014,7,21,.0145264
2014,7,22,.0016765
2014,7,23,-.0062045
2014,7,24,-.0023617
2014,7,25,.0043439
2014,7,28,.0104661
2014,7,29,.0049862
2014,7,30,-.0109448
2014,7,31,-.0015631
2014,8,1,.0055997
2014,8,4,-.0035742
2014,8,5,-.0012513
2014,8,6,.0024919
2014,8,7,-.0002133
2014,8,8,-.0068916
2014,8,11,.0122426
2014,8,12,-.0012874
2014,8,13,.0018575
2014,8,14,-.0008983
2014,8,15,.0050923
2014,8,18,.014952
2014,8,19,-.0019411
2014,8,20,-.0031692
2014,8,21,-.0032896
2014,8,22,-.0022357
2014,8,25,.0086015
2014,8,26,-.000014
2014,8,27,.0101517
2014,8,28,-.0105636
2014,8,29,-.0010538
2014,9,1,-.0056683
2014,9,2,-.0055681
2014,9,3,-.0001508
2014,9,4,-.0039152
2014,9,5,-.0003145
2014,9,8,.0061064
2014,9,9,.0017422
2014,9,10,.0022069
2014,9,11,-.0010574
2014,9,12,-.0048295
2014,9,15,.00635
2014,9,16,.0106053
2014,9,17,-.0088871
2014,9,18,-.0063489
2014,9,19,-.0093274
2014,9,22,.0070696
2014,9,23,.0002958
2014,9,24,.0078074
2014,9,25,-.0024649
2014,9,26,.008901
2014,9,29,.0029292
2014,9,30,.0041925
2014,10,1,.0157495
2014,10,2,.005087
2014,10,3,.0054503
2014,10,6,.0100097
2014,10,7,.0011828
2014,10,8,.0070866
2014,10,9,.004393
2014,10,10,-.0049152
2014,10,13,-.0007427
2014,10,14,.0065413
2014,10,15,-.0038077
2014,10,16,.0097416
2014,10,17,.007295
2014,10,20,-.0026
2014,10,21,.0016337
2014,10,22,.0006639
2014,10,23,-.0014033
2014,10,24,-.0083225
2014,10,27,.0143666
2014,10,28,.0071743
2014,10,29,-.000427
2014,10,30,.0109046
2014,10,31,-.0017694
2014,11,3,-.0036405
2014,11,4,-.0008174
2014,11,5,.0026389
2014,11,6,.0060659
2014,11,7,.0052561
2014,11,10,.0049952
2014,11,11,-.0013209
2014,11,12,-.0019501
2014,11,13,-.0084244
2014,11,14,.0025198
2014,11,17,.0096575
2014,11,18,.0095236
2014,11,19,-.0022557
2014,11,21,.0143111
2014,11,24,-.002972
2014,11,25,.003847
2014,11,26,.0019008
2014,11,27,-.0040236
2014,11,28,-.006812
2014,12,1,.0008988
2014,12,2,.0052779
2014,12,3,.0001615
2014,12,4,.0076808
2014,12,5,.0048342
2014,12,8,.0129718
2014,12,9,.0144552
2014,12,10,.0320524
2014,12,11,.0285815
2014,12,12,.0094747
2014,12,15,.0059247
2014,12,16,-.0085819
2014,12,17,-.0038354
2014,12,18,-.0061178
2014,12,19,.0089517
2014,12,22,-.0053855
2014,12,23,-.0134205
2014,12,26,.0019542
2014,12,29,.0007536
2014,12,30,-.0081399
2015,1,2,-.0008339
2015,1,5,.0243202
2015,1,6,-.0048091
2015,1,7,-.0133196
2015,1,8,.0005461
2015,1,9,-.0027711
2015,1,12,.0179618
2015,1,13,.0085311
2015,1,14,.0248638
2015,1,15,.0064456
2015,1,16,.0139601
2015,1,19,-.0056065
2015,1,20,.0003889
2015,1,21,-.0028972
2015,1,22,-.0132164
2015,1,23,.0117363
2015,1,26,-.0002132
2015,1,27,.0112136
2015,1,28,.006659
2015,1,29,.0087507
2015,1,30,.0046204
2015,2,2,-.0048373
2015,2,3,-.0225813
2015,2,4,-.0005081
2015,2,5,-.0125017
2015,2,6,-.0018647
2015,2,9,-.0055765
2015,2,10,-.0023418
2015,2,11,.0052915
2015,2,12,.0227617
2015,2,13,.0041701
2015,2,18,-.0023757
2015,2,19,.0134429
2015,2,20,-.0038886
2015,2,23,.0154629
2015,2,24,-.0040951
2015,2,25,.0077384
2015,2,26,-.0200786
2015,2,27,-.006384
2015,3,2,-.003149
2015,3,3,-.0039416
2015,3,4,-.0020921
2015,3,5,.0043333
2015,3,6,.0030933
2015,3,9,-.0063629
2015,3,10,.0065516
2015,3,11,.011498
2015,3,12,-.000853
2015,3,13,-.0178706
2015,3,16,.0014136
2015,3,17,-.0046298
2015,3,18,.0085612
2015,3,19,.0105885
2015,3,20,.0062611
2015,3,23,-.0019725
2015,3,24,-.0084565
2015,3,25,-.0063855
2015,3,26,-.0049128
2015,3,27,.0117968
2015,3,30,.0171536
2015,3,31,.0086774
2015,4,1,-.0045034
2015,4,2,-.0014001
2015,4,6,-.0060513
2015,4,7,.0052025
2015,4,8,.004561
2015,4,9,-.0034276
2015,4,10,-.0078291
2015,4,13,-.0040101
2015,4,14,-.0081672
2015,4,15,-.0081295
2015,4,16,-.0011496
2015,4,17,-.0072628
2015,4,20,-.0036185
2015,4,22,-.0069792
2015,4,23,-.0019634
2015,4,24,-.0151678
2015,4,27,.0047456
2015,4,28,.0144632
2015,4,29,.0003737
2015,4,30,.0049595
2015,5,4,-.0053519
2015,5,5,-.0029536
2015,5,6,-.0026473
2015,5,7,.0167336
2015,5,8,.0209466
2015,5,11,.0007302
2015,5,12,.0085935
2015,5,13,.0050609
2015,5,14,.0019305
2015,5,15,-.0056475
2015,5,18,-.0094485
2015,5,19,.0094512
2015,5,20,-.0042949
2015,5,21,-.0153932
2015,5,22,.0081774
2015,5,25,.008952
2015,5,26,-.0011265
2015,5,27,.0041298
2015,5,28,-.0033001
2015,5,29,-.0038829
2015,6,1,.0021603
2015,6,2,-.0063322
2015,6,3,.0055112
2015,6,5,-.0021092
2015,6,8,.0078368
2015,6,9,.0007055
2015,6,10,.0028971
2015,6,11,-.0057654
2015,6,12,.0035354
2015,6,15,.0085237
2015,6,16,.0116586
2015,6,17,.0001078
2015,6,18,.0014286
2015,6,19,-.0017792
2015,6,22,.0038681
2015,6,23,.0018666
2015,6,24,-.0063918
2015,6,25,.0165653
2015,6,26,.0021925
2015,6,29,.0069903
2015,6,30,.0116529
2015,7,1,.0102073
2015,7,2,.0052299
2015,7,3,.0176473
2015,7,6,.0079227
2015,7,7,.0126358
2015,7,8,-.0044839
2015,7,10,.003129
2015,7,13,-.0072542
2015,7,14,.0116738
2015,7,15,.0050892
2015,7,16,-.0003838
2015,7,17,.0100012
2015,7,20,.0166899
2015,7,21,.0028378
2015,7,22,.0044912
2015,7,23,-.0072836
2015,7,24,.0138491
2015,7,27,.0106262
2015,7,28,-.0073821
2015,7,29,.0121336
2015,7,30,.0106005
2015,7,31,.0115986
2015,8,3,.0065209
2015,8,4,-.0019775
2015,8,5,-.0048882
2015,8,6,-.0018261
2015,8,7,.0045983
2015,8,10,.0032547
2015,8,11,.0070423
2015,8,12,-.0098585
2015,8,13,.0104817
2015,8,14,.0066603
2015,8,17,.0200486
2015,8,18,.0229961
2015,8,19,.0043561
2015,8,20,-.0073533
2015,8,21,.0099101
2015,8,24,.0243359
2015,8,25,.0025389
2015,8,26,.0041639
2015,8,27,-.00674
2015,8,28,-.0121119
2015,8,31,-.0150749
2015,9,1,.0088402
2015,9,2,-.002724
2015,9,3,.0124434
2015,9,4,-.0006259
2015,9,8,.0037732
2015,9,9,.002504
2015,9,10,-.0028644
2015,9,11,-.0018762
2015,9,14,.0175095
2015,9,15,.001839
2015,9,16,-.0157298
2015,9,17,-.0119136
2015,9,18,-.0091069
2015,9,21,.0181153
2015,9,22,.0252099
2015,9,23,.0169801
2015,9,24,-.0205483
2015,9,25,-.0024352
2015,9,28,.0011805
2015,9,29,.0096962
2015,9,30,.0023697
2015,10,1,.016432
2015,10,2,-.0067353
2015,10,5,-.0251697
2015,10,6,-.0278223
2015,10,7,-.0303715
2015,10,8,-.0104091
2015,10,9,-.0184992
2015,10,13,.035958
2015,10,14,-.0053914
2015,10,15,-.0055774
2015,10,16,.0127021
2015,10,19,.0182668
2015,10,20,.0003122
2015,10,21,.0084617
2015,10,22,.0114446
2015,10,23,-.0016586
2015,10,26,.0002695
2015,10,27,.015924
2015,10,28,.0098533
2015,10,29,-.0018846
2015,10,30,-.0043733
2015,11,3,-.0078248
2015,11,4,-.005411
2015,11,5,-.0062343
2015,11,6,.0040289
2015,11,9,-.0153323
2015,11,10,.0172984
2015,11,11,-.0081036
2015,11,12,.0115433
2015,11,13,.0133793
2015,11,16,.0024165
2015,11,17,.0038594
2015,11,18,.0037485
2015,11,19,-.0038927
2015,11,23,.0170395
2015,11,24,-.0078914
2015,11,25,.0102743
2015,11,26,.014356
2015,11,27,.0130332
2015,11,30,.0229942
2015,12,1,.0094784
2015,12,2,-.0036328
2015,12,3,-.0065739
2015,12,4,.0141762
2015,12,7,.0234365
2015,12,8,.007364
2015,12,9,-.0028557
2015,12,10,.0071949
2015,12,11,.0030982
2015,12,14,.0040644
2015,12,15,-.009931
2015,12,16,-.007098
2015,12,17,-.0044854
2015,12,18,-.0027347
2015,12,21,.0020346
2015,12,22,.0106639
2015,12,23,-.0032425
2015,12,28,-.0108992
2015,12,29,.0044872
2015,12,30,-.008852
2016,1,4,-.0047751
2016,1,5,.0197034
2016,1,6,.0272031
2016,1,7,.0153439
2016,1,8,-.0007114
2016,1,11,.0143998
2016,1,12,.0190861
2016,1,13,.0163123
2016,1,14,-.0066931
2016,1,15,-.0049903
2016,1,18,.0035148
2016,1,19,.0087177
2016,1,20,.0176144
2016,1,21,.0205654
2016,1,22,.0126856
2016,1,26,.0014974
2016,1,27,-.0077517
2016,1,28,.0089319
2016,1,29,-.0110749
2016,2,1,-.0451528
2016,2,2,.0111463
2016,2,3,-.0333374
2016,2,4,-.0465987
2016,2,5,-.0109924
2016,2,10,.0077057
2016,2,11,.0166711
2016,2,12,-.0136002
2016,2,15,-.0091024
2016,2,16,-.0392835
2016,2,17,.0095398
2016,2,18,.0193741
2016,2,19,.0018559
2016,2,22,-.0078707
2016,2,23,.0038469
2016,2,24,-.0049602
2016,2,25,.0184025
2016,2,26,-.0097222
2016,2,29,.0024055
2016,3,1,-.0235681
2016,3,2,-.0263539
2016,3,3,-.0850887
2016,3,4,-.0345695
2016,3,7,-.0103937
2016,3,8,-.0129096
2016,3,9,-.0049633
2016,3,10,-.0187896
2016,3,11,-.0140835
2016,3,14,.0203908
2016,3,15,.0513196
2016,3,16,-.013264
2016,3,17,-.0444376
2016,3,18,-.0101547
2016,3,21,-.0090183
2016,3,22,-.0085553
2016,3,23,.0281799
2016,3,24,-.0091558
2016,3,28,-.01409
2016,3,29,-.0070692
2016,3,30,-.0090815
2016,3,31,.0032526
2016,4,1,-.015802
2016,4,4,.0253834
2016,4,5,.0002527
2016,4,6,.0124412
2016,4,7,.0165516
2016,4,8,-.0397331
2016,4,11,-.0181583
2016,4,12,-.0261466
2016,4,13,-.0338116
2016,4,14,.0295981
2016,4,15,-.0098923
2016,4,18,.0017109
2016,4,19,-.0136583
2016,4,20,-.0018637
2016,4,22,.014603
2016,4,25,.0193185
2016,4,26,-.0122375
2016,4,27,-.0045741
2016,4,28,-.0014093
2016,4,29,-.0091994
2016,5,2,.0006476
2016,5,3,.0164686
2016,5,4,-.0136886
2016,5,5,.0162348
2016,5,6,-.014106
2016,5,9,.0136584
2016,5,10,-.0155146
2016,5,11,-.0006513
2016,5,12,.0065558
2016,5,13,.0132651
2016,5,16,.0146823
2016,5,17,.0104646
2016,5,18,.0087073
2016,5,19,.0102765
2016,5,20,.0056556
2016,5,23,.0085512
2016,5,24,-.002593
2016,5,25,-.0105895
2016,5,27,.0079243
2016,5,30,-.0019581
2016,5,31,.0131275
2016,6,1,-.0076482
2016,6,2,-.0170015
2016,6,3,-.0060729
2016,6,6,-.0075044
2016,6,7,-.0026892
2016,6,8,-.0166161
2016,6,9,.0037078
2016,6,10,.0063675
2016,6,13,.0022175
2016,6,14,.00879
2016,6,15,-.0136132
2016,6,16,.0046163
2016,6,17,-.0036826
2016,6,20,.0037664
2016,6,21,.0003215
2016,6,22,-.0082194
2016,6,23,-.0165741
2016,6,24,.0039259
2016,6,27,.0116632
2016,6,28,-.0041792
2016,6,29,-.0103249
2016,6,30,-.0049848
2016,7,1,-.003035
2016,7,4,-.0006378
2016,7,5,.0019826
2016,7,6,-.0076845
2016,7,7,.0024673
2016,7,8,-.0007951
2016,7,11,-.0116846
2016,7,12,-.0184578
2016,7,13,-.0154708
2016,7,14,-.0131026
2016,7,15,-.0142258
2016,7,18,-.0133848
2016,7,19,.0019937
2016,7,20,-.0086566
2016,7,21,-.014286
2016,7,22,.0069216
2016,7,25,.0119438
2016,7,26,.0025724
2016,7,27,.0030226
2016,7,28,.0097657
2016,7,29,-.0129059
2016,8,1,.0023014
2016,8,2,.0040957
2016,8,3,-.0136888
2016,8,4,.0039634
2016,8,5,.0046665
2016,8,8,-.0008447
2016,8,9,-.0019413
2016,8,10,-.0042721
2016,8,11,-.0129789
2016,8,12,.0009109
2016,8,15,-.0106643
2016,8,16,-.0093214
2016,8,17,-.0054663
2016,8,18,-.0069638
2016,8,19,-.0049194
2016,8,22,.0008755
2016,8,23,-.0022994
2016,8,24,.0015373
2016,8,25,.0045142
2016,8,26,-.0016769
2016,8,29,.001706
2016,8,30,.0119799
2016,8,31,-.0023087
2016,9,1,.0005105
2016,9,2,-.0069056
2016,9,5,-.0061542
2016,9,6,.0117913
2016,9,8,-.0017081
2016,9,9,-.0076543
2016,9,12,.0059451
2016,9,13,-.0050913
2016,9,14,-.0006992
2016,9,15,-.0033409
2016,9,16,.0053209
2016,9,19,.0125842
2016,9,20,.0111727
2016,9,21,.0137831
2016,9,22,-.0015947
2016,9,23,-.0155951
2016,9,26,.0057604
2016,9,27,.0048934
2016,9,28,.0069456
2016,9,29,-.002868
2016,9,30,-.0031224
2016,10,3,.0070764
2016,10,4,.0050014
2016,10,5,.0010586
2016,10,6,-.0015605
2016,10,7,.0003855
2016,10,10,.0009678
2016,10,11,-.000685
2016,10,13,.006752
2016,10,14,.0031268
2016,10,17,.0068239
2016,10,18,.0052751
2016,10,19,-.0073829
2016,10,20,-.0043061
2016,10,21,-.007827
2016,10,24,-.0003686
2016,10,25,-.0076997
2016,10,26,.0021623
2016,10,27,.0125176
2016,10,28,-.0054686
2016,10,31,.0001892
2016,11,1,-.0174269
2016,11,3,-.0001704
2016,11,4,.0062876
2016,11,7,.0028281
2016,11,8,.0044917
2016,11,9,.00375
2016,11,10,-.0173089
2016,11,11,-.0159968
2016,11,14,.0122321
2016,11,16,.0158121
2016,11,17,-.0161166
2016,11,18,.0035459
2016,11,21,.0114011
2016,11,22,.0035352
2016,11,23,-.0169448
2016,11,24,-.0007331
2016,11,25,-.002602
2016,11,28,.0024392
2016,11,29,-.0110873
2016,11,30,.0106352
2016,12,1,-.0132733
2016,12,2,-.0021001
2016,12,5,.002892
2016,12,6,-.0058172
2016,12,7,-.0004694
2016,12,8,.0044738
2016,12,9,-.0048953
2016,12,12,-.0019892
2016,12,13,-.0079345
2016,12,14,-.0165553
2016,12,15,.0079301
2016,12,16,-.0157224
2016,12,19,.0000377
2016,12,20,.0037828
2016,12,21,.0011869
2016,12,22,-.0037642
2016,12,23,.0058014
2016,12,26,.0018311
2016,12,27,.0064064
2016,12,28,.0033226
2016,12,29,.0030045
2017,1,2,-.0064439
2017,1,3,.0064427
2017,1,4,.0018328
2017,1,5,.0043545
2017,1,6,-.0011525
2017,1,9,-.0011394
2017,1,10,-.0042094
2017,1,11,.0048295
2017,1,12,.017516
2017,1,13,.0035704
2017,1,16,-.0037752
2017,1,17,-.0114693
2017,1,18,-.0056036
2017,1,19,-.0066018
2017,1,20,.0061971
2017,1,23,.0078486
2017,1,24,.0070227
2017,1,26,-.0011914
2017,1,27,-.0008163
2017,1,30,-.0039202
2017,1,31,.0100159
2017,2,1,-.002382
2017,2,2,.0009914
2017,2,3,-.0042765
2017,2,6,-.0022356
2017,2,7,.0025604
2017,2,8,-.0003386
2017,2,9,.0044326
2017,2,10,.022036
2017,2,13,.0151634
2017,2,14,.0033689
2017,2,15,.005439
2017,2,16,.0025339
2017,2,17,.0053746
2017,2,20,.0193108
2017,2,21,.0066835
2017,2,22,-.0034726
2017,2,23,.0117267
2017,2,24,-.0048783
2017,3,1,.0022441
2017,3,2,-.0115882
2017,3,3,.0062641
2017,3,6,.0088074
2017,3,7,-.0017466
2017,3,8,-.0168015
2017,3,9,-.0079421
2017,3,10,.0042258
2017,3,13,-.0041907
2017,3,14,-.0021621
2017,3,15,.0121295
2017,3,16,-.0093976
2017,3,17,-.0022373
2017,3,20,-.0002099
2017,3,21,-.0210369
2017,3,22,.014578
2017,3,23,-.0041782
2017,3,24,-.0011909
2017,3,27,.0026359
2017,3,28,-.0074124
2017,3,29,.007089
2017,3,30,.0012063
2017,3,31,-.003023
2017,4,3,-.0016284
2017,4,4,.0000529
2017,4,5,.0002611
2017,4,6,-.0043776
2017,4,7,.0091996
2017,4,10,-.0045741
2017,4,11,.0046848
2017,4,12,-.0117425
2017,4,13,-.0050499
2017,4,17,.0072988
2017,4,18,.0002875
2017,4,19,-.0053966
2017,4,20,-.0021379
2017,4,24,-.0000645
2017,4,25,.001575
2017,4,26,.0008663
2017,4,27,.003016
2017,4,28,.0076185
2017,5,2,.0012299
2017,5,3,-.0054996
2017,5,4,-.0139966
2017,5,5,.006795
2017,5,8,-.0034501
2017,5,9,.0092411
2017,5,10,-.0089722
2017,5,11,.0168318
2017,5,12,-1.20e-06
2017,5,15,.0000864
2017,5,16,.0066994
2017,5,17,.0072152
2017,5,18,-.0581279
2017,5,19,.0185719
2017,5,22,-.0255835
2017,5,23,.0124603
2017,5,24,.0106633
2017,5,25,-.001568
2017,5,26,.0046936
2017,5,29,.0026327
2017,5,30,.0044632
2017,5,31,.0035937
2017,6,1,-.0135236
2017,6,2,-.0044255
2017,6,5,-.0071582
2017,6,6,.0083562
2017,6,7,.0023421
2017,6,8,.0053384
2017,6,9,-.0010001
2017,6,12,.000185
2017,6,13,-.0063649
2017,6,14,.002158
2017,6,16,-.0045195
2017,6,19,-.0026574
2017,6,20,-.0139673
2017,6,21,.0010957
2017,6,22,.0239113
2017,6,23,-.0001418
2017,6,26,.0097213
2017,6,27,.0058018
2017,6,28,.0135566
2017,6,29,-.0006132
2017,6,30,.0041345
2017,7,3,.0030235
2017,7,4,-.0034249
2017,7,5,.0050479
2017,7,6,.0061992
2017,7,7,.0089269
2017,7,10,.0029405
2017,7,11,-.0019224
2017,7,12,.0116732
2017,7,13,-.0052877
2017,7,14,.0034169
2017,7,17,-.0003243
2017,7,18,.0013863
2017,7,19,.0075291
2017,7,20,-.0010022
2017,7,21,-.0021348
2017,7,24,.009305
2017,7,25,.0118185
2017,7,26,-.007863
2017,7,27,-.0084987
2017,7,28,.0050092
2017,7,31,.0028999
2017,8,1,.0008012
2017,8,2,.0034579
2017,8,3,-.0006378
2017,8,4,.0048616
2017,8,7,-.000011
2017,8,8,-.0043058
2017,8,9,.0050992
2017,8,10,.0046926
2017,8,11,-.0101607
2017,8,14,.0019262
2017,8,15,.0066024
2017,8,16,.0090302
2017,8,17,.0015931
2017,8,18,.0034301
2017,8,21,-.0044036
2017,8,22,-.0112378
2017,8,23,.0051254
2017,8,24,.0036178
2017,8,25,.0001923
2017,8,28,-.0023179
2017,8,29,.0011142
2017,8,30,.0032467
2017,8,31,.0067717
2017,9,1,.0027902
2017,9,4,-.0007013
2017,9,5,-.0001632
2017,9,6,-.0026587
2017,9,8,-.0096013
2017,9,11,-.0052995
2017,9,12,.0019841
2017,9,13,-.0110224
2017,9,14,-.0046503
2017,9,15,-.0140206
2017,9,18,.0023928
2017,9,19,.0003819
2017,9,20,-.0030688
2017,9,21,.0049895
2017,9,22,.0061158
2017,9,25,.0012518
2017,9,26,.0003551
2017,9,27,.0037362
2017,9,28,.0050061
2017,9,29,-.0022434
2017,10,2,.0039199
2017,10,3,-.0031508
2017,10,4,-.0046237
2017,10,5,.0045502
2017,10,6,.0084929
2017,10,9,.0003352
2017,10,10,-.0014669
2017,10,11,.0045209
2017,10,13,.0081803
2017,10,16,.0015194
2017,10,17,-.0040464
2017,10,18,.0031109
2017,10,19,.0032765
2017,10,20,.0061433
2017,10,23,.001495
2017,10,24,.0049012
2017,10,25,-.0038728
2017,10,26,-.0004299
2017,10,27,.0012062
2017,10,30,.0064161
2017,10,31,-.0090556
2017,11,1,.0072163
2017,11,3,.0027772
2017,11,6,-.0104877
2017,11,7,-.001201
2017,11,8,.0070197
2017,11,9,-.009462
2017,11,10,.0007873
2017,11,13,-.0014644
2017,11,14,.0032398
2017,11,16,.0024317
2017,11,17,.0060115
2017,11,21,.0050778
2017,11,22,-.0012411
2017,11,23,-.0017255
2017,11,24,.0031801
2017,11,27,-.00274
2017,11,28,-.0011283
2017,11,29,-.0013072
2017,11,30,.0084554
2017,12,1,.001726
2017,12,4,.0003437
2017,12,5,.0039878
2017,12,6,.0017734
2017,12,7,.0018376
2017,12,8,.0058151
2017,12,11,-.0012712
2017,12,12,-.0044079
2017,12,13,-.0032633
2017,12,14,-.0064266
2017,12,15,.0029798
2017,12,18,.0065813
2017,12,19,-.0015816
2017,12,20,.0048955
2017,12,21,-.0004943
2017,12,22,.0044479
2017,12,26,-.0017508
2017,12,27,.0011221
2017,12,28,.0022086
2018,1,2,.0042335
2018,1,3,.0029696
2018,1,4,.0105572
2018,1,5,-.0065356
2018,1,8,-.0037823
2018,1,9,.0012929
2018,1,10,.0014896
2018,1,11,-.0086453
2018,1,12,-.0000729
2018,1,15,.0060214
2018,1,16,-.0005249
2018,1,17,.001273
2018,1,18,.0030234
2018,1,19,.0013286
2018,1,22,-.0004695
2018,1,23,-.0068057
2018,1,24,.0035666
2018,1,26,.0047508
2018,1,29,-.0013946
2018,1,30,-.0051143
2018,1,31,.0099191
2018,2,1,-.0031976
2018,2,2,-.0030755
2018,2,5,-.0024548
2018,2,6,-.0010387
2018,2,7,.0013745
2018,2,8,.0014772
2018,2,9,-.0049339
2018,2,14,.0016535
2018,2,15,.0021049
2018,2,16,-.0009353
2018,2,19,-.0030289
2018,2,20,.0015228
2018,2,21,-.0032096
2018,2,22,.0080404
2018,2,23,.0069829
2018,2,26,.0098037
2018,2,27,-.0021932
2018,2,28,.0035795
2018,3,1,.0022594
2018,3,2,-.0015306
2018,3,5,.010393
2018,3,6,.0135903
2018,3,7,.0000881
2018,3,8,-.0034075
2018,3,9,.0046489
2018,3,12,.0025065
2018,3,13,.0011515
2018,3,14,.0040084
2018,3,15,.0108971
2018,3,16,-.005984
2018,3,19,.0029821
2018,3,20,-.0007093
2018,3,21,-.0050737
2018,3,22,.0034213
2018,3,23,-.001878
2018,3,26,-.0023463
2018,3,27,-.0060784
2018,3,28,.0086134
2018,3,29,-.0014111
2018,4,2,-.0054963
2018,4,3,-.0059831
2018,4,4,-.0035034
2018,4,5,-.0015829
2018,4,6,.0054312
2018,4,9,-.00116
2018,4,10,.0028507
2018,4,11,-.0008504
2018,4,12,.0011306
2018,4,13,.0040637
2018,4,16,.006936
2018,4,17,-.0036609
2018,4,18,.0105756
2018,4,19,-.0068118
2018,4,20,-.0015258
2018,4,23,-.0030468
2018,4,24,.00059
2018,4,25,.0043474
2018,4,26,-.002777
2018,4,27,-.0025912
2018,4,30,.0072264
2018,5,2,-.0018303
2018,5,3,.0035566
2018,5,4,.0126659
2018,5,7,-.0077168
2018,5,8,.0095497
2018,5,9,.0073849
2018,5,10,-.002185
2018,5,11,-.0020021
2018,5,14,-.0108259
2018,5,15,-.0001666
2018,5,16,.0095419
2018,5,17,-.0023194
2018,5,18,.0039914
2018,5,21,-.0005143
2018,5,22,.0015685
2018,5,23,-.0098651
2018,5,24,-.0062446
2018,5,25,-.0114643
2018,5,28,-.0085133
2018,5,29,.015899
2018,5,30,.0042253
2018,6,1,-.0102304
2018,6,4,.0093188
2018,6,5,-.0044523
2018,6,6,-.0060306
2018,6,7,-.0038735
2018,6,8,-.0126674
2018,6,11,-.0062889
2018,6,12,.0056123
2018,6,13,.0026542
2018,6,14,-.0131555
2018,6,15,-.0000927
2018,6,18,.0010958
2018,6,19,.0184051
2018,6,20,.0115879
2018,6,21,-.0095615
2018,6,22,-.0004688
2018,6,25,.0018904
2018,6,26,-.0000622
2018,6,27,-.0004554
2018,6,28,.0156495
2018,6,29,.0158823
2018,7,2,-.0105447
2018,7,3,.0007203
2018,7,4,.0078664
2018,7,5,-.0079445
2018,7,6,.0034976
2018,7,10,-.0005338
2018,7,11,-.0053295
2018,7,12,.0195822
2018,7,13,.0064587
2018,7,16,.0045005
2018,7,17,.0004916
2018,7,18,.0084968
2018,7,19,-.0027671
2018,7,20,-.0006355
2018,7,23,-.0013587
2018,7,24,-.0004228
2018,7,25,.0040716
2018,7,26,.0047289
2018,7,27,.0040294
2018,7,30,.0068723
2018,7,31,.0092134
2018,8,1,-.0072831
2018,8,2,.0030145
2018,8,3,.0008108
2018,8,6,.0053909
2018,8,7,.0063112
2018,8,8,-.0022493
2018,8,9,-.0051382
2018,8,10,-.0015129
2018,8,13,.0005414
2018,8,14,-.0055519
2018,8,15,-.0046687
2018,8,16,-.0017016
2018,8,17,-.0007051
2018,8,20,.0128775
2018,8,21,-.0015266
2018,8,22,.0057635
2018,8,23,.0079434
2018,8,24,.0009542
2018,8,27,.0026758
2018,8,28,.0082377
2018,8,29,.0026895
2018,8,30,.0000862
2018,8,31,.0085184
2018,9,3,-.0062368
2018,9,4,.0065512
2018,9,5,.0075281
2018,9,6,.0035473
2018,9,10,-.0019304
2018,9,11,.0086242
2018,9,12,.0032733
2018,9,13,.0071098
2018,9,14,.0008669
2018,9,17,-.0083925
2018,9,18,.0063179
2018,9,19,-.0004716
2018,9,20,.0001308
2018,9,21,.000898
2018,9,24,.0092459
2018,9,25,.0101618
2018,9,26,-.0023089
2018,9,27,-.0035862
2018,9,28,.0039701
2018,10,1,.0096405
2018,10,2,-.0152331
2018,10,3,-.0115693
2018,10,4,-.0165423
2018,10,5,-.0047765
2018,10,8,-.0242474
2018,10,9,-.0203027
2018,10,10,.0054694
2018,10,11,-.0022896
2018,10,15,.0079034
2018,10,16,-.0079852
2018,10,17,-.0114721
2018,10,18,-.0067233
2018,10,19,-.0058647
2018,10,22,-.0194091
2018,10,23,-.0164861
2018,10,24,-.0062192
2018,10,25,.0044232
2018,10,26,-.0004753
2018,10,29,.0018377
2018,10,30,-.0034386
2018,10,31,.007295
2018,11,1,-.0073181
2018,11,5,.0022647
2018,11,6,.0076637
2018,11,7,.0060884
2018,11,8,.0085615
2018,11,9,-.0017882
2018,11,12,.002739
2018,11,13,.0054887
2018,11,14,-.0020623
2018,11,16,-.0092994
2018,11,19,-.0010205
2018,11,21,-.0195041
2018,11,22,-.0011909
2018,11,23,-.0028132
2018,11,26,.0140554
2018,11,27,.004185
2018,11,28,.00474
2018,11,29,-.006868
2018,11,30,-.0015889
2018,12,3,-.0022597
2018,12,4,.0039818
2018,12,5,-.0053735
2018,12,6,-.0105869
2018,12,7,-.0036586
2018,12,10,.0017224
2018,12,11,.0069374
2018,12,12,.0004397
2018,12,13,-.0018632
2018,12,14,.0007688
2018,12,17,.0014537
2018,12,18,.0005285
2018,12,19,.0059805
2018,12,20,-.0007192
2018,12,21,.0074377
2018,12,26,-.0141037
2018,12,27,-.0038756
2018,12,28,.002834
2019,1,2,.0047155
2019,1,3,-.0076745
2019,1,4,-.0037475
2019,1,7,.001706
2019,1,8,.0005788
2019,1,9,-.0098155
2019,1,10,-.0091638
